,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,Kentucky,Lexington,4/5/2016,Ameristand 403T,9/15/2017,250,7.79,261,335,2433.29,840.7,20.57137784,15.014384837124739,25.98333619,0.29671948658950154
1,Kentucky,Lexington,4/5/2017,GA-ALFG-1,9/19/2016,263,6.84,1775,332,3743.33,663.7,23.79017857,14.10914149400611,25.68962346,0.28941660950654435
2,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,8/20/2018,224,5.95,226,312,4823.96,811.3,20.56724507,15.859509293353414,26.0637225,0.2884962025939627
3,Kentucky,Lexington,4/5/2016,AFX095005,9/19/2016,263,6.96,654,324,3339.75,469.5,23.79017857,13.106135730041732,25.37784338,0.306084809951592
4,Kentucky,Lexington,4/5/2016,Arc,9/15/2017,256,3.01,1771,339,2704.21,785.6,20.33700939,15.717851942690352,26.63029185,0.29274775678059084
5,Kentucky,Lexington,4/5/2017,Arc,9/12/2018,257,5.56,568,326,3362.87,747.3,20.41582547,16.483315177791045,28.75697145,0.2743318570194654
6,Kentucky,Lexington,3/31/2015,Withstand,9/19/2016,263,7.79,810,376,3545.41,795.1,23.79017857,15.470331732993914,25.13388928,0.313480989
7,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,8/12/2013,244,7.79,374,53,2212.3,740.3,23.76498801,14.176770539608583,24.60119962,0.2882357269156526
8,Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/17/2015,263,6.6,1980,365,3470.56,776.7,20.56662864,16.0440223560325,22.59871398,0.3027997903877257
9,Kentucky,Lexington,4/5/2017,AFX095026,9/14/2017,255,5.32,1297,335,3345.45,853.1,20.27851311,14.605907548146178,26.15452799,0.2944565355150337
10,Kentucky,Lexington,8/9/2012,Ameristand 403T Plus,9/15/2017,256,3.17,1339,370,3549.28,874.6,20.5199987,13.13286019243007,24.41105795,0.2824742442231735
11,Kentucky,Lexington,8/9/2012,Ameristand 403T,9/13/2018,259,7.79,130,1,3549.44,793.0,21.68831424,15.68148576702477,26.1976472,0.3047819421984223
12,Kentucky,Lexington,8/9/2012,Contender,9/18/2014,263,5.1,130,1,2316.1,1043.2,23.11342817,15.108015111340181,25.59891894,0.2752962359045723
13,Kentucky,Lexington,8/9/2012,Fierce,9/17/2015,258,7.55,2225,354,1856.67,807.1,23.79017857,15.37487192668964,25.41855522,0.295491037570228
14,Kentucky,Lexington,8/9/2012,Caliber,9/16/2015,263,5.75,887,356,3222.64,404.0,21.42927571,14.259563027056636,25.40771742,0.29050700708405996
15,Kentucky,Lexington,4/5/2017,GA-505,9/18/2014,263,6.34,570,353,4239.02,737.8,20.74769033,14.095099870095892,24.68280703,0.2861798498167195
16,Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,9/12/2018,263,6.6,944,342,4756.69,688.2,19.72912154,16.162684431120788,25.87012134,0.3134466177613293
17,Kentucky,Lexington,4/5/2017,Saranac AR,8/12/2013,254,3.74,917,1,3411.17,436.7,20.51966249,13.371356515708364,27.41755746,0.29506153141064484
18,Kentucky,Lexington,8/9/2012,Saranac AR,8/20/2018,257,7.45,130,1,3370.41,828.9,20.65887199,18.87832738,25.04971266,0.307304912164498
19,Kentucky,Lexington,8/9/2012,Buffalo,9/13/2018,263,6.67,2225,5,3551.92,745.1,20.80982967,12.61707097,25.81340607,0.2858989933131982
20,Kentucky,Lexington,4/5/2016,AFX095005,9/15/2017,259,6.22,130,324,1856.67,648.5,23.79017857,15.584356698188584,26.06887915,0.2972640148897622
21,Kentucky,Lexington,3/31/2015,CW 085028,8/20/2018,253,7.79,980,2,2707.54,603.9,19.58001838,15.509270589276209,25.77888915,0.2964549969798051
22,Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/19/2016,263,7.17,1045,1,3119.74,863.7,21.52817083,15.504636022188404,25.75158547,0.2948865439749797
23,Kentucky,Lexington,8/9/2012,BYS5028,9/14/2017,256,7.79,852,345,3407.08,685.3,20.15297886,16.35336590641057,25.24510965,0.2978574230239857
24,Kentucky,Lexington,8/9/2012,Fierce,9/15/2017,263,7.79,1074,312,3364.02,676.2,20.77949362,14.107930834967606,25.04702582,0.2970125533635803
25,Kentucky,Lexington,8/9/2012,Saranac AR,8/12/2013,258,7.79,398,350,3775.12,848.5,23.79017857,15.727803475525045,25.01539583,0.301697514963914
26,Kentucky,Lexington,8/9/2012,Fierce,9/14/2017,258,3.31,130,372,2254.64,752.8,19.67009232,16.259492610392805,27.22447463,0.29460728315740226
27,Kentucky,Lexington,4/5/2016,Rebound 6XT,9/16/2015,224,5.41,130,347,3679.81,823.4,23.79017857,18.215741302834378,25.86494011,0.2972656227199231
28,Kentucky,Lexington,8/9/2012,Withstand,9/15/2017,263,2.66,642,394,1856.67,681.0,20.94974703,13.965783537987381,29.25310714,0.28256977875699363
29,Kentucky,Lexington,3/31/2015,Rebound 6XT,9/17/2015,262,7.79,1161,81,3254.67,855.4,20.04440127,15.793941450945713,25.82329274,0.28853532492111283
30,Kentucky,Lexington,8/9/2012,NF11ALF006,9/16/2015,262,4.6,875,371,3475.4,1043.2,21.24145569,15.688652805019187,26.13923657,0.313480989
31,Kentucky,Lexington,3/31/2015,Caliber,9/15/2017,234,7.42,1881,1,3659.05,878.7,20.15565301,16.07565801648173,28.64059104,0.2983372395291776
32,Kentucky,Lexington,4/5/2017,Phoenix,9/18/2014,263,3.12,569,1,4823.96,856.2,20.35607067,14.831625380834128,24.94701887,0.2981081196416397
33,Kentucky,Lexington,4/5/2016,Saranac AR,9/13/2018,257,7.79,1067,357,3407.49,852.2,21.45197622,13.434007860674786,25.65969591,0.29729892299822175
34,Kentucky,Lexington,4/12/2018,Ameristand 427TQ,9/15/2017,263,6.62,130,353,3482.2,793.5,19.71860944,13.769625708336417,24.87802392,0.2922292113411306
35,Kentucky,Lexington,4/12/2018,Caliber,8/12/2013,263,7.15,328,349,3726.13,823.7,23.79017857,18.778901802692246,24.701962,0.285047555265718
36,Kentucky,Lexington,4/12/2018,FSG 415BR,9/12/2018,258,7.79,759,359,3473.64,748.8,23.79017857,13.37224423747087,26.05901435,0.2946857025285313
37,Kentucky,Lexington,4/5/2017,Ameristand 403T Plus,9/15/2017,263,6.15,849,1,3480.17,557.2,19.99518023,14.878809894265206,28.00195445,0.2980271839274512
38,Kentucky,Lexington,4/5/2017,AFX095005,9/19/2016,256,7.79,864,1,3447.33,624.5,23.79017857,15.696257027066645,24.94651707,0.2729625
39,Kentucky,Lexington,8/9/2012,Ameristand 403T Plus,9/15/2017,231,3.44,484,353,3579.34,827.0,20.37639951,14.561826556678525,26.33154089,0.2973098715194695
40,Kentucky,Lexington,4/5/2016,Saranac AR,9/15/2017,263,3.49,556,1,4823.96,661.1,20.21745069,14.95217101392826,26.87289529,0.2729625
41,Kentucky,Lexington,3/31/2015,Saranac AR,9/13/2018,260,3.74,972,315,3557.14,836.2,21.29444797,15.66926586116379,24.93958296,0.28322901366817516
42,Kentucky,Lexington,4/5/2016,Contender,9/14/2017,262,5.77,130,317,3574.75,788.8,19.9915977,14.11122127641878,25.3417313,0.2893203534480498
