,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,9/19/2016,254,1.3,357,398,4714.77,404.0,19.41884097,15.305272838700976,25.67463648,0.30004021558569266
1,Kentucky,Lexington,4/12/2018,Buffalo,9/18/2014,257,1.95,1402,1,3199.05,878.7,20.59728469,12.61707097,24.67027685,0.3010767429993068
2,Kentucky,Lexington,4/5/2016,55V50,9/18/2014,257,2.5,865,389,3365.0,789.8,20.81902975,15.69427320366709,24.8639145,0.29657178423078906
3,Kentucky,Lexington,8/9/2012,Contender,9/16/2015,258,6.04,130,64,3641.42,640.7,19.13468513,16.625929834951798,26.50957323,0.30571714334194416
4,Kentucky,Lexington,4/5/2017,BYS5028,9/14/2017,262,3.5,529,1,3372.08,404.0,20.25683411,14.29939368513066,26.20081738,0.2922492654433916
5,Kentucky,Lexington,8/9/2012,Fierce,9/15/2017,263,6.2,1663,2,3461.1,831.5,19.71178286,13.078403283447066,28.75724198,0.2984578697626244
6,Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/19/2016,262,3.64,130,75,3353.08,1043.2,20.36923717,13.94117813480748,25.9235295,0.30003783934784417
7,Kentucky,Lexington,4/5/2016,Fierce,8/12/2013,260,4.7,640,67,3428.83,732.5,22.95081708,14.035818119105397,25.66388617,0.29660831314878405
8,Kentucky,Lexington,8/9/2012,Contender,8/12/2013,253,4.35,881,114,3585.52,964.9,18.88949233,13.21703740678721,25.18201599,0.2853529795503897
9,Kentucky,Lexington,4/5/2017,55V50,8/12/2013,261,3.83,264,379,3578.37,777.1,20.81943605,16.731965806389542,22.59871398,0.3014922148103953
10,Kentucky,Lexington,8/9/2012,AM-09-600,9/16/2015,260,5.18,392,348,2372.84,404.0,20.51382948,13.60099074233695,25.18201749,0.2889877674762386
11,Kentucky,Lexington,8/9/2012,Phoenix,9/12/2018,251,3.27,648,1,3318.84,843.2,20.15100032,13.517819004872834,28.36371379,0.2987347340093787
12,Kentucky,Lexington,4/5/2016,Saranac AR,9/16/2015,261,4.82,130,353,3587.39,764.5,21.0614331,12.869254695311875,25.07236057,0.290225514419397
13,Kentucky,Lexington,4/5/2016,Contender,9/18/2014,260,4.15,2225,89,2208.37,712.5,18.00362645,13.10973620727509,25.37719415,0.2729625
14,Kentucky,Lexington,3/31/2015,Ameristand 403T Plus,9/13/2018,263,3.98,1212,402,4801.33,404.0,20.59199418,16.783905493594496,25.67794872,0.2916122795675091
15,Kentucky,Lexington,3/31/2015,PGI 529,9/15/2017,252,3.98,1652,319,3536.59,812.3,23.79017857,14.930366105163445,25.16991706,0.30507789902075744
16,Kentucky,Lexington,4/5/2016,Arc,8/12/2013,263,3.79,258,64,3383.17,984.8,20.09834723,14.35052865357481,25.65999768,0.299591692303539
17,Kentucky,Lexington,3/31/2015,Ameristand 403T,9/12/2018,263,6.01,1197,56,3609.48,826.3,19.90718675,13.815136934009946,27.8939819,0.30291858960434015
18,Kentucky,Lexington,8/9/2012,Phoenix,8/12/2013,241,3.28,2225,402,2419.62,633.7,21.35192993,16.03525730958096,25.64631027,0.2847551804205532
19,Kentucky,Lexington,3/31/2015,BYS5028,9/12/2018,256,4.68,734,393,3457.76,1043.2,20.65970784,16.08411047890088,25.88653921,0.313480989
20,Kentucky,Lexington,4/5/2016,4030,8/12/2013,262,4.75,495,381,3513.85,404.0,19.86816268,12.61707097,23.85987972,0.3041004287885309
21,Kentucky,Lexington,4/5/2016,Fierce,9/18/2014,256,2.96,581,378,3713.16,407.1,20.31071193,14.115088622323352,25.42138554,0.3024934964224822
22,Kentucky,Lexington,4/5/2016,Arc,9/13/2018,263,3.88,861,380,2778.4,404.0,19.29036063,15.798401439797788,27.6232077,0.2922854151437545
23,Kentucky,Lexington,4/5/2016,Phoenix,9/15/2017,255,3.63,130,17,3401.26,995.2,18.80067733,18.79167853763471,28.28707852,0.3035135682533374
24,Kentucky,Lexington,3/31/2015,55V50,9/19/2016,224,4.91,130,70,2020.49,852.0,19.66565428,15.842336185469106,24.95853733,0.30516754391317524
25,Kentucky,Lexington,3/31/2015,GA-505,9/15/2017,253,4.48,1085,375,3435.67,404.0,19.41972458,13.436629231483309,25.08240198,0.3042859953535999
26,Kentucky,Lexington,4/5/2016,GA-505,9/18/2014,263,3.8,556,402,3417.45,1043.2,23.79017857,13.709683020502034,25.80324316,0.29436778329789753
27,Kentucky,Lexington,8/9/2012,4030,9/19/2016,258,6.54,1517,120,2409.1,1010.3,20.73434583,13.698263439887363,27.86619108,0.2761295062466425
28,Kentucky,Lexington,8/9/2012,Evermore,9/19/2016,256,4.74,1071,356,3585.96,775.2,20.09309656,16.1037543851443,24.30188752,0.30727967881735463
29,Kentucky,Lexington,8/9/2012,AFX095005,9/18/2014,260,4.15,573,359,2676.26,627.0,20.20499685,13.837604669240708,24.89815048,0.30554014971552773
30,Kentucky,Lexington,3/31/2015,Saranac AR,8/12/2013,258,6.34,307,389,3077.76,789.9,23.7132261,13.36652305106919,24.61864273,0.2947498329507242
31,Kentucky,Lexington,8/9/2012,FSG 415BR,9/19/2016,253,1.58,318,364,3304.83,782.0,17.60733333,15.250806433434297,25.68582382,0.2873193216443423
32,Kentucky,Lexington,8/9/2012,Ameristand 427TQ,9/17/2015,263,3.59,1060,348,2549.7,509.8,20.17177287,16.53601369307252,26.52715394,0.30067284537890954
33,Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,8/12/2013,257,4.2,672,1,3605.76,906.9,20.67170799,14.41479291889578,24.83723939,0.29400868000214003
34,Kentucky,Lexington,8/9/2012,Saranac AR,9/17/2015,254,5.11,373,399,3307.71,827.3,20.33038948,14.023184897734055,25.59350547,0.2863522119119492
35,Kentucky,Lexington,4/5/2016,NF11ALF006,9/18/2014,236,3.74,2225,390,3374.4,719.1,21.77026764,15.29186671498185,25.64309108,0.302952365035731
36,Kentucky,Lexington,3/31/2015,AFX095005,8/12/2013,224,6.4,882,41,3235.12,404.0,21.06263287,16.921704413554576,25.85645167,0.313480989
37,Kentucky,Lexington,4/12/2018,Ameristand 403T Plus,9/14/2017,262,4.19,1255,5,3307.71,878.4,21.72574287,16.858740922736516,27.42573737,0.2729625
38,Kentucky,Lexington,8/9/2012,AFX095026,9/12/2018,252,3.55,416,59,3251.31,1004.6,20.57159713,15.49500107750207,28.24976898,0.28731479133837107
39,Kentucky,Lexington,8/9/2012,Buffalo,9/14/2017,261,4.8,1990,379,4591.72,427.5,20.61929694,13.890943399129814,25.20831506,0.30373084462805117
40,Kentucky,Lexington,4/5/2017,4030,9/16/2015,262,3.62,142,114,4823.96,541.6,19.9283054,14.965953773626136,25.30891931,0.2833875530823855
41,Kentucky,Lexington,8/9/2012,4030,9/16/2015,263,5.74,306,386,3378.81,756.0,20.10640311,13.631926215121268,24.62055727,0.297187458710632
42,Kentucky,Lexington,4/5/2016,BYS5028,9/12/2018,229,3.25,1053,399,3259.51,910.9,19.61548732,14.20627001347943,24.20205078,0.30016274434755996
43,Kentucky,Lexington,3/31/2015,Caliber,8/20/2018,248,5.73,320,96,3077.2,865.8,20.68012132,13.136906600481932,25.05144493,0.28049223212005797
44,Kentucky,Lexington,8/9/2012,4030,9/19/2016,261,2.29,893,79,3185.68,701.2,21.32958727,13.88495548537928,27.66359478,0.287684191112334
45,Kentucky,Lexington,4/5/2016,Saranac AR,9/15/2017,262,6.43,408,117,3388.79,706.9,20.47283636,14.011803831725164,25.80879314,0.2864984659705458
46,Kentucky,Lexington,8/9/2012,GA-505,9/12/2018,251,2.33,844,16,3313.21,985.1,20.37091003,15.231598311831744,25.85164875,0.31112796538173776
47,Kentucky,Lexington,8/9/2012,Buffalo,9/15/2017,244,4.45,1037,1,3615.15,993.3,21.480595,13.341641877434194,29.15724901,0.3045645362736814
48,Kentucky,Lexington,8/9/2012,4030,9/13/2018,263,5.12,388,64,3239.06,840.9,20.51653545,15.097362926111225,25.42363728,0.2794367400113194
49,Kentucky,Lexington,4/5/2017,Caliber,8/12/2013,260,5.61,516,87,3247.29,800.0,19.44168947,13.772060131664563,25.30636825,0.30080063586902495
50,Kentucky,Lexington,3/31/2015,FSG-426,9/19/2016,254,5.46,1465,113,4823.96,675.0,21.24239952,14.052065499402481,25.80938884,0.30080430011954157
51,Kentucky,Lexington,8/9/2012,BYS5028,9/12/2018,259,4.94,1347,365,3585.09,786.1,19.5370953,14.249220966581795,25.93651183,0.29971635080202735
52,Kentucky,Lexington,4/5/2016,Contender,9/15/2017,257,6.28,709,84,2326.73,690.0,21.57912194,12.61707097,25.08621383,0.27358467436854855
53,Kentucky,Lexington,4/5/2017,GA-ALFG-1,9/12/2018,255,4.71,2110,1,3287.93,716.7,20.7634957,14.346618344401566,22.59871398,0.3043355452815155
54,Kentucky,Lexington,8/9/2012,Phoenix,9/13/2018,263,3.28,309,376,3380.35,894.6,21.01642486,18.364941199031307,24.26177913,0.2997809070477989
55,Kentucky,Lexington,8/9/2012,Ameristand 403T,9/16/2015,261,3.4,321,96,3444.13,753.6,20.26655115,16.452134700040375,25.72938606,0.292486466739222
56,Kentucky,Lexington,8/9/2012,PGI 529,9/12/2018,227,7.03,638,363,3371.67,404.0,20.43198865,18.63611716438922,26.28586254,0.2886678005438776
57,Kentucky,Lexington,4/5/2016,AFX095005,9/15/2017,233,4.73,443,1,3276.75,812.4,17.60733333,15.491143349613273,29.25310714,0.2795758416139813
58,Kentucky,Lexington,8/9/2012,CW 065030,8/12/2013,257,7.79,493,321,3296.71,877.6,17.60733333,12.61707097,25.75175685,0.2954619408702492
59,Kentucky,Lexington,4/5/2016,Caliber,9/12/2018,251,5.22,1263,380,3181.24,661.1,20.38101646,13.597796983253566,25.78067865,0.28154213438967013
60,Kentucky,Lexington,8/9/2012,FSG-426,9/14/2017,258,6.59,761,1,3306.69,725.3,20.55678534,14.504879350883932,25.05858998,0.29519714169400557
61,Kentucky,Lexington,8/9/2012,Radiance HD,9/14/2017,256,5.65,130,387,3205.82,665.2,21.00411833,14.097031916903477,25.46913892,0.3052543901364227
62,Kentucky,Lexington,8/9/2012,AM-09-600,9/14/2017,252,4.98,990,402,3532.39,801.8,20.04680529,13.934273438084466,25.51861533,0.30035932553392025
63,Kentucky,Lexington,3/31/2015,CW 085028,9/14/2017,262,2.51,130,389,2706.95,897.4,20.22605505,15.335885179239666,26.66123419,0.2774298399347011
64,Kentucky,Lexington,8/9/2012,FSG 415BR,9/17/2015,234,3.49,130,388,1921.11,647.1,21.0239032,13.847959622477633,26.20338748,0.3046626436050055
65,Kentucky,Lexington,3/31/2015,Saranac AR,9/15/2017,262,5.79,227,38,3412.43,560.7,20.06885593,15.602266477105928,25.53411491,0.3013153925243593
66,Kentucky,Lexington,4/5/2016,WL 365HQ,9/13/2018,262,4.58,256,395,3673.51,790.9,20.709872,13.250500077570162,29.14608037,0.29288085211238757
67,Kentucky,Lexington,4/5/2017,Saranac AR,9/13/2018,231,3.86,529,43,3273.33,652.6,20.93759305,16.581554620332767,26.61653958,0.3040979162347751
68,Kentucky,Lexington,8/9/2012,Radiance HD,9/13/2018,249,1.3,1741,388,3357.79,967.2,21.02350859,13.35020171780701,24.88183659,0.28934768618760587
69,Kentucky,Lexington,8/9/2012,Ameristand 403T,9/14/2017,256,6.09,1188,402,2509.72,1043.2,20.77785308,12.61707097,25.42375415,0.28360564093580704
70,Kentucky,Lexington,3/31/2015,Ameristand 427TQ,9/17/2015,258,1.3,130,402,3543.36,797.9,20.11563499,13.172365139973513,25.07574719,0.28875581820169877
71,Kentucky,Lexington,8/9/2012,Radiance HD,8/12/2013,262,6.35,240,1,2918.56,717.4,18.48033892,15.441907808238764,25.64499062,0.29927546333711735
72,Kentucky,Lexington,8/9/2012,Caliber,9/15/2017,253,3.48,1031,402,3779.56,597.2,18.95879207,13.132176563912283,25.39085137,0.3059614536769179
73,Kentucky,Lexington,8/9/2012,Contender,9/15/2017,259,5.65,398,111,3402.58,676.8,19.54269478,14.245263067875687,24.00724549,0.3073748986850693
74,Kentucky,Lexington,8/9/2012,Contender,8/12/2013,263,4.22,1282,62,3494.78,635.2,20.48365653,15.6074140362895,26.43556157,0.3013396738570098
75,Kentucky,Lexington,4/12/2018,4030,9/19/2016,262,5.75,929,135,2423.12,928.2,23.79017857,14.237711867194895,28.29909016,0.3005091062957255
