,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,Kentucky,Lexington,8/9/2012,Ameristand 427TQ,9/19/2016,255,4.76,605,1,3133.83,686.4,21.46306413,14.800093550320529,25.28613756,0.2897701392970882
1,Kentucky,Lexington,8/9/2012,CW 065030,9/14/2017,258,7.54,1798,312,3374.55,850.9,19.66803069,12.61707097,24.65985962,0.2970627514464531
2,Kentucky,Lexington,4/5/2017,4030,9/12/2018,258,1.3,440,1,3269.48,1043.2,20.4949544,16.21503427934342,25.99689183,0.2729625
3,Kentucky,Lexington,8/9/2012,Ameristand 403T,9/19/2016,260,3.89,753,1,3554.6,1043.2,19.65270341,13.783099390187028,24.78808278,0.2729625
4,Kentucky,Lexington,4/5/2016,Ameristand 403T Plus,9/19/2016,260,3.15,130,25,3344.1,917.2,19.13603133,14.539590140095665,24.77184354,0.29098555932774517
5,Kentucky,Lexington,8/9/2012,Withstand,9/15/2017,255,6.73,242,343,3127.07,698.3,20.60748677,15.422468051176006,24.12228132,0.29942994711280446
6,Kentucky,Lexington,3/31/2015,Caliber,8/20/2018,259,5.34,1530,325,3217.81,833.8,19.63415549,12.61707097,23.79692931,0.2824800195352742
7,Kentucky,Lexington,4/5/2016,GA-497HD,9/14/2017,255,7.79,1214,1,3282.02,404.0,19.23984907,14.7714800363451,25.07411242,0.293517617726921
8,Kentucky,Lexington,3/31/2015,Caliber,9/19/2016,260,2.19,1473,346,3624.88,903.5,20.54962079,15.682553288002437,22.59871398,0.27562524211873823
9,Kentucky,Lexington,8/9/2012,Evermore,9/14/2017,256,7.77,1370,331,3017.35,791.2,22.62941424,15.72278880772551,24.11189986,0.30076733257290894
10,Kentucky,Lexington,3/31/2015,FSG-426,9/19/2016,253,2.41,130,1,3202.66,776.9,18.64678204,14.023040985792422,25.39534855,0.2954458469318343
11,Kentucky,Lexington,3/31/2015,Saranac AR,9/19/2016,262,5.03,361,1,3338.67,775.4,19.73887899,13.097364861789732,24.03168912,0.289834218862741
12,Kentucky,Lexington,4/5/2016,BYS5028,9/18/2014,252,2.28,1286,349,3571.56,780.6,20.73863688,15.845537011922803,23.93205276,0.30060439385651655
13,Kentucky,Lexington,8/9/2012,Ameristand 403T Plus,9/19/2016,254,7.79,1732,1,2118.16,858.6,19.63102742,12.61707097,25.13822942,0.2934400686194248
14,Kentucky,Lexington,4/5/2016,CW 085028,9/15/2017,263,4.58,246,1,3475.74,809.0,23.79017857,14.614725496738233,25.66873109,0.2902329198583417
15,Kentucky,Lexington,4/5/2016,Rebound 6XT,9/15/2017,253,7.04,462,1,3308.76,711.5,20.92025871,15.087955236790277,24.43528918,0.3047896391877726
16,Kentucky,Lexington,8/9/2012,Caliber,9/17/2015,256,4.41,448,1,3287.75,440.7,20.3693019,15.74828032830518,24.47371338,0.29307750590321313
17,Kentucky,Lexington,8/9/2012,Radiance HD,9/16/2015,255,6.44,237,1,3171.0,404.0,18.7664469,13.570569609886908,26.31649739,0.313480989
18,Kentucky,Lexington,4/5/2016,AM-09-600,9/17/2015,262,2.24,674,342,3266.93,981.9,23.79017857,15.103148333764334,24.81427877,0.2729625
19,Kentucky,Lexington,3/31/2015,Evermore,9/14/2017,263,1.84,161,319,3317.11,404.0,19.13205737,14.964951272956908,25.1113833,0.2896707077313082
20,Kentucky,Lexington,8/9/2012,FSG-426,9/17/2015,254,7.24,2225,310,1856.67,766.6,18.74730244,13.872482293014437,27.73381644,0.2919287905231581
21,Kentucky,Lexington,3/31/2015,GA-ALFG-1,9/13/2018,253,1.53,130,63,3356.55,774.3,17.71442968,18.87832738,25.07672129,0.3037604295116822
22,Kentucky,Lexington,4/5/2017,Caliber,9/15/2017,263,6.38,1711,1,3032.86,807.2,17.60733333,14.899293885710819,26.06120212,0.305358454872863
23,Kentucky,Lexington,8/9/2012,4030,9/19/2016,254,4.54,130,379,3132.43,1043.2,19.97124777,16.097712412420783,25.04966758,0.2925534048872096
24,Kentucky,Lexington,3/31/2015,NF11ALF006,9/14/2017,260,7.79,847,1,3349.82,476.1,19.56261119,17.576216035149635,25.14539416,0.27691401679730504
25,Kentucky,Lexington,4/5/2016,CW 065030,9/15/2017,256,5.82,333,1,3257.31,1043.2,19.13553176,18.87832738,25.91841513,0.28532432375594374
26,Kentucky,Lexington,4/5/2016,Contender,9/14/2017,252,3.3,534,31,3787.98,829.2,19.82649814,15.985136613943192,24.4569668,0.2953472698379295
27,Kentucky,Lexington,8/9/2012,AFX095005,9/19/2016,250,7.79,468,1,3276.75,630.4,19.59183395,13.866058340227326,22.59871398,0.28450183275273827
28,Kentucky,Lexington,4/5/2016,4030,9/19/2016,253,7.79,960,319,3301.98,612.8,18.79858134,18.415698499218717,25.27076248,0.2927211926908845
29,Kentucky,Lexington,4/5/2017,Contender,9/16/2015,224,5.06,329,318,3266.41,404.0,20.80882301,13.503887513485253,25.74372373,0.2729625
30,Kentucky,Lexington,8/9/2012,Contender,9/13/2018,245,3.95,2054,1,3503.35,653.3,20.74465277,15.32873235368767,24.25709766,0.2955258889074995
31,Kentucky,Lexington,4/12/2018,Caliber,9/16/2015,259,7.79,316,331,1991.54,818.0,19.19835334,15.150671066566586,24.99739466,0.29057665485366085
32,Kentucky,Lexington,4/5/2016,Withstand,9/19/2016,259,2.67,502,392,3213.72,761.9,19.41326138,15.053702509739429,24.22529977,0.29381703311299984
33,Kentucky,Lexington,8/9/2012,Evermore,9/13/2018,254,6.36,646,1,3088.7,817.6,19.34889291,13.419978050032125,26.18679902,0.290645050995385
34,Kentucky,Lexington,4/12/2018,Saranac AR,9/17/2015,256,3.88,554,1,3220.68,870.0,20.35265317,13.288532511090075,25.4498729,0.30202287737929034
35,Kentucky,Lexington,8/9/2012,CW 065030,9/12/2018,251,7.79,1446,328,3253.75,977.2,20.37468229,14.361988131924209,25.54609376,0.29065330154189983
36,Kentucky,Lexington,4/12/2018,CW 085028,9/18/2014,262,6.38,280,356,3096.7,799.0,23.79017857,12.61707097,22.59871398,0.3107772324803305
