,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,Kentucky,Lexington,8/9/2012,CW 085028,9/14/2017,260,3.46,269,314,3321.92,944.9,20.3704538,16.026750542185923,25.67242347,0.2916986444856719
1,Kentucky,Lexington,4/5/2017,Contender,9/17/2015,262,3.29,2225,1,2064.31,737.5,19.65099887,16.530386568903683,29.25310714,0.29137123332297293
2,Kentucky,Lexington,8/9/2012,AFX095026,9/13/2018,259,3.4,1433,341,3829.29,952.8,19.84174646,18.87832738,24.91061593,0.28689700768039117
3,Kentucky,Lexington,3/31/2015,WL 365HQ,9/15/2017,263,5.01,456,376,4039.96,734.7,20.43392626,15.33982114296715,26.62851266,0.2729625
4,Kentucky,Lexington,8/9/2012,Saranac AR,9/13/2018,263,3.47,598,384,1873.48,565.3,19.91240906,16.230838436716784,26.70133891,0.2923761928490813
5,Kentucky,Lexington,4/5/2016,Evermore,9/19/2016,259,2.72,130,1,3514.32,1043.2,19.07388153,13.33117160183785,26.34347535,0.27329889717228945
6,Kentucky,Lexington,4/5/2016,Evermore,8/12/2013,263,7.79,948,293,3173.24,882.5,21.25685051,15.77702269367192,26.65916889,0.2837305800786561
7,Kentucky,Lexington,4/5/2016,CW 085028,9/19/2016,262,6.82,130,357,3185.31,843.1,20.36890964,18.87832738,25.67425204,0.29837808123399057
8,Kentucky,Lexington,8/9/2012,Evermore,9/14/2017,254,6.48,430,395,3022.4,684.4,18.45387441,16.466686237432697,25.6284353,0.288368346535261
9,Kentucky,Lexington,8/9/2012,Caliber,9/13/2018,263,5.02,1168,323,3004.82,1043.2,17.60733333,15.707998574516768,26.38756504,0.2851790133949609
10,Kentucky,Lexington,4/5/2016,Saranac AR,9/15/2017,256,5.62,205,349,4227.96,725.5,21.97489717,14.846666915322668,28.495339,0.2898925097143725
11,Kentucky,Lexington,8/9/2012,NF11ALF006,9/19/2016,247,2.53,2225,331,3277.48,828.6,23.52786504,16.704806110059646,26.20847168,0.2918679842011245
12,Kentucky,Lexington,8/9/2012,AFX095005,9/13/2018,261,4.42,986,1,3354.1,640.2,23.55127868,15.8226335001307,25.52045891,0.29184325810264994
13,Kentucky,Lexington,8/9/2012,GA-497HD,9/14/2017,261,4.71,1268,319,2193.55,764.5,21.45633425,16.323586102124718,26.71279249,0.2913103506491302
14,Kentucky,Lexington,8/9/2012,AFX095005,9/16/2015,261,4.48,2225,1,3113.66,768.7,17.80186694,14.36194748866323,26.07540673,0.28858226333338116
