,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%),Unnamed: 19,Class
0,1040,Kentucky,Lexington,8/9/2012,Saranac AR,8/14/2015,192,0.6,89,34,844.58,108.9,22.82361579031106,18.72067299873747,27.587599928447222,0.3221477188263425,0,1,100.0,,1
1,1679,Kentucky,Lexington,8/9/2012,Caliber,6/11/2018,159,1.96,1857,34,714.63,100.6,18.35513708164124,13.705290354673181,23.015596361106272,0.313042595134012,0,0,91.05053622621203,,2
2,1193,Kentucky,Lexington,8/9/2012,Saranac AR,7/8/2017,255,1.31,2165,35,662.46,239.3,21.973382371765705,16.957266257468433,26.515285535181327,0.2688096649518781,0,0,92.97142324775,,2
3,973,Kentucky,Lexington,8/9/2012,GA-ALFG-1,9/19/2016,261,0.55,1406,33,628.61,85.7,22.210844943020668,14.585961920585815,27.90076522472315,0.22804826168671352,0,0,98.59535267772193,,1
4,1525,Kentucky,Lexington,8/9/2012,Saranac AR,6/6/2017,160,1.32,433,33,790.25,176.8,18.78437998757287,13.184868245564246,24.731780519105765,0.35011404513129185,0,0,91.77006857030699,,2
5,1383,Kentucky,Lexington,8/9/2012,Saranac AR,7/10/2018,193,1.78,2040,32,585.56,152.8,19.62817699138867,19.08362606556703,24.560143706186125,0.34151388964737955,0,0,64.84811147428036,,3
6,1307,Kentucky,Lexington,8/9/2012,Saranac AR,5/10/2018,191,0.69,1968,35,814.42,239.8,22.28975186893457,13.596717078807018,27.683597690489577,0.3466525918184297,0,0,78.79974697236915,,1
7,1136,Kentucky,Lexington,8/9/2012,Caliber,7/8/2017,259,0.44,2225,32,704.27,109.8,22.087627521259513,17.932686061197376,27.384148395628873,0.2661617969301023,0,0,94.84682591520296,,1
8,1576,Kentucky,Lexington,4/5/2016,Caliber,5/10/2018,195,1.08,253,90,752.29,238.5,12.105409695226601,5.427309593697809,16.703914312929268,0.309647925475159,1,1,97.57628777523105,,2
9,1598,Kentucky,Lexington,4/5/2016,Saranac AR,5/10/2018,131,0.71,89,213,740.59,241.2,11.275572760313285,6.477466983495608,17.147871142021586,0.378285714,0,1,93.74385366405737,,2
10,1295,Kentucky,Lexington,8/9/2012,Caliber,6/6/2017,190,2.42,1903,36,659.44,104.3,22.903178833835558,17.503247725297843,24.974226877043215,0.27080859926011497,0,0,98.01156178791123,,2
11,1037,Kentucky,Lexington,8/9/2012,CW 065030,6/11/2018,161,1.39,1207,38,699.11,121.5,21.388156843305378,12.869620569977455,27.451466134994558,0.2838631496113587,0,0,94.25198334710612,,2
12,1678,Kentucky,Lexington,4/5/2016,Contender,7/10/2018,224,1.19,479,27,579.79,79.8,24.190838475577575,18.976528882378535,29.805806380343256,0.2573488678843599,0,0,90.66288534594837,,2
13,1008,Kentucky,Lexington,8/9/2012,Caliber,6/11/2018,193,1.04,1217,35,724.78,107.4,23.009900940284073,18.296126878942772,27.991992338329972,0.29690992272186206,0,0,96.01107429237844,,2
14,1404,Kentucky,Lexington,8/9/2012,Saranac AR,5/10/2018,129,0.82,2054,230,810.57,231.4,12.03193002152148,6.255394498454315,17.105548018790003,0.378285714,0,1,89.89980948380546,,1
15,1473,Kentucky,Lexington,4/5/2016,Contender,5/2/2017,188,1.73,493,33,734.29,137.0,23.943574035951254,18.604383563754023,30.22963929972906,0.26627267126083165,0,0,91.63031506904467,,3
16,1672,Kentucky,Lexington,4/5/2016,Saranac AR,8/18/2016,227,0.8,475,33,681.72,171.7,23.955020928424457,19.754852929833312,29.47360166661632,0.2839198959656514,0,0,94.11401080186029,,2
17,1417,Kentucky,Lexington,4/5/2016,Caliber,5/10/2018,128,1.77,683,231,789.05,241.6,12.395318613995824,5.232653061000001,16.61803596733736,0.34830600098781334,0,1,91.88086344357569,,2
18,847,Kentucky,Lexington,8/9/2012,Phoenix,5/8/2014,128,1.9,1342,232,865.08,113.9,11.845769173963554,6.11405265719188,18.168521918790326,0.32428513113017454,0,1,97.37810598523058,,3
19,1036,Kentucky,Lexington,8/9/2012,Saranac AR,9/18/2014,258,0.56,702,31,515.9,222.9,22.21344356110121,16.729862700098536,27.357399745719864,0.2524316762246675,0,0,97.42642844456626,,1
20,938,Kentucky,Lexington,8/9/2012,Withstand,8/18/2016,228,0.98,1306,33,658.86,133.3,23.553040463677554,20.98888889,29.79779754182292,0.29535382727629905,0,0,73.18416615986958,,1
21,822,Kentucky,Lexington,8/9/2012,GA-ALFG-1,5/8/2015,126,1.26,2069,217,843.54,148.9,12.06811552878317,6.415242650539119,19.139592357859772,0.33560112207552906,0,1,97.09637731712266,,2
22,1212,Kentucky,Lexington,8/9/2012,Caliber,5/2/2017,123,1.94,1531,204,897.06,160.6,12.856838878163561,7.724200588476255,17.242776880730244,0.33105716487481,0,1,93.83961035253084,,3
23,972,Kentucky,Lexington,8/9/2012,Caliber,8/13/2018,228,0.85,1117,31,678.36,182.0,22.774356466261057,18.3055163721503,27.96284851423491,0.3401262588412396,0,0,98.27436347753323,,1
24,1113,Kentucky,Lexington,8/9/2012,Ameristand 403T,9/19/2016,227,0.59,1957,32,731.68,94.5,23.924713448084024,18.25994622345829,28.069385185285423,0.27017698201478024,0,0,91.06573063369497,,1
25,1595,Kentucky,Lexington,4/5/2016,Contender,6/6/2017,157,1.58,499,33,700.09,130.8,19.61495535779837,14.952884325590407,24.74473639486986,0.2712852591483675,0,0,93.3166316248877,,3
26,979,Kentucky,Lexington,8/9/2012,Caliber,8/18/2016,193,0.81,1342,33,661.86,236.6,23.616536971653343,19.2108461024336,29.989212079003348,0.22182957335615072,0,0,94.54049683234904,,1
