,Julian Day,Time Since Sown (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
0,229,1226,556.58,160.6,19.062739213093693,9.421508741303494,30.45,0.3548114758371591,1
1,186,212,624.85,140.5,22.01908234056666,20.161708701514023,26.458315400355154,0.3357485593497228,2
2,122,2055,653.56,133.0,22.204975950848194,20.812247980667507,27.23871045360578,0.3213027522154378,2
3,147,294,753.66,152.4,24.411308569962944,20.98888889,28.81564901725696,0.27933097760367626,2
4,176,811,780.61,124.6,23.31148387615336,19.737533896518894,26.80928482648997,0.27434380511819095,2
5,124,1010,751.19,172.8,22.655549814720306,19.479217150878245,27.102449401395152,0.28688854197222263,2
6,122,995,663.9,186.4,10.73673469,20.028780431415473,26.38756025815035,0.336983896012643,2
7,262,89,511.07,129.7,16.935145754972776,18.951152194034616,25.61257855261108,0.2894165744029402,1
8,208,2225,728.87,180.4,22.466250059485535,18.948291438693907,28.827149916946706,0.3674423675611087,1
9,204,2073,750.84,203.1,23.73317134284699,7.0803347974405275,15.91632653,0.2829694548443121,1
10,242,1753,676.97,200.1,10.73673469,17.305069008820144,22.40983316504113,0.338753792123136,1
11,248,1800,788.28,116.4,10.73673469,16.416361991374494,29.431560483454,0.31038728212620786,1
12,157,955,630.16,89.4,22.01914905091563,6.7476027912232555,26.616777668248993,0.31153926004384297,2
13,122,143,633.27,134.6,25.20294118,20.98888889,20.53201895624581,0.25830057952575386,1
14,208,846,675.46,207.9,25.20294118,20.98888889,28.291250671294538,0.2984982810340552,3
15,218,919,476.88,224.5,25.20294118,9.87570114848812,27.100413235511187,0.35427198816813793,1
16,187,89,628.12,170.2,21.160539141582156,5.394566919276064,26.23444097794775,0.378285714,3
17,251,756,635.2,215.2,19.730069448054252,7.765558772560718,27.4145783369582,0.33632396595592234,2
18,230,167,660.41,53.3,20.05530454088284,16.33104372769567,28.24547751601401,0.3442632516916477,1
19,210,632,633.02,219.6,24.92901565757139,10.765901382093883,21.069377513501717,0.3126395749133204,2
20,148,797,707.25,227.9,22.54170082924097,19.892739859416423,28.665008965537787,0.33307107034495176,1
21,182,1193,733.25,144.3,23.036253757750906,17.708678809786022,27.039944554632566,0.3007257368203451,1
22,211,748,661.74,56.5,23.534060952403564,17.319837708957195,15.91632653,0.3493690649423775,2
23,136,1191,636.62,203.9,21.25231097805871,18.946760578057635,20.338173640202797,0.3288550119612321,2
24,196,1601,528.49,114.8,22.602577108920762,19.026192493955634,26.966209376997924,0.27845219737504356,1
25,151,1278,526.48,151.2,24.548490805713403,18.292433902131297,27.25378903860925,0.3318386785899836,2
26,181,774,628.74,132.2,22.849865888475918,17.858212366857025,27.480053540483755,0.2909446386824134,1
27,180,932,594.92,107.8,20.289643726184387,19.72999030731371,24.134645341318652,0.36853894207700866,2
28,154,1602,489.32,106.3,20.43736417914353,10.676622001120016,15.91632653,0.32699686718533355,1
29,146,1834,706.49,171.8,20.098259094491745,8.144343149661772,25.459570441647667,0.3560065135631489,1
30,190,1919,666.02,41.1,21.457409571935777,10.345685364965565,19.341257961274163,0.3119785189978374,2
31,180,239,795.93,160.0,23.665156284266345,18.862829416145754,28.990649380096915,0.3528210639855934,2
32,135,1936,688.2,67.6,21.053816233922998,19.13324565801048,15.91632653,0.28828254032473793,2
33,122,1618,660.08,123.5,21.885311353942043,9.303887259647365,19.096224865678266,0.3036425023803672,2
34,241,89,634.4,148.5,20.58383209188499,20.536444925438737,15.91632653,0.32073592691921304,2
35,122,977,724.82,120.2,17.26688265061147,17.118245166264057,29.67943844023283,0.3181340615371244,1
36,155,198,605.93,207.3,20.582738611929972,8.007998894566354,28.109987326193135,0.2714427526869559,1
37,229,89,945.46,126.3,22.28505127903909,19.36656619000014,15.91632653,0.2956977137509019,2
38,179,570,830.15,233.1,23.367365025563718,18.46668706124335,30.45,0.24634180221107996,1
39,151,316,810.64,71.9,23.94219753819514,19.29614639236856,18.717225808369406,0.378285714,2
40,176,1109,810.56,63.9,24.689469477569084,20.107681182732303,27.714140874634506,0.28825736273706287,1
41,183,1036,764.86,125.5,25.20294118,17.706291760125385,18.48301241820261,0.24353454889313725,2
42,206,1445,641.29,99.5,20.309012043303376,18.733573716355767,25.993966097842424,0.2990260440749255,2
43,248,851,780.21,237.0,18.312023526753965,19.684251163793835,27.36576132354858,0.378285714,1
44,195,2225,630.58,150.9,25.03910933708059,18.778172786388968,16.889092830072588,0.27565313086429477,1
45,192,1909,682.57,212.9,24.18543801149966,19.751022837874842,30.45,0.22782616107489664,1
46,122,508,528.64,157.5,25.20294118,18.901222723404857,28.664948756993958,0.31643162573938916,2
47,161,842,733.51,94.8,24.22102501513339,9.853013839758026,16.41601351750043,0.26302825822538484,2
48,225,927,791.33,116.9,22.089359081770287,20.98888889,28.83297922109182,0.3147514781964967,2
49,155,389,652.17,201.9,22.038886055479292,8.816694746935418,15.91632653,0.21904787439424614,2
50,188,475,519.68,169.1,19.431737955267447,20.98888889,25.940459004276246,0.2150483624853082,1
51,182,996,539.02,179.3,25.20294118,19.96970413248913,27.478233840455044,0.26084371365155246,3
52,210,821,534.49,190.0,20.47325600871348,20.295585633796833,27.747856560556926,0.2783547028930487,2
53,206,462,664.31,41.1,22.52669580814092,19.536239101862268,29.21149026504603,0.3751111518587854,2
54,158,383,617.36,110.8,23.705862654324296,17.647266193258943,17.29642203159303,0.29351360649298813,1
55,158,2040,639.03,261.5,22.86244310393985,20.98888889,26.966624922732198,0.3540095448622306,2
56,190,1224,546.63,126.6,22.749479262114395,18.837047710206196,30.45,0.2694931041220217,2
57,205,1146,645.22,41.1,24.14861294925425,18.67005492151632,29.504607663127484,0.3466487662376351,2
58,196,607,656.51,98.1,24.733941302591543,18.40973645554588,29.28802693493253,0.28761401838280026,1
59,144,1440,713.43,123.8,17.39642443407165,19.70630807702993,27.981184535476757,0.2700539944903869,1
60,270,1247,660.37,157.3,20.61315710664041,9.16590129075938,28.081571357703325,0.378285714,2
61,148,1469,669.35,174.9,23.863658506608434,17.34773648961677,26.65607221070501,0.27040883347905903,2
62,129,487,546.65,66.0,24.608934180335016,18.528449461472213,27.299769350707695,0.3056993677650466,2
63,199,89,635.35,162.5,10.73673469,20.98888889,29.25240017613815,0.33800038177396713,2
