,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
0,Wisconsin,Marshfield,8/9/2012,AM-09-600,42243,261,4.2,406,7,4322.55,1043.2,5.53,17.193362863879816,29.25310714,0.1430009088707632,2
1,Kentucky,Marshfield,8/9/2012,Saranac AR,9/19/2016,243,5.13,130,1,2762.34,517.5,6.69616254,15.890407277552079,13.31747446,0.3340329193399045,2
2,Wisconsin,Lexington,41365,FSG 424,42249,231,7.32,325,349,4390.6,321.2,20.02144425,13.534956530820985,17.58482837,0.3320172067022465,2
3,Wisconsin,Marshfield,4/5/2017, SW 4351 ,9/12/2018,269,6.57,452,316,4823.96,718.0,5.53,13.304707681362725,29.25310714,0.11593848850714239,2
4,Kentucky,Marshfield,42095,Contender,41885,264,1.79,1093,370,4425.69,720.2,21.15095661,14.432654537415395,29.25310714,0.34423464024805545,1
5,Kentucky,Lexington,41730,Caliber,41919,250,1.26,130,1,4823.96,779.3,19.70468347,11.025097438892857,29.25310714,0.07,3
6,Wisconsin,Marshfield,41133,AM-09-600,42604,260,1.61,373,320,4584.98,797.6,20.13815926,18.87832738,25.94791098,0.0950489442798036,2
7,Kentucky,Marshfield,41365,FSG 424,41886,253,3.46,166,28,2611.48,785.6,5.53,15.68046999692777,24.27171786,0.3678490074134774,4
8,Wisconsin,Marshfield,41730,Mssunstra-B13,9/19/2016,261,2.82,351,343,3614.44,677.4,13.81095502,-0.53,29.25310714,0.07,1
9,Wisconsin,Lexington,42095,NF11ALF006,42251,263,6.55,130,333,2806.27,746.6,5.53,14.160973087234881,28.47468157,0.11302642607282207,4
10,Kentucky,Lexington,41730,FSG408DP,42243,257,2.29,328,6,4823.96,670.2,20.67810714,4.003939906264192,29.25310714,0.11211812777679675,4
11,Wisconsin,Arlington,3/31/2015,MSSUNSTRA-C14*,9/12/2018,271,2.84,130,372,3541.69,551.0,21.60079492,16.67146358815108,29.25310714,0.2932952519315387,3
12,Wisconsin,Lexington,42095,LS 905,42613,255,1.19,325,334,4668.12,830.6,5.53,16.824790001973916,12.82446191,0.115248726835073,2
13,Kentucky,Marshfield,41730,Legendairy XHD,42247,250,4.02,137,324,3800.62,845.7,15.45715486,18.3537350445489,19.26766905,0.10664838760259736,1
14,Kentucky,Arlington,41730,Caliber,42251,247,5.29,419,314,3729.25,652.6,5.53,-0.53,28.02118893,0.13469616818709618,1
15,Kentucky,Marshfield,4/5/2017,Mariner IV,42243,248,9.99,130,340,2739.53,745.1,6.35027531,2.879147923235801,22.88145782,0.3392288036937549,2
16,Kentucky,Marshfield,41133,Vernal,9/17/2015,247,2.77,502,1,4823.96,772.8,23.61299924,12.984419791655661,28.09757798,0.07301481111373037,1
17,Wisconsin,Marshfield,42095,Saranac AR,9/19/2016,251,5.4,1271,5,3486.9,753.0,18.32945041,11.554443810533584,16.81966631,0.13206533521094166,3
18,Wisconsin,Arlington,8/9/2012,DSD06-M*,42243,258,3.37,1159,1,3102.27,646.4,19.95803216,7.427707109932941,27.95937164,0.0833996901111349,1
19,Wisconsin,Arlington,41365,Buffalo,9/12/2018,262,2.68,1420,1,3903.4,705.7,17.70926196,18.87832738,29.25310714,0.1167987304547585,1
20,Wisconsin,Lexington,4/5/2017,Saranac AR,9/18/2014,257,9.24,289,1,2037.45,719.8,15.60789927,16.915030247444225,26.03086753,0.08325572274530606,1
21,Wisconsin,Lexington,42095,Caliber,41919,251,4.92,1357,1,4823.96,422.8,22.08290365,12.259199440853296,29.25310714,0.3315588720366561,1
22,Kentucky,Arlington,41730,C/W-104038,42243,258,4.79,258,1,4823.96,420.8,6.49852161,10.932546988658324,29.25310714,0.12996700836131947,2
23,Wisconsin,Lexington,8/9/2012,CW 085028,41919,264,7.68,260,34,3006.63,673.9,16.16644061,12.85913065037463,16.49705629,0.3518964738197119,1
24,Wisconsin,Arlington,41365,Ameristand 427TQ,8/12/2013,243,3.79,329,326,4225.82,696.6,5.77327131,18.87832738,17.29535523,0.3610986777930274,1
25,Wisconsin,Arlington,41730,55V50,9/12/2018,250,5.03,1216,1,3293.48,854.2,15.20619268,6.162098500587728,12.57509597,0.32736121327264756,3
26,Wisconsin,Arlington,41133,DG 4210,42249,252,10.6,1638,387,4242.4,736.7,20.72803486,1.6974324627431754,17.44157416,0.08957199689967618,3
27,Kentucky,Arlington,41365,Saranac AR,42243,242,5.48,766,29,3575.99,109.7,18.64325314,6.548126135519964,29.25310714,0.10694080233617918,1
28,Kentucky,Lexington,8/9/2012,AFX h134089,42605,242,3.29,644,1,2266.98,697.4,11.02612086,2.9854847688551462,29.25310714,0.2943979664231157,1
29,Kentucky,Lexington,41730,FSG 415BR,9/17/2015,261,4.95,1336,328,3943.43,833.1,16.18734293,13.029221838902354,29.25310714,0.0846098956688453,3
30,Wisconsin,Lexington,8/9/2012,MSSUNSTRA-C14*,42604,260,5.7,516,309,3789.34,493.7,5.53,13.211757850289175,28.23835232,0.10920775355766787,1
31,Kentucky,Marshfield,8/9/2012,AFX 064022,41889,257,7.09,229,339,2434.76,861.2,11.65716846,6.148422567538555,15.67905864,0.2789964950810308,3
32,Wisconsin,Marshfield,41730,AM-09-600,9/19/2016,250,6.1,294,346,3697.02,553.3,7.33249479,2.1961854609387435,23.50417863,0.09312816328286494,1
33,Kentucky,Lexington,42095,PGI 212,41886,258,4.22,130,38,3785.97,695.3,15.18107499,8.839860941371798,29.25310714,0.12740698071653633,1
34,Kentucky,Marshfield,41730,Sonic,9/14/2017,280,8.31,586,1,4800.81,480.2,12.54164008,18.87832738,10.92,0.3545592590160895,2
35,Wisconsin,Arlington,41365,Mssunstra-B16,9/19/2016,250,6.59,274,339,3896.23,689.5,7.71823983,11.261636392390647,23.08601271,0.08469394499174203,1
36,Wisconsin,Arlington,41730,55Q27,42251,242,1.19,464,1,4823.96,856.1,18.05247586,17.720582453519626,17.29723805,0.32321933159681193,1
37,Wisconsin,Lexington,4/5/2016,55V50,9/12/2018,267,5.11,309,320,3747.71,836.8,19.55877237,13.142351549194034,26.92488481,0.07,4
38,Kentucky,Arlington,41730, AFX 064022 ,9/12/2018,227,5.86,225,316,4769.9,398.0,15.16359937,14.067178391813881,16.05249336,0.11533353642132105,3
39,Wisconsin,Arlington,41365,Evermore,9/15/2017,250,3.4,130,367,2859.83,765.3,17.95822921,11.291280552997412,29.25310714,0.07284005931384017,2
40,Wisconsin,Arlington,3/31/2015,Buffalo,41886,257,3.28,198,334,3502.31,675.3,19.04476985,7.382375053296686,26.4535962,0.7,1
41,Kentucky,Marshfield,41730,FSG 403LR,9/13/2018,258,4.58,521,20,4484.23,1039.9,5.53,11.122797097237681,29.25310714,0.3229496632302752,2
42,Wisconsin,Marshfield,4/5/2016, AFX h134093 ,42613,250,6.9,721,381,4165.29,840.2,5.53,12.886538555618005,29.25310714,0.7,1
43,Wisconsin,Arlington,3/31/2015,MS Sunstra 144110*,41890,234,10.6,130,335,3643.13,292.9,5.53,-0.53,27.7808976,0.13085523162596094,2
44,Wisconsin,Lexington,4/5/2016,Saranac AR,42605,245,1.19,130,13,3886.37,776.9,5.53,14.133241541252234,29.25310714,0.09961463275565385,2
45,Wisconsin,Lexington,41730,55V50,42240,233,1.19,419,330,4823.96,816.9,17.43267877,15.793774296501143,29.05131022,0.12150542908727678,3
46,Wisconsin,Lexington,42095,MSSUNSTRA-C10*,42240,269,1.89,582,1,4823.96,666.8,8.44513172,18.46828674240202,29.25310714,0.3339436547857683,3
47,Kentucky,Arlington,40664,FSG 415BR,9/14/2017,241,5.56,1641,1,3299.8,326.8,16.10574678,16.06223503889441,29.25310714,0.12369776572942519,1
48,Wisconsin,Lexington,41730,HybriForce 3400,9/12/2018,252,5.23,234,1,4657.34,771.3,7.83719196,-0.53,12.91699344,0.11021511496149042,2
49,Wisconsin,Lexington,42095,Evermore,9/15/2017,243,4.27,286,11,3120.81,109.7,21.92385804,14.429370973577976,29.25310714,0.332994099909186,1
50,Wisconsin,Marshfield,41365,NF11ALF006,41886,248,4.52,130,1,2467.42,736.1,16.92098214,10.051972112636381,14.833857,0.3393897259626895,2
