,Julian Day,Time Since Sown (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
0,139,582,698.31,84.3,14.376295766047386,20.98888889,29.040280191708852,0.2741048790271279,1
1,219,825,715.36,234.8,24.82696572250962,19.92997340264228,16.088871497264247,0.30118397016638443,1
2,189,750,701.29,200.7,21.75277597337235,5.771179783979478,25.09661514452647,0.254647269600624,1
3,157,1322,720.26,56.6,10.73673469,12.8907776213443,17.830394718396864,0.3367781842687353,1
4,256,731,740.5,55.3,17.320342094972368,16.90180698986783,26.092623413326503,0.27075353702430877,2
5,183,335,706.84,122.9,10.73673469,16.65998130634757,19.738121576245,0.2618844520168896,1
6,153,2225,686.94,108.6,21.573404755033465,19.170019269890958,25.686864908979565,0.2554092751937987,1
7,185,569,684.06,60.8,22.80073693086544,18.67038227199876,28.120400011412052,0.2715112266215879,3
8,165,928,1090.65,82.9,21.010159789282216,13.23344406082371,26.570210550503397,0.25485240943835985,3
9,258,359,872.98,100.7,21.54284494366277,18.16415147240399,25.78502939997633,0.3145913718209974,2
10,254,227,738.4,52.7,21.08648741743082,15.57523587866328,27.09476680517012,0.2336297031486972,2
11,259,868,725.75,258.9,10.73673469,20.98888889,27.051088712144455,0.2514330089865191,2
12,122,1647,644.68,143.7,20.70026069933371,20.064654250574847,16.499034495649187,0.3330616897932426,2
13,122,337,594.79,185.5,20.08731871182796,19.479512166966526,27.07717835046509,0.321817932650003,2
14,122,1665,685.89,54.1,10.773362449780594,18.471897621452367,27.442299924748927,0.27778316503801637,2
15,169,1392,694.79,272.5,20.105435210926213,17.190597488950335,28.35118425163562,0.34797255359814944,2
16,160,918,749.34,69.5,21.720058086712196,18.840234369815764,23.526249369789767,0.2365793725616847,3
17,163,731,623.5,66.4,12.239277888325837,20.113983508079723,27.01705236164204,0.30013471026186395,3
18,237,89,746.99,41.1,23.10352800332964,16.934060845295626,28.383673469168055,0.3174477079595186,1
19,246,994,526.76,265.2,24.403233377220598,18.955122678985223,25.462783571992173,0.23386948930637175,1
20,250,1697,858.33,54.6,22.387288044316744,18.310438174969594,26.50422836775848,0.25354748003037675,3
21,205,817,696.13,89.2,17.42523102355386,18.252148729851573,22.66190771178142,0.27426707644901965,1
22,128,554,595.23,202.1,21.167458985554926,18.59833947767235,27.945066825516324,0.31500074953310864,3
23,193,1803,677.3,106.5,21.596855152258428,10.051744316204957,26.98518676023349,0.288565254215737,1
24,228,745,703.64,111.6,22.06648370344525,18.92686338866853,27.78976651719943,0.261385660588749,1
25,191,747,739.45,234.4,19.125895325999792,17.444175629266987,15.91632653,0.2773221627297586,2
26,270,1848,618.03,128.8,20.568718873760634,17.564566808381485,24.671401919427876,0.30048356070615584,1
27,166,752,550.48,124.6,23.9900110387865,17.65777130620367,26.027553168566275,0.2519299414453145,3
28,223,687,845.82,87.0,22.264482902745517,16.026613391393003,28.240133855540417,0.2857272215344627,1
29,201,242,719.61,202.6,21.779761517000942,16.368187170365726,26.222685725002613,0.30075794811839496,1
30,122,1941,569.8,44.4,21.552346568381232,19.962602059538,15.91632653,0.3493339973253953,2
31,127,496,837.27,219.5,20.6199495705327,20.05768811645338,24.75559141719048,0.3066762128278336,2
32,122,716,666.52,41.1,20.964380947399828,18.237987674205282,27.057445096454867,0.3125429274344359,1
33,150,197,644.42,49.8,22.360699404449363,18.951444388101535,25.764695605445432,0.2861459019256631,3
34,226,549,698.94,69.2,22.024060286908547,18.415157069408345,26.80879824529377,0.2713110449580615,1
35,214,1142,687.13,79.1,22.222331853709225,5.232653061000001,27.68902423325999,0.26397791721327435,1
36,199,513,757.74,160.8,20.12185242134071,18.724081181994197,15.91632653,0.20573529399999999,1
37,135,802,741.25,117.2,22.13297693839937,16.800440987585855,23.070071936701023,0.23393290675410483,2
38,137,542,739.98,89.5,19.867812061218366,17.179686289853926,17.671547633646174,0.2601492760644333,1
39,156,265,682.83,239.6,21.61976899439879,20.98888889,25.63692837191396,0.36194523436124504,3
40,224,89,711.22,185.4,17.73764917796109,20.98888889,20.111808054547836,0.2593822009854292,1
41,240,897,587.55,203.3,21.66073425195613,19.127521879626027,28.48076577953576,0.22243982450635083,3
42,122,1694,748.73,177.3,16.835833175711144,14.706266588874753,28.81154162996859,0.3281746623905082,1
43,188,700,858.31,48.7,13.057786007918406,18.321909981259065,29.169514640406263,0.2522327671642388,2
44,321,1373,691.12,163.7,22.918321003806597,20.82625086354808,24.68195278824992,0.2990063713319471,3
45,162,663,827.38,68.2,21.80908023354603,17.698627766951844,25.777586245086052,0.3125196752154497,3
46,246,791,688.98,159.8,13.126787659543632,17.258162537395275,15.91632653,0.3213206260158192,2
47,147,1654,741.17,78.2,25.20294118,18.298778711840086,17.06138515039593,0.280393399450581,1
48,122,89,944.08,103.3,22.74565799843247,15.788168259422719,25.58593573500842,0.3259982659140357,1
49,194,796,928.64,125.8,24.471652686072094,18.640645199945844,27.862052289060703,0.3732723492354687,2
50,122,723,695.56,88.5,21.30523698957926,18.810788787968974,26.119609222671627,0.23986860742836638,2
51,163,778,825.0,157.7,17.849115855750412,5.925849441415169,28.20885516280153,0.29947580982182387,3
52,230,524,710.91,70.4,21.610483011239957,19.554832830856952,24.120476949058478,0.28736435970177815,1
53,211,786,725.57,122.6,25.20294118,18.49634335602757,27.86851905877308,0.26759136031239905,1
54,195,776,743.66,41.1,19.25004240328281,9.126032340334305,27.019257108243842,0.378285714,2
55,156,940,906.42,70.0,20.337501093942546,17.68748307547989,22.118299649655878,0.28738886515900014,3
56,188,89,713.77,175.0,24.212745534181472,18.27960759799809,24.97709673522364,0.378285714,2
57,163,840,886.77,139.3,23.78489347485246,16.11240267995757,29.660181307716307,0.3012091842779672,1
