,Unnamed: 0,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Harvested in Sown Year,First Date of Season,Percent Cover (%)
0,1679,Kentucky,Athens,4/5/2016,4030,9/16/2013,268,1.23,1504,27,865.09,81.6558078142362,19.083671763901073,12.960003256451182,30.646630786133247,0.17905066896573243,0,0,86.57472874550947
1,1679,Kentucky,Lexington,8/9/2012,Phoenix,5/13/2013,245,0.01,875,27,402.97,41.1,23.1703237514728,16.32605833721936,16.610694709314945,0.2535175362721989,0,0,89.1500031887267
2,1407,Kentucky,Lexington,8/9/2012,Ameristand 403T Plus,4/23/2010,185,0.31,988,206,578.93,55.30805727107595,17.163563470476937,11.35832485019023,27.456524274678415,0.378285714,0,0,89.27232567617608
3,1679,Georgia,Lexington,2/21/2008,Saranac AR,7/30/2010,265,0.73,297,210,547.89,104.01636704274947,22.787149444674355,17.134552768344204,22.020828084995507,0.12448339425580057,0,0,97.36461591428076
4,0,Georgia,Midville,10/10/2007,CW 35106,9/19/2016,101,0.63,1469,108,527.79,109.9339486032786,21.203059973024118,14.208974423540312,33.53659091,0.17339304735239014,0,0,
5,808,Kentucky,Midville,4/5/2017,GA-505,6/13/2018,262,0.87,1116,27,579.44,49.36950655787791,23.57645303339972,11.5507556671949,26.179115536545954,0.2788986412146674,0,0,85.47672424637238
6,1324,Kentucky,Lexington,10/10/2007,AM-14-900,5/8/2014,218,1.95,868,27,735.43,74.63992578258078,20.98970467716672,11.188863389668048,27.46559500597915,0.34367079239974885,0,0,81.89575219137517
7,629,Georgia,Tifton,11/1/2007,Hybri Force 700,5/6/2008,109,0.26,1015,40,681.75,41.1,23.355289588681206,16.738747171198987,30.557046718247157,0.2912371793164863,0,0,88.7156744608621
8,735,Kentucky,Lexington,8/9/2012,GA-505,9/16/2013,204,0.84,1110,27,603.7,133.36725772887206,21.539781808396942,18.19951971251435,22.431273189078382,0.29990292565830856,0,1,98.70774122705656
9,353,Kentucky,Lexington,11/1/2007,GA-ALFG-1,9/17/2015,203,1.01,1332,59,554.25,82.34992111124608,17.420819567989355,13.78186206881021,31.524876873483354,0.3621607164878631,0,0,100.0
10,1164,Kentucky,Lexington,11/1/2007,Saranac AR,12/5/2008,163,0.62,782,33,855.02,98.70868045972047,23.199834907846633,16.433642836296713,16.97176922834307,0.30151727147618507,0,1,100.0
11,495,Georgia,Tifton,2/21/2008,AM-09-600,6/11/2018,214,0.38,390,30,783.82,246.43139678067405,12.90715498916411,23.15,32.00350789114073,0.18281611008555887,1,0,
12,1679,Kentucky,Lexington,4/5/2016,AM-14-900,6/12/2013,197,0.01,2225,28,381.67,120.7630847435672,20.908084842591958,19.140505866474648,26.77933478781677,0.27876117579391985,0,0,100.0
