,Julian Day,Time Since Sown (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
0,191,89,476.88,220.5,18.29245984805438,18.408207586181625,28.341323511407687,0.378285714,1
1,206,343,900.32,245.3,22.815659728265437,13.082087402078496,15.91632653,0.20573529399999999,1
2,174,310,545.65,139.0,20.453045925104963,6.399507651353321,25.93339387507617,0.25245007109800865,3
3,253,815,621.74,178.1,24.472474641204556,7.108506301278516,23.443092296238397,0.2256418323827908,2
4,237,1568,664.99,113.3,23.02876535552129,18.539650140243673,27.507992236825796,0.20573529399999999,2
5,155,89,738.5,77.7,23.4426686958154,20.745162811963066,29.941976640831818,0.2991181531571753,1
6,122,993,862.6,151.7,24.092059557063934,16.24295820359265,17.504490644656393,0.35277963096323084,1
7,178,89,633.71,81.3,22.554009310676797,18.38455262771181,27.28303127243774,0.25844924109332623,1
8,223,89,804.23,150.5,14.815338433233025,18.394390919187995,28.447609978703614,0.2764682101182834,1
9,163,561,679.44,116.3,23.654987598050454,17.151243657012937,28.99203800503809,0.2956537894419373,1
10,189,717,870.12,41.1,23.393311329149913,5.232653061000001,27.433321637100978,0.26994456185057686,1
11,214,89,612.61,53.3,10.73673469,18.70922979945636,24.853818691498685,0.3158150588879302,2
12,160,706,686.93,86.8,18.54478894015144,17.62271641960598,16.886681208503457,0.2724762973055644,1
13,218,435,501.6,157.8,22.609999542247035,16.968782662550137,29.421451895915286,0.2765819603625336,2
14,145,89,794.87,115.5,22.19758418461905,17.490356950699717,26.33990966108325,0.24168370321430116,1
15,227,519,476.88,226.3,23.13693900893428,17.59388200225801,18.275440801789344,0.3077698478954089,1
16,213,89,692.59,112.2,23.378081879077236,18.200258456110856,19.50132665740013,0.3084283936733586,1
17,249,89,966.28,171.8,23.93245480395653,15.814480650591717,30.45,0.30499076679032217,1
18,122,89,942.38,98.9,25.20294118,18.10217082182027,25.372612852968484,0.26165976555927245,1
19,225,1884,824.69,106.7,12.86252808474839,17.791985508872333,29.03283567113757,0.36550143258291307,1
20,215,688,1079.65,58.6,23.056478429338377,12.771628640989128,23.775661121630026,0.2950981138847187,1
21,154,2225,738.71,92.6,22.398117114630576,7.343164345100511,26.002395684531596,0.3320639116220894,1
22,183,615,657.25,147.9,21.5711528079008,19.936828679906295,28.819099644261595,0.3128951185929382,1
23,122,89,784.87,166.9,22.919635648768555,16.60543386104435,23.78623083762295,0.260042259506559,1
24,190,664,691.39,101.0,19.958883021911397,17.472125160174535,27.10783999042123,0.28864943473018995,1
25,122,268,839.22,136.7,22.96161105608493,20.01514898678525,27.00964069666839,0.29843569810358744,2
26,167,89,873.27,56.9,23.63407617208639,17.19644232259576,28.148271411161044,0.24317226893906702,2
27,185,526,953.85,238.9,20.972059671386397,6.548826494933577,28.384902650378038,0.3523620419871649,3
28,128,568,708.2,103.5,22.392669165827975,6.060412947787939,27.21512562594352,0.2481466317576424,2
29,216,121,890.54,88.0,22.92958375892422,16.404915395967087,25.073671376882565,0.378285714,2
30,150,774,559.42,169.6,21.798439394646543,19.757447192931,27.042627569632955,0.3602995254962504,2
31,122,902,520.2,194.0,21.26734339465026,6.622314541946132,27.78990539292211,0.2725777599364565,1
32,258,1187,1073.31,121.6,13.169049773163957,17.900102611965234,20.52671152589509,0.30173833058160254,3
33,167,537,831.08,41.1,23.895644494693734,19.458649489457702,27.768961075333944,0.3568632398624228,1
34,224,89,497.69,185.2,21.40740146923766,18.004693025586008,16.629778077813587,0.28558871717100254,1
35,202,233,527.02,231.3,22.732318897745394,5.232653061000001,17.219206576929842,0.3156814463262058,2
36,267,89,886.96,135.2,22.546215273699193,17.91910965795382,28.734003296187066,0.2615240035357718,3
37,122,1664,930.6,51.4,17.56166329682455,18.836802790706336,25.501999367940797,0.2601451270496798,2
38,122,586,930.64,177.7,23.339319217005293,16.995029271191036,28.35223286436252,0.22940132428252702,1
39,189,2225,1053.76,65.7,22.17428725539135,17.203638722731068,28.411492973631074,0.35153948335476676,1
40,195,1251,935.07,73.2,10.73673469,18.358689431709468,29.50933241936962,0.24919045532331793,1
41,187,89,697.13,276.5,18.904036590877528,5.232653061000001,28.67001143158197,0.27224887256759306,1
42,156,229,544.9,63.7,20.967561609368673,18.11637255781405,15.91632653,0.3069408704315682,2
43,163,479,896.09,142.1,14.49441946517115,6.119618676150614,18.33441320394577,0.2778322952983272,2
44,122,362,1090.65,41.1,14.18930116496715,19.168580931166275,29.16184272224776,0.36196867620541756,1
45,217,89,793.67,111.2,20.665998428288894,18.07757867453695,17.711213589633036,0.2914870403265011,3
46,188,189,595.9,269.3,25.15602024979901,17.604490356200095,27.908039627103527,0.2987855600313267,2
47,122,502,808.63,76.4,24.770016058601602,7.234367755718506,20.864146601394093,0.35112688944883935,1
48,183,1921,843.57,105.8,22.59076536483265,18.728516495392622,28.780636185803772,0.26927430105078576,1
49,122,1241,1031.96,74.8,24.71560139177556,5.232653061000001,28.492771901150793,0.2962560339989205,2
50,194,383,476.88,329.7,10.73673469,18.028795967506877,27.52092516776036,0.29028248337973833,1
51,162,1813,916.67,117.9,19.190514834674143,17.000139454229398,20.632481531549676,0.2508398401127032,1
52,190,286,1081.31,114.4,23.098636053529603,5.232653061000001,27.900784066860634,0.2504894605136235,1
53,153,183,830.48,84.8,22.046402803985835,12.359862079662246,29.180197149512722,0.22692847821943316,1
54,244,141,637.7,90.1,21.06625015362495,5.232653061000001,29.19893263053792,0.32206084714883354,1
55,122,110,637.22,64.7,13.738656951244685,17.93516922737644,28.565195002468123,0.20573529399999999,1
56,149,200,955.74,68.2,10.73673469,16.743740636510836,19.84255135946345,0.24952177033647752,2
57,122,629,1015.41,149.5,21.579402386441547,17.998914195264756,29.095029860578578,0.29083360521423385,2
58,122,1379,713.79,134.1,13.42239806509002,17.24879241297117,18.190548922521746,0.2704622858507771,1
59,152,89,588.0,142.3,10.73673469,18.611891503931044,29.4586485533085,0.34342914149420706,1
60,259,89,916.97,153.9,23.6886038604919,18.140025196298577,28.26224227260156,0.3082461851215297,1
61,180,1394,666.3,222.5,21.650781449881137,19.154626045105697,28.913571080294897,0.3152541080772165,1
62,259,227,804.86,62.5,24.80463034195457,16.874885196555475,29.488467192394594,0.339798635889356,1
63,194,89,680.74,47.2,18.418876223741194,5.232653061000001,19.475765922351407,0.2780784547147749,2
64,258,393,924.32,61.2,22.62250985576438,5.336986119887351,28.64894208072873,0.2603251731419159,1
65,178,1425,691.96,154.3,23.348264691003735,5.929650216749923,20.284920666824224,0.3343631383277166,2
66,122,89,724.65,164.4,22.414266200638057,17.482311057687834,25.859443940662363,0.283055366618434,3
67,218,539,686.19,113.8,19.36791477358416,19.477590237820166,27.93155534298649,0.30582843767596457,2
68,229,193,734.89,192.6,22.954686020899647,18.047458376750054,28.244785162757363,0.2631680376039134,1
69,158,173,1090.65,153.4,12.481877976823197,19.481277525322923,15.91632653,0.3054526448658459,1
70,230,602,530.86,149.8,13.772819534386384,16.517741006869247,27.958748418103575,0.34936758643815996,1
71,193,89,1022.61,106.0,10.73673469,15.124684294655973,27.232038855863976,0.25096213550421936,1
72,156,358,1090.65,101.9,17.447372703593274,7.003555500544578,26.864076048923284,0.36595043165852986,2
73,172,639,657.5,146.6,24.09142226731754,17.906472482271774,26.37681467863048,0.3139649600632641,1
74,213,774,542.82,183.4,22.340769466585325,5.975296923644167,28.593831505027424,0.3091393700407301,2
75,151,254,489.91,195.7,10.73673469,20.246419982231377,18.794359177903345,0.33992286554575885,2
76,219,257,476.88,129.7,10.73673469,5.232653061000001,29.464443070284847,0.21801529885106907,1
77,247,698,582.19,95.8,23.746698792499274,17.196635000071673,20.222609284621424,0.3048003376552209,1
78,212,816,636.23,245.1,23.79593458973475,17.85788259168097,28.07695129241732,0.3635598823123271,2
79,252,299,676.94,165.5,17.174404537489455,20.98888889,29.36642932066127,0.31651769772234684,1
80,221,312,784.99,75.1,19.05269591205169,18.712454471101847,27.407614780910404,0.2710558318557329,1
81,169,537,1090.65,89.7,22.20605462963132,8.275069603149744,26.967787954188896,0.23016559497167288,2
82,178,614,604.26,148.8,23.76882134203783,8.166659541098126,27.387195805723735,0.37143352941836943,2
83,161,89,1090.65,136.6,24.753852429376174,15.66884302562621,29.901484564758505,0.28625571170224445,2
84,277,1751,771.11,148.1,11.26196656973646,19.275478816890292,27.354336041775227,0.29574891422836996,1
85,136,904,737.41,56.2,21.236443508520743,17.62235498378868,15.91632653,0.30906482952984704,2
86,192,296,862.01,93.0,23.790313250158185,6.9274783592287195,28.782275173021166,0.3680575220808308,1
87,164,89,672.74,109.2,20.493144031951836,17.98555666415046,28.39648218332275,0.35444511046271937,2
88,153,1912,690.06,119.6,13.686962282370347,18.835313079594407,17.601244905932894,0.33615407400138697,1
89,248,89,678.78,259.2,22.772034496753232,8.640381497602434,18.34562441787399,0.353573936114274,1
90,175,89,934.49,137.3,24.787569663302214,16.15739136572085,28.232634049172297,0.2523636624645927,3
91,191,179,688.18,124.0,10.73673469,5.232653061000001,18.271029226548155,0.2880558343531608,2
92,216,963,641.35,152.7,25.20294118,19.17089888691185,27.72115756652346,0.33290592210334535,1
93,122,89,700.79,78.8,22.2778517660668,18.698771176285767,27.128702599340727,0.24884190302457626,2
94,122,1285,970.66,41.1,23.54703593276139,13.017213608553673,28.545855848508932,0.26897666447193463,1
95,122,590,866.1,67.7,24.08606098422188,5.983352038638124,29.471465708666635,0.29037052007728553,3
96,154,363,550.3,187.4,20.038611034820022,17.64266065332631,29.469982875793804,0.33091345834100083,3
97,158,466,745.01,67.5,11.479063601340341,19.2067920591284,28.020227403333525,0.32021307388034115,1
98,158,152,574.83,41.1,22.790815460008368,7.695431620535278,27.240936613181606,0.29646337208124407,2
99,251,1160,731.58,71.1,24.16676147868383,17.13699614177456,26.53325610255726,0.31912697709033355,3
100,168,275,616.38,182.2,24.428004448729695,5.486419409909942,28.13995705796037,0.3552244081535914,1
101,172,507,653.46,91.0,25.20294118,17.962808215653425,26.756508001216993,0.3100897887479911,1
102,237,619,698.89,209.8,23.52070543667036,18.841416000523896,28.43470233152276,0.27451513444108044,2
103,122,655,683.74,91.3,22.64699935854368,17.894119693623647,26.66497630373423,0.3242757214238169,2
