,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Arlington,8/9/2012,AFX h134093,9/19/2016,249,1.19,620,1,4599.97,778.3,18.27720496,9.60689072,29.25310714,0.089906718,2.08282129,5.981551724,1.282331593,2
1,Kentucky,Lexington,8/9/2012,Withstand,42249,234,10.85,2225,1,3442.9,897.3,5.57269978,16.59026573,10.92,0.285575851,2.08282129,5.981551724,-0.856373979,2
2,Wisconsin,Lexington,41730,LS 905,41886,251,5.37,1297,383,2037.42,261.5,23.79017857,18.87832738,10.92,0.284514452,2.08282129,5.981551724,-1.400650247,2
3,Kentucky,Lancaster,41133,Rebound 6XT,9/18/2014,256,6.3,287,1,4533.17,788.6,9.02696485,5.38738621,11.75587434,0.269828908,2.08282129,5.981551724,2.182545288,2
4,Kentucky,Arlington,4/5/2017,Lancer,41890,243,4.26,695,344,4496.69,682.7,8.6734218,11.48853867,29.25310714,0.086482418,2.08282129,5.981551724,0.276978058,2
5,Wisconsin,Arlington,41730,Ameristand 403T Plus,8/12/2013,251,3.58,1291,1,2976.95,683.8,8.6755311,14.31269306,25.15924388,0.290801474,2.08282129,5.981551724,-0.484830222,1
6,Kentucky,Arlington,4/5/2016,Buffalo,9/17/2015,251,4.27,506,358,3198.13,809.5,23.79017857,5.3023234,23.91645319,0.28349294,2.08282129,5.981551724,1.732674094,1
7,Wisconsin,Arlington,8/9/2012,SW5208*,9/15/2017,248,5.96,261,347,4491.13,749.0,17.47693406,4.62732825,12.63606632,0.07,2.08282129,5.981551724,0.40857341,2
8,Kentucky,Marshfield,3/31/2015,FSG 424,9/13/2018,259,7.35,296,45,4541.53,948.1,21.50133497,13.56260248,20.01200387,0.261168496,2.08282129,5.981551724,2.447856808,2
9,Kentucky,Marshfield,8/9/2012,SW5909*,42604,246,6.47,2225,376,4488.22,778.6,23.01911002,10.82970896,10.92,0.65198743,2.08282129,5.981551724,-1.518586405,1
10,Kentucky,Marshfield,41365, AFX 064022* ,9/12/2018,248,7.96,1447,1,4560.45,801.7,6.08424168,13.32261174,20.83160562,0.306806617,2.08282129,5.981551724,-0.953475321,3
11,Kentucky,Lexington,3/31/2015,Arc,42243,248,6.89,432,1,4528.79,481.0,23.79017857,-0.53,27.12653988,0.07,2.08282129,5.981551724,0.598348715,2
12,Wisconsin,Marshfield,41365, AFX h134089 ,42613,242,3.46,505,1,4537.32,768.5,17.50619991,2.43166233,12.01650818,0.279658565,2.08282129,5.981551724,2.447856808,2
13,Wisconsin,Lexington,41365,Arc,9/15/2017,242,1.65,247,3,1856.67,429.0,23.79017857,18.87832738,25.65413571,0.302057913,2.08282129,5.981551724,-1.257210226,1
14,Wisconsin,Arlington,41365,MALLARD 5,42604,236,6.69,598,339,3456.24,817.8,22.32585681,12.50197551,21.44547141,0.082023744,2.08282129,5.981551724,0.069795849,2
15,Kentucky,Lexington,41730,C/W-104038,9/14/2017,257,8.67,906,48,4509.62,988.5,23.79017857,15.57735238,20.52668401,0.436177305,2.08282129,5.981551724,0.887808886,1
16,Kentucky,Marshfield,42095,AM-09-600,41890,264,5.13,705,353,3639.44,769.9,8.26687788,11.15341793,20.3356387,0.091166986,2.08282129,5.981551724,1.647408305,2
17,Wisconsin,Marshfield,41365,Caliber,42605,244,8.22,2225,64,1856.67,1043.2,23.05612594,-0.53,20.99383723,0.274024951,2.08282129,5.981551724,-0.152970759,2
18,Wisconsin,Marshfield,4/5/2016,55V50,42613,250,8.95,672,24,4563.27,788.8,7.67296175,16.59293987,26.1074167,0.098151013,2.08282129,5.981551724,0.086242532,2
19,Kentucky,Lexington,41365,MSSUNSTRA-D15*,42247,265,4.45,931,15,2338.76,706.3,7.5202034,18.18960858,23.80045459,0.07,2.08282129,5.981551724,-1.142867103,2
20,Wisconsin,Arlington,42095,AM-09-600,41889,241,5.22,130,353,4518.59,811.2,9.58361592,0.76320133,10.92,0.283822015,2.08282129,5.981551724,-1.903919975,2
21,Wisconsin,Arlington,41730,AFX113010,8/12/2013,249,4.75,669,343,2105.56,775.3,5.86389718,17.54957843,25.99334443,0.7,2.08282129,5.981551724,1.631913327,2
22,Kentucky,Arlington,41730,55V50,42604,256,5.55,408,367,4654.74,440.1,23.79017857,2.34194555,21.84635223,0.240745812,2.08282129,5.981551724,-0.078685,2
23,Kentucky,Lexington,41365,FSG 408 DP,42240,254,6.5,852,367,3120.06,789.3,23.79017857,-0.20373622,26.62184595,0.105371278,2.08282129,5.981551724,-1.547808067,2
24,Wisconsin,Marshfield,41365,Withstand,42243,252,8.31,538,373,2945.84,856.5,17.20834781,7.36362667,23.85987724,0.07,2.08282129,5.981551724,1.549753924,2
25,Wisconsin,Lexington,42095,HYBRIFORCE-3400QR*,41885,256,5.7,1025,1,3453.4,448.7,23.79017857,12.56122656,28.73712052,0.07,2.08282129,5.981551724,-0.344768413,2
26,Kentucky,Lexington,8/9/2012,AFX095005,41890,253,6.04,1434,372,4637.52,768.6,21.84420345,18.22838342,23.80480178,0.07,2.08282129,5.981551724,0.248552242,1
27,Kentucky,Lexington,41730,Radiance HD,9/15/2017,253,2.12,774,344,4459.28,745.7,21.24240534,15.31630721,23.84697842,0.083346372,2.08282129,5.981551724,0.209546587,2
28,Wisconsin,Marshfield,41365, AFX 064022* ,9/13/2018,264,3.78,553,265,3232.36,693.8,22.96910913,16.09246143,13.05999915,0.293754108,2.08282129,5.981551724,-0.328817501,2
29,Wisconsin,Marshfield,8/9/2012,4030,41885,262,5.93,1262,1,3071.75,325.4,20.16307686,3.91139715,13.61056383,0.07,2.08282129,5.981551724,1.138064608,2
30,Wisconsin,Lexington,40664,MSSUNSTRA-C15*,42613,263,8.58,1158,1,3381.47,1007.3,19.83801321,10.42115906,14.6344347,0.07,2.08282129,5.981551724,-0.096259433,2
31,Kentucky,Arlington,8/9/2012, SW 4351 ,8/12/2013,260,7.0,431,363,3380.62,803.7,8.07349939,4.43704629,24.75140803,0.077759656,2.08282129,5.981551724,0.368141266,2
32,Kentucky,Lexington,8/9/2012,Saranac AR,41885,246,4.5,130,1,3224.48,978.9,23.79017857,1.02524616,16.3980502,0.094742588,2.08282129,5.981551724,0.512748561,2
33,Wisconsin,Lexington,4/5/2017,FSG 408 DP,42604,247,3.98,1362,1,3315.56,770.2,21.64091808,-0.53,12.76970507,0.098866032,2.08282129,5.981551724,0.412905048,1
34,Wisconsin,Lancaster,3/31/2015,Nuton Alf,41885,250,7.29,1066,378,3252.13,861.7,17.67688349,12.20519199,19.22229823,0.07,2.08282129,5.981551724,0.584817264,3
35,Wisconsin,Marshfield,42095,DSD04-T*,8/20/2018,238,7.67,422,359,4823.96,893.5,23.29132561,18.87832738,28.56937105,0.091663816,2.08282129,5.981551724,2.447856808,1
36,Wisconsin,Lexington,41730,AFX 064022,41886,241,7.79,1259,2,4540.96,929.1,23.79017857,8.7233709,28.0732658,0.075640365,2.08282129,5.981551724,0.642224192,1
37,Kentucky,Lexington,41730,Ameristand 403T,42613,258,5.38,566,353,4664.62,711.9,10.15672352,-0.53,15.98967417,0.09083066,2.08282129,5.981551724,0.850322053,1
38,Wisconsin,Lexington,41365,Lancer,42247,246,11.02,614,381,4519.85,972.4,23.79017857,11.87031937,28.21093272,0.07,2.08282129,5.981551724,-0.702798731,2
