,Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class,avg,std,num stds
0,1.742479956,3.481630503,15.55156902,5312.11,1061607.0,1,1.452725263,0.429985311,0.085276631
1,1.28181283,3.316295969,14.91079367,4929.23,1059648.0,1,1.452725263,0.429985311,0.082983683
2,1.355801205,3.125204375,16.21405947,4128.19,1082314.0,1,1.452725263,0.429985311,0.376181938
3,1.244107949,3.488854942,15.9037139,5274.28,1010252.0,1,1.452725263,0.429985311,0.099836732
4,2.6157413,2.887180647,15.2439359,10393.7,1433399.0,2,1.452725263,0.429985311,0.946211583
5,1.043014299,1.513493046,15.83374707,6557.08,1084144.0,1,1.452725263,0.429985311,-0.955625286
6,1.831336744,3.607353451,16.73739625,3058.48,491659.0,1,1.452725263,0.429985311,0.300551935
7,1.153234115,3.074604738,15.79406749,8936.0,510510.0,0,1.452725263,0.429985311,0.774804275
8,1.446541494,2.832236856,15.64112222,2451.3,488341.0,1,1.452725263,0.429985311,0.02917427
9,1.43573165,2.789952682,15.93118773,3831.68,779364.0,1,1.452725263,0.429985311,-0.272067074
10,1.200130054,1.593606478,13.90701107,5742.09,1046100.0,1,1.452725263,0.429985311,-0.909787898
11,1.125776625,3.318075373,16.1152823,5535.86,581630.0,0,1.452725263,0.429985311,-0.970659207
12,1.128572395,4.030873004,15.87148427,7173.61,1086475.0,1,1.452725263,0.429985311,-0.430589751
13,0.922209027,2.97345835,16.52600955,8074.54,1515469.0,1,1.452725263,0.429985311,-0.292523688
14,1.382212348,3.779094544,16.35311566,4309.58,1129963.0,1,1.452725263,0.429985311,-0.026616798
15,1.254480057,3.156417051,16.00100662,2389.86,1063742.0,1,1.452725263,0.429985311,-1.041040976
16,2.148175754,2.755710336,15.15969475,9133.84,1496252.0,2,1.452725263,0.429985311,-0.064567855
17,1.574361203,1.154819409,13.31098422,4257.54,778697.0,1,1.452725263,0.429985311,-0.484215724
18,1.293507592,3.08844828,16.65143036,3025.32,1059061.0,1,1.452725263,0.429985311,-0.627196307
19,1.676824641,3.406887888,15.85248606,4434.45,598776.0,1,1.452725263,0.429985311,-0.583963357
20,2.165859855,3.412817602,16.47395113,10318.24,1443884.0,1,1.452725263,0.429985311,-0.097934671
21,1.252390881,2.846155373,16.17660574,2806.32,551302.0,1,1.452725263,0.429985311,-0.765787761
22,1.432905673,3.367510524,15.89602051,9880.83,1043103.0,1,1.452725263,0.429985311,-0.176105707
23,1.911808001,3.744738202,15.67714335,2742.76,475062.0,2,1.452725263,0.429985311,1.171968415
24,1.25690574,3.31256213,15.84252725,2222.31,537192.0,1,1.452725263,0.429985311,-0.011922431
25,1.745587853,2.641779531,15.21877486,4627.7,434209.0,1,1.452725263,0.429985311,0.369189138
26,1.952122829,1.254875263,12.46862201,2227.56,467942.0,0,1.452725263,0.429985311,0.334600538
27,1.565638297,3.346309029,15.77905759,4957.36,780369.0,1,1.452725263,0.429985311,-0.332006583
28,1.693961889,2.596215496,15.60175149,2223.47,430909.0,1,1.452725263,0.429985311,0.970341946
29,1.271877076,3.508780932,15.93298095,4271.01,505594.0,1,1.452725263,0.429985311,-0.733695905
30,1.156788639,1.373253275,16.01557387,2319.54,1073678.0,1,1.452725263,0.429985311,0.270352338
31,1.564581773,2.985930374,16.04023625,4826.26,502854.0,1,1.452725263,0.429985311,0.310952653
32,1.415995894,2.940356928,15.43854377,2415.68,448958.0,1,1.452725263,0.429985311,-0.460548764
33,0.993849685,3.656387053,16.56302603,10149.85,1080958.0,0,1.452725263,0.429985311,-0.828329268
34,0.959619154,3.268086251,14.95452562,5729.57,1046493.0,1,1.452725263,0.429985311,-0.287386478
35,1.069999165,3.285581962,15.83888095,6024.61,1066872.0,1,1.452725263,0.429985311,-1.214321176
36,1.198188579,1.36557452,12.59269407,5843.63,1002667.0,1,1.452725263,0.429985311,-0.745751209
37,1.73578202,3.0152415,16.17741922,3828.01,476812.0,1,1.452725263,0.429985311,-0.17764009
38,1.590052393,3.64239922,16.41304981,4335.59,564130.0,1,1.452725263,0.429985311,0.281566317
39,1.02378881,1.326715032,13.31082884,5613.58,1044086.0,1,1.452725263,0.429985311,0.190318108
40,1.086102089,0.848438804,12.94184846,2064.15,475694.0,1,1.452725263,0.429985311,-0.885528708
41,1.18236422,1.350938632,12.98504633,4994.63,1015320.0,1,1.452725263,0.429985311,-0.374222636
42,1.194905127,3.376211018,15.69656612,9661.03,1082031.0,1,1.452725263,0.429985311,-0.754473367
43,1.196432853,1.520427336,14.00796601,6055.52,1070961.0,1,1.452725263,0.429985311,-0.450256822
