,Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class,avg,std,num stds
0,1.294583082,3.647740019,15.75946006,5104.68,611477.0,1,1.452725263,0.429985311,0.175989578
1,1.185118701,3.143738783,15.80878546,4102.7,513747.0,1,1.452725263,0.429985311,-0.841628919
2,1.174034013,3.045693436,15.96737866,2879.52,497940.0,1,1.452725263,0.429985311,-0.133027997
3,1.339418977,1.364795826,13.37683086,4289.75,1030863.0,1,1.452725263,0.429985311,-0.415315682
4,1.091602806,3.451613864,16.27471278,4911.76,562296.0,1,1.452725263,0.429985311,0.162223853
5,1.340061519,1.470774054,11.65794382,3968.3,764767.0,1,1.452725263,0.429985311,-0.841204964
6,1.349811858,3.117515572,15.65641895,2586.5,432354.0,1,1.452725263,0.429985311,0.140564019
7,1.762206581,2.446443979,15.48187392,8871.7,425462.0,1,1.452725263,0.429985311,-0.136384778
8,1.216145293,3.258657711,15.83350446,2064.15,467120.0,1,1.452725263,0.429985311,-0.491770069
9,1.868371697,3.49463259,15.96361468,10228.86,1461520.0,2,1.452725263,0.429985311,0.994650244
10,1.218597536,2.779092839,13.68227648,5787.9,1087087.0,1,1.452725263,0.429985311,-0.224645256
11,2.257410055,2.548827014,15.30392702,10473.66,1509673.0,2,1.452725263,0.429985311,1.809604847
12,1.223590921,3.646542973,15.91915067,4771.44,537164.0,1,1.452725263,0.429985311,0.085660828
13,1.637025513,3.224765451,15.72988293,8941.18,1453389.0,1,1.452725263,0.429985311,0.147481206
14,1.3105583,0.430600913,12.45929702,5312.37,1068925.0,0,1.452725263,0.429985311,-0.753061465
15,2.044790753,3.293506715,16.27821987,2998.7,461725.0,1,1.452725263,0.429985311,3.700837297
16,1.303725411,3.116662051,15.55816489,2783.91,508648.0,1,1.452725263,0.429985311,-0.673084094
17,2.158619162,3.707768174,15.11728766,9914.25,1044690.0,2,1.452725263,0.429985311,1.319938321
18,1.941998929,2.614902727,15.89361615,5985.93,1035347.0,1,1.452725263,0.429985311,0.063619375
19,1.310989754,3.391611037,15.92809945,9321.4,1095542.0,1,1.452725263,0.429985311,-0.686313156
