,Total Radiation (W/m^2),Total Rainfall (mm),Avg Min Temp (C),Avg Max Temp (C),Class
0,114947.0,2124.97,3.079326457,13.58184966,1
1,353123.0,1828.72,3.52956774,16.46737286,1
2,364022.0,1389.15,1.226061157,16.8175617,0
3,376225.0,1752.04,1.620001415,15.7598112,1
4,384052.0,821.04,2.845841236,15.23547627,1
5,370379.0,1939.53,2.438587632,15.96873148,1
6,150585.0,784.2,4.229001062,13.837988,2
7,251299.0,2444.94,4.018981788,15.29624125,1
8,249975.0,2193.39,1.411325746,16.2650883,1
9,258594.0,1370.84,1.82839063,15.51132631,1
10,256231.0,2318.75,2.976139427,12.21578493,1
11,246209.0,2265.85,2.819043692,15.32246628,1
12,216920.0,1870.96,3.799027394,13.83618295,1
13,125909.0,1360.93,2.945782364,15.99818851,1
14,369660.0,1896.05,4.757993468,13.06829155,1
15,292592.0,2527.19,3.855485424,12.17326673,1
16,139260.0,1758.76,3.976442323,16.31340258,1
17,133306.0,1889.66,1.256004247,11.51509788,1
18,260017.0,1507.2,3.199738914,15.52741493,2
19,377068.0,728.16,4.450886617,15.75964024,1
20,386156.0,1404.87,0.101710543,16.73785869,1
21,165037.0,1859.43,3.073990634,14.20640586,1
22,269937.0,2940.09,2.922438432,15.98264511,1
23,146015.0,1406.94,3.71676154,13.82562146,1
24,120377.0,931.52,2.309681574,12.67521388,1
25,353587.0,2485.74,1.901288909,13.74490581,1
26,140955.0,2130.32,3.492703442,13.51973085,1
27,373073.0,1699.25,1.304236353,11.81694303,1
28,384680.0,2454.0,1.508685369,14.6698176,1
29,370389.0,1475.22,1.762656546,15.17126938,1
30,384870.0,2553.07,2.217537654,12.96990716,1
31,270948.0,1986.66,0.73412237,13.67224361,1
32,165546.0,2937.68,1.78421095,15.39412617,1
33,282772.0,721.3,2.90853592,16.18686506,1
34,282251.0,2685.11,3.575460148,15.09642373,1
35,233945.0,1710.44,4.367566695,16.54043113,1
36,360823.0,791.37,0.360775315,13.37470481,1
37,363239.0,758.47,3.593619407,15.97811885,1
38,257468.0,2365.96,1.8404659,13.09013632,2
39,157971.0,1063.42,1.139930277,15.26734764,0
40,362726.0,1747.21,1.623064414,13.28858435,1
41,232336.0,980.19,1.784280041,12.98753871,1
42,146517.0,1849.87,1.860410437,13.57359111,1
43,254680.0,1877.18,3.7364319,13.05521128,2
44,244551.0,2445.61,1.468540072,13.31528714,1
45,241318.0,761.14,3.062311406,15.92287862,1
46,382223.0,1451.7,0.135833061,15.67553549,1
47,372143.0,1152.01,2.877622549,16.87485559,2
48,251611.0,2556.45,3.497935535,13.51149835,1
49,369104.0,2363.92,2.683292869,13.43730077,1
50,148310.0,1031.81,2.759194488,11.96231353,2
51,253222.0,1847.47,1.461045344,13.82378343,0
52,364853.0,1902.62,3.876856756,15.6304107,1
53,396935.0,1756.43,3.067879567,13.32692133,1
54,374208.0,918.78,2.848123338,15.21276398,0
55,255519.0,812.23,4.083513047,14.27008839,1
56,377233.0,1753.32,3.159377746,13.65297634,1
57,383055.0,1179.75,3.939039644,16.7661315,1
58,152333.0,1895.79,3.836335108,15.25239502,1
59,270686.0,2630.02,4.813482649,16.63173678,1
60,247433.0,2408.12,1.781243507,16.73712977,1
61,265417.0,2435.47,1.65881634,15.72606885,1
62,245156.0,952.27,3.565542083,12.5750721,1
63,269511.0,1622.92,0.444008404,14.01151681,1
64,272374.0,2465.02,3.055110865,15.91608413,1
65,263720.0,2420.06,3.743784728,13.61472409,1
66,263406.0,2472.27,2.228586256,17.38802021,1
67,269825.0,932.96,0.402413841,14.15054414,1
68,159599.0,829.28,4.192766331,16.10847975,1
69,378153.0,1609.94,0.620563436,15.96556889,1
70,373275.0,2171.07,2.24688609,15.90081049,2
71,166239.0,2332.99,2.93278128,14.00716846,1
72,364450.0,1828.04,2.590634597,11.88771245,1
73,131024.0,1776.18,2.409339171,16.46705077,1
74,247298.0,882.55,3.011477134,15.9293473,1
75,249825.0,920.94,3.579120112,15.38481533,1
76,272478.0,1834.66,1.268204864,15.6807275,1
77,149249.0,1870.78,3.083212143,15.4764152,1
78,360962.0,845.99,4.324690496,16.79577684,1
79,377168.0,1314.7,4.051181454,15.48200941,1
80,353238.0,1383.01,3.442039757,16.54680478,1
81,147130.0,2965.48,2.217245986,13.89214153,1
82,243913.0,1788.47,0.440472111,13.43396871,1
83,354371.0,986.88,0.801031243,15.29712051,1
84,117147.0,806.45,0.324537489,11.573114,2
85,367914.0,2541.15,4.185381504,15.35075949,1
86,153196.0,775.93,1.338939634,13.89115713,1
87,160362.0,2226.67,0.704961164,14.07693388,1
88,373703.0,908.71,1.86350901,12.4559247,1
89,355032.0,2036.17,1.354623234,14.90573297,1
90,115804.0,2902.6,1.240969446,12.44916561,1
91,370679.0,1901.84,4.468657203,16.60275175,1
92,257606.0,2175.1,1.472642294,16.93620625,1
93,379934.0,1314.83,2.358318497,14.63526584,1
94,149202.0,1487.3,3.666605317,15.35126372,1
95,150842.0,825.76,1.60737134,13.32795806,1
96,146990.0,780.39,0.7847402,15.40601565,1
97,374894.0,734.96,0.022207143,16.05261116,1
98,358019.0,967.77,3.782322537,14.39827409,2
99,362369.0,1881.79,3.581480342,15.93867319,1
100,275760.0,1934.9,1.587973411,17.2225508,2
101,165711.0,2392.19,1.617145351,16.55382939,1
102,257462.0,1874.26,1.949632148,16.4376674,1
103,368944.0,2381.02,3.829462244,13.6196356,1
104,146288.0,1791.45,3.413469522,13.73771077,1
105,378331.0,1438.38,2.724425363,16.14448394,2
106,372811.0,2256.13,1.379604675,11.72697378,1
107,349383.0,1938.12,3.535464888,16.26340332,1
108,365707.0,1863.98,3.332920171,14.84632908,1
109,255248.0,1854.01,3.372503811,13.91480768,1
110,139990.0,2800.11,2.96152055,16.11364696,2
111,359190.0,878.28,3.124607481,15.81928726,1
112,250021.0,1946.28,1.71415716,15.75541632,1
113,271625.0,2315.74,3.954357434,13.81536148,1
114,155306.0,1928.67,3.417566687,16.56008876,1
115,260646.0,1967.58,2.018281271,12.52721369,1
116,390531.0,874.31,1.448407929,13.57763469,1
117,263878.0,1513.16,0.853880662,14.23105064,1
118,262310.0,957.89,4.242677252,14.56646853,1
119,371833.0,1792.23,3.758337841,15.25434947,1
120,362974.0,2720.8,4.172004761,15.87563212,1
