,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Arlington,41730,WL 354 HQ,42604,245,7.84,1318,38,4823.96,963.2,14.92988813,4.22369909,12.08114438,0.100850747,2.08282129,5.981551724,-0.228908941,1
1,Kentucky,Lexington,8/9/2012,Raven,41919,240,5.51,435,1,4823.96,994.5,9.54759579,13.36323755,10.92,0.7,2.08282129,5.981551724,-0.412305964,2
2,Wisconsin,Lexington,41365,Nuton,8/20/2018,231,6.68,500,355,3488.59,944.9,6.16209491,18.81136612,11.4536301,0.091015257,2.08282129,5.981551724,-0.763947906,1
3,Wisconsin,Lexington,42095,55V50,42605,248,3.85,469,1,4612.99,711.8,23.79017857,3.11622166,10.92,0.087793084,2.08282129,5.981551724,-1.012420598,1
4,Kentucky,Arlington,41730,Mssunstra-B14,41889,262,6.62,1077,10,4823.96,717.4,6.45873075,4.04140821,26.12558696,0.293882685,2.08282129,5.981551724,-0.030445796,2
5,Kentucky,Arlington,3/31/2015,Radiance HD,41889,248,1.19,2225,1,3031.75,930.4,23.79017857,17.67826552,13.11274677,0.07,2.08282129,5.981551724,-1.115179942,1
6,Wisconsin,Marshfield,3/31/2015,CW 085028,9/13/2018,232,5.92,2090,25,4649.09,728.0,18.01854259,8.36799727,11.06392325,0.082263481,2.08282129,5.981551724,-0.321213266,2
7,Kentucky,Marshfield,8/9/2012,MS Sunstra 145159*,41889,254,5.72,1049,1,3289.62,866.7,17.77815201,14.73041173,18.08433595,0.110001632,2.08282129,5.981551724,0.023884443,1
8,Kentucky,Arlington,8/9/2012,NF11ALF006,42251,259,1.66,617,24,2670.79,724.5,23.79017857,4.34038663,28.30837222,0.093729885,2.08282129,5.981551724,0.051816016,1
9,Wisconsin,Arlington,8/9/2012, AFX h134094* ,9/14/2017,229,6.95,130,1,3547.1,900.6,8.61510181,18.87832738,11.53537433,0.090713377,2.08282129,5.981551724,0.002898787,3
10,Kentucky,Arlington,41730,Bobwhite 2 ML,9/18/2014,241,4.48,838,376,4823.96,210.1,20.75979184,1.36115564,20.50042209,0.07,2.08282129,5.981551724,-0.43503871,2
11,Wisconsin,Lancaster,3/31/2015, AFX h134094 ,9/19/2016,243,4.55,1351,354,4823.96,988.4,8.02906861,18.87832738,10.99784332,0.31097088,2.08282129,5.981551724,-0.874726014,3
12,Kentucky,Lexington,41730,Vernal,9/13/2018,233,4.91,299,30,3274.58,712.9,20.27031095,5.48640057,13.62660769,0.095418729,2.08282129,5.981551724,-0.065772956,2
13,Wisconsin,Lancaster,41365,55Q27,42249,243,9.59,468,29,2226.87,758.7,23.79017857,12.38533195,12.10933092,0.09422681,2.08282129,5.981551724,-0.205206089,3
