,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Lexington,4/5/2017,Oneida VR,42604,224,8.32,577,371,2172.57,428.2,9.49352815,18.87832738,18.23457197,0.10404914,2.08282129,5.981551724,-1.397853856,2
1,Kentucky,Arlington,41730,SW 4351,9/19/2016,249,7.22,130,382,3331.23,822.6,5.53,0.69962785,12.09042134,0.311738773,2.08282129,5.981551724,0.666291997,2
2,Wisconsin,Arlington,41365,Oneida VR,41885,237,11.08,631,65,4657.58,779.2,17.10451822,14.15815966,12.128837,0.079084334,2.08282129,5.981551724,-0.221981892,2
3,Kentucky,Arlington,41730,NF11ALF006,9/19/2016,265,11.08,1350,373,3006.53,813.6,21.00971175,0.35887117,10.92,0.113845954,2.08282129,5.981551724,-1.276659088,2
4,Wisconsin,Arlington,8/9/2012,55V50,41886,236,7.26,340,376,4823.96,791.2,9.01756654,11.91560115,14.61103922,0.314098548,2.08282129,5.981551724,-0.721619034,2
5,Kentucky,Lexington,41365, AFX  095026 ,9/19/2016,269,8.5,1097,373,3514.36,777.8,5.53,18.83799775,13.07694783,0.287269688,2.08282129,5.981551724,-1.476555169,1
6,Wisconsin,Marshfield,3/31/2015,Fierce,42249,231,7.83,709,370,4746.75,831.6,23.79017857,13.22336316,20.18406048,0.084764938,2.08282129,5.981551724,-0.053509437,2
7,Wisconsin,Arlington,40664,LS 905,9/16/2015,236,3.18,571,355,3475.73,936.2,7.4233201,9.84241318,19.2734763,0.07,2.08282129,5.981551724,2.179372273,2
8,Wisconsin,Lexington,41730,Withstand,42613,252,8.49,627,60,3550.88,755.6,22.59070339,2.26475651,21.25410608,0.306374497,2.08282129,5.981551724,-0.319572843,2
9,Wisconsin,Marshfield,41365,WL 365HQ,42240,224,6.86,530,376,4798.27,766.6,23.34113262,1.28304772,20.92729898,0.073526131,2.08282129,5.981551724,0.028749913,1
10,Wisconsin,Lexington,41133,54VR03RR,42251,231,7.65,519,345,3122.06,786.1,16.47622698,15.72811596,10.92,0.106530126,2.08282129,5.981551724,1.0260402,2
11,Wisconsin,Arlington,8/9/2012,NF11ALF006,42249,258,8.0,1016,367,4676.04,796.4,20.53077706,2.63560134,10.92,0.105404129,2.08282129,5.981551724,1.864371068,2
12,Wisconsin,Lexington,4/5/2016,Caliber,42247,229,7.73,1275,387,2455.71,800.3,6.98754177,5.98276961,10.92,0.329356782,2.08282129,5.981551724,2.20778626,2
