,Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Class
0,3377.82,683.5,23.79017857,15.9872288,24.93034281,0.300414395,2
1,3250.35,758.2,20.43212518,13.81881153,27.97949181,0.289910999,2
2,3455.43,613.5,20.26534491,13.08666844,25.41939677,0.287087983,3
3,3168.0,702.6,20.88310648,13.76642159,25.5029544,0.296182136,1
4,1856.67,698.5,21.0904939,14.18402073,25.85841579,0.278232343,3
5,3253.69,793.7,21.06580131,14.44314781,22.59871398,0.284284559,1
6,3176.75,418.6,19.99049043,14.22837685,24.543013,0.282597589,1
7,3258.57,1033.5,21.61137999,15.4999533,25.532321,0.30490098,3
8,4823.96,835.3,20.91663569,15.11675138,25.08059235,0.313480989,1
9,3387.26,769.0,20.17864933,14.37858597,26.24272958,0.281868449,3
10,3185.98,834.4,19.18703216,13.61819538,25.75131131,0.279419674,1
11,3151.84,705.4,19.92951794,15.02781288,26.35304461,0.281094716,2
12,3254.41,493.1,21.15101667,15.39252861,25.56734297,0.289585042,3
13,2354.75,822.4,21.23280678,13.33668629,25.07229066,0.287132347,1
14,3232.93,850.1,21.23055577,15.2313149,24.96884221,0.283113167,3
15,3430.81,856.6,21.07323518,14.28814277,25.5410131,0.305196402,2
16,2792.0,745.7,20.72547347,13.2417975,26.06971712,0.303529732,1
17,3102.07,404.0,20.09542643,14.41879949,25.29128446,0.294059971,2
18,3451.96,818.7,21.59663673,15.18047986,25.94056235,0.294960723,3
19,3157.7,686.6,19.74844438,12.61707097,25.7993336,0.290567588,2
20,3307.22,715.9,20.59715563,15.86550613,26.07480995,0.286084998,1
21,3516.37,694.4,21.16284089,14.93225641,25.77388533,0.299269789,2
22,3387.36,633.0,23.79017857,15.93184481,25.56452367,0.285591701,2
23,3181.5,659.3,20.31297863,16.32725624,26.03013464,0.294692095,3
24,3296.47,741.4,21.34890179,16.09620352,25.69978668,0.298755871,2
25,3110.97,743.1,23.79017857,14.60017671,26.16888902,0.278161806,2
26,3345.58,515.5,21.40870049,15.36708677,24.14439086,0.274431197,2
27,3287.45,703.6,20.8594289,14.92530387,22.59871398,0.293408394,3
28,3945.51,833.7,20.24565284,14.60898676,24.44008403,0.295934633,2
29,3368.88,848.2,20.81405295,14.43232653,25.29332502,0.278504571,2
30,2058.78,656.4,23.79017857,13.39488249,22.59871398,0.279771964,1
31,3285.99,548.9,19.07166651,13.39943817,23.64124459,0.278482212,1
32,3210.97,751.6,20.97889044,15.00881393,24.55614645,0.279379458,2
33,3187.97,815.5,21.16018328,14.2399207,25.81914057,0.297759903,2
34,3533.04,714.3,20.75547106,15.38843547,25.20020728,0.280260223,2
35,3292.24,968.7,21.44129069,18.87832738,22.77089966,0.290519519,2
36,3355.76,792.5,20.99449187,14.20870146,26.66237815,0.283179189,2
37,4702.2,404.0,22.55257408,17.12121915,24.20407328,0.2729625,3
38,3192.17,752.9,21.57016261,17.16179878,22.59871398,0.286951918,2
39,3230.94,786.2,20.27012647,14.43695281,23.87361044,0.293866152,2
40,4090.51,468.6,18.72007062,15.37206553,25.39674734,0.293377891,3
41,3162.48,713.2,21.28182595,16.23561451,25.2651841,0.282141024,2
42,3401.06,492.9,21.92594244,16.4991008,26.24829602,0.295443936,2
43,3489.06,735.8,21.84850373,15.41449764,24.93302378,0.287467993,2
44,2983.99,756.1,20.23694761,14.57508578,24.71587468,0.296179026,3
45,3471.05,421.1,20.56421049,15.9864866,25.75657202,0.313480989,1
46,3129.85,404.0,20.25376132,14.34676237,22.59871398,0.313480989,2
47,3420.23,859.4,20.56524709,15.6375953,25.30378659,0.2729625,1
48,3072.7,818.5,21.0845636,14.17702423,25.42835839,0.313480989,2
49,3249.0,815.0,19.76796173,14.19577096,25.32602864,0.304172558,2
50,4053.84,737.8,20.56754573,14.36652722,25.97704755,0.281797378,2
51,3178.31,693.4,20.63426985,15.74479418,25.32182696,0.301234647,2
52,3366.67,574.2,20.40418331,15.79776013,25.73876537,0.282157522,2
53,3062.55,743.3,21.33407821,15.57849836,26.46905883,0.289365351,2
54,4581.32,829.4,21.33972404,14.47635442,25.51458985,0.295655036,3
55,3107.87,905.1,21.22141276,16.50091269,22.59871398,0.283434881,1
56,3394.29,1043.2,19.49934289,15.81472778,26.30633174,0.292274288,3
57,3576.98,735.9,20.95654597,15.7624734,25.41858013,0.293751851,3
58,3403.73,550.4,23.79017857,13.83692035,25.99023098,0.283486489,2
59,3505.3,746.5,23.79017857,15.11306045,26.21943475,0.281936034,1
60,3009.84,487.3,19.87533578,15.95995796,25.80227823,0.298592676,2
61,3247.2,516.5,20.31547067,14.80650055,26.65375608,0.277363696,3
62,3350.45,751.0,19.58802187,16.56073953,26.21032974,0.31004007,2
63,2981.7,618.1,21.20877619,13.87534442,25.28859327,0.297380317,1
