,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Marshfield,41730,55V50,42240,237,5.49,496,364,4690.17,643.4,6.76898438,0.731073334305487,11.91666421,0.07359139150093405,2.08282129,5.981551724,-0.5127255312130118,2
1,Kentucky,Lexington,8/9/2012,55V50,8/12/2013,251,6.77,191,5,3380.94,818.8,18.61070027,12.935933305355192,23.61083168,0.29795610235551706,2.08282129,5.981551724,-0.13023712226906878,2
2,Kentucky,Lexington,4/5/2016,Caliber,9/19/2016,262,3.23,192,2,2835.45,495.2,19.24877641,14.473368164168106,25.40317249,0.28133775156357077,2.08282129,5.981551724,-2.0838590441560805,1
3,Wisconsin,Arlington,41730,55V50,42613,246,7.05,513,364,4721.98,831.3,19.14514655,14.099889799067583,24.9137425,0.07590162550136748,2.08282129,5.981551724,0.689292803651328,2
4,Wisconsin,Arlington,41730,55V50,42604,236,8.6,572,366,4636.47,1023.1,9.29144256,4.302696069346827,14.62308828,0.07712119477276229,2.08282129,5.981551724,0.6299863066736443,3
5,Wisconsin,Arlington,41730,55Q27,42604,248,5.39,560,365,4660.41,1018.4,5.88934597,-0.11164420079526427,14.20980943,0.07686990922432692,2.08282129,5.981551724,-0.03552605548650069,2
6,Wisconsin,Arlington,41365,55Q27,41885,248,5.91,516,364,4712.21,837.4,5.87422541,-0.0627931293798123,11.16162586,0.07165389428989606,2.08282129,5.981551724,0.20073640724023523,2
7,Wisconsin,Marshfield,41730,55V50,42604,231,8.36,798,365,4615.47,1025.6,9.27151852,4.064883544417417,14.46316453,0.08190416053589333,2.08282129,5.981551724,0.8431881125199738,2
8,Wisconsin,Arlington,41730,55V50,42251,247,6.66,834,367,4698.78,754.6,6.85342003,1.1108594936138245,12.16580821,0.07440896374474382,2.08282129,5.981551724,0.23766453153719674,2
9,Wisconsin,Lexington,8/9/2012,55V50,9/15/2017,255,5.26,543,364,4679.35,809.7,19.27239028,14.188013982428169,23.72093481,0.28552955751394954,2.08282129,5.981551724,0.2895365312524538,2
10,Kentucky,Lexington,8/9/2012,55V50,42613,259,6.2,855,366,4616.27,988.7,19.45787738,15.879842336112663,25.5163334,0.29261423912917933,2.08282129,5.981551724,-0.12295995750895158,2
11,Wisconsin,Arlington,41365,55V50,41885,247,5.56,516,365,4709.04,829.0,6.39270266,1.0343517054552822,11.48912389,0.07254892466253289,2.08282129,5.981551724,-0.11202390602290466,2
12,Wisconsin,Lexington,8/9/2012,55V50,41889,257,5.87,130,2,2735.27,494.6,18.3399983,13.226900413107451,23.50410982,0.2871152924552033,2.08282129,5.981551724,0.2168266955178524,2
13,Wisconsin,Arlington,41730,55V50,42604,236,9.87,803,366,4709.54,994.2,9.57237254,4.390498131678675,14.49521547,0.08159755160983964,2.08282129,5.981551724,1.0419576197903058,2
