,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Lexington,8/9/2012,AFX083003*,9/14/2017,235,7.36,950,358,3452.55,872.8,7.72398474,-0.53,23.57370284,0.085113005,2.08282129,5.981551724,0.817855728,3
1,Kentucky,Lexington,41365,X13-9202B*,9/12/2018,255,3.21,1268,361,4575.67,725.6,6.88888509,13.89853699,29.25310714,0.325441695,2.08282129,5.981551724,0.466063304,2
2,Kentucky,Arlington,8/9/2012,AFX083003*,41919,266,7.52,1140,362,4489.71,441.3,23.79017857,13.48026901,20.50586619,0.317212477,2.08282129,5.981551724,0.969376129,2
3,Kentucky,Arlington,41133,AFX095026,9/16/2015,234,5.28,130,362,2059.63,397.0,10.16037167,16.63980057,15.55551936,0.327405913,2.08282129,5.981551724,-1.132917244,2
4,Wisconsin,Arlington,41730,AFX h134093,42251,246,6.72,810,286,2922.07,807.1,5.53,9.82201041,19.42315346,0.093543466,2.08282129,5.981551724,0.342494582,2
5,Kentucky,Lexington,41730,Caliber,42251,243,3.43,442,356,3693.58,165.8,10.34919263,15.85706912,24.90415602,0.33378292,2.08282129,5.981551724,-0.853743499,2
6,Wisconsin,Marshfield,8/9/2012,5312,41889,245,8.19,965,342,1856.67,1043.2,5.53,5.29822527,23.34825604,0.094244197,2.08282129,5.981551724,1.139969305,2
7,Wisconsin,Marshfield,41730,MSSUNSTRA-D14*,42604,257,4.26,398,333,1856.67,1022.0,6.68781984,14.27747938,10.92,0.093455842,2.08282129,5.981551724,-1.038431159,2
8,Kentucky,Lexington,41730,Ameristand 403T,42613,254,4.68,740,339,4823.96,768.4,21.21387547,18.7701417,19.97534664,0.307145257,2.08282129,5.981551724,0.751609096,2
9,Wisconsin,Marshfield,41730,Saranac AR,41889,246,2.24,492,368,4776.87,723.6,5.53,2.19114958,10.92,0.091081979,2.08282129,5.981551724,-0.938169777,2
10,Kentucky,Arlington,8/9/2012,CW 085028,41889,257,6.21,533,354,1856.67,784.9,18.58916392,1.78210158,27.50993358,0.113369142,2.08282129,5.981551724,1.569878915,2
11,Wisconsin,Arlington,41365,Caliber,41885,247,4.95,1089,1,2316.01,735.9,20.48261214,18.87832738,29.21135743,0.337193674,2.08282129,5.981551724,0.973190297,2
