,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Arlington,41365,55V50,42251,247,6.85,548,364,4641.22,853.4,6.44043534,0.8596091190723107,11.51749013,0.07498015830904518,2.08282129,5.981551724,0.41099925486419164,2
1,Wisconsin,Arlington,41365,55V50,42251,246,4.9,830,367,4753.95,751.7,6.95736987,0.8484294332836806,12.09418177,0.07346939471398609,2.08282129,5.981551724,-0.3079229382131174,2
2,Wisconsin,Marshfield,41365,55V50,42240,244,4.29,809,365,4699.05,736.9,6.68370207,1.4593855871078945,11.77888448,0.07532559134540949,2.08282129,5.981551724,-0.16351077858074226,2
3,Wisconsin,Arlington,41730,55V50,42604,236,6.14,857,366,4625.59,1020.9,9.35743059,4.338534198574482,14.53222062,0.07522357591003816,2.08282129,5.981551724,1.5539797274304306,2
4,Wisconsin,Arlington,41365,55Q27,41919,245,5.22,544,363,4703.84,840.4,6.51642279,-0.036766763680638914,11.3703259,0.07444476403946894,2.08282129,5.981551724,-0.07755801829334666,2
5,Wisconsin,Marshfield,41730,55V50,41889,259,5.51,130,9,2949.12,826.6,17.64396393,12.690457460303174,23.18835214,0.0746162349133829,2.08282129,5.981551724,-0.025452970046968268,2
6,Wisconsin,Marshfield,41730,Vernal,41885,245,5.44,130,1,3039.15,834.1,17.35313714,12.051250072158417,23.90057195,0.07426825512217856,2.08282129,5.981551724,-0.5782239952862549,2
7,Wisconsin,Arlington,41365,55V50,41885,247,6.5,536,364,4746.84,813.9,6.0151408,0.41239103562823326,11.47196123,0.07590167221778532,2.08282129,5.981551724,0.11851820835500737,2
8,Wisconsin,Marshfield,41365,55V50,42240,262,4.33,850,363,4675.03,748.3,6.5631145,1.1908666791923346,11.51707922,0.07812726733528941,2.08282129,5.981551724,-0.3101140609652266,2
9,Wisconsin,Arlington,41365,55V50,42251,249,7.29,826,364,4740.68,824.5,6.35046586,0.0026416614596690424,11.41901474,0.0754923487174399,2.08282129,5.981551724,0.20507888365362878,2
10,Kentucky,Lexington,8/9/2012,55V50,8/12/2013,229,5.54,161,6,3271.66,963.5,19.24864844,14.220049427176752,24.08963541,0.29941731759163154,2.08282129,5.981551724,-0.13917426886215223,2
11,Kentucky,Lexington,8/9/2012,Saranac AR,9/15/2017,262,6.57,821,364,3466.87,814.6,19.40662901,14.01762455720915,24.88526604,0.29122950643046375,2.08282129,5.981551724,0.22028855066820707,2
12,Wisconsin,Arlington,41730,55V50,42604,236,6.15,852,365,4611.53,1018.2,9.74857851,4.2004748039494375,14.67778473,0.0788238607952297,2.08282129,5.981551724,1.4915828816503196,2
13,Wisconsin,Marshfield,41730,55V50,42240,237,8.1,852,363,4695.93,742.0,6.49757036,0.7990015244404829,11.96312243,0.0791270124780003,2.08282129,5.981551724,-0.45823397258169074,2
14,Wisconsin,Arlington,41730,55V50,42604,236,5.57,525,363,4795.75,1028.4,9.481322,4.422286245304832,14.41793371,0.0818617206126245,2.08282129,5.981551724,-0.32284848678403666,2
15,Kentucky,Lexington,8/9/2012,55V50,9/12/2018,260,5.44,544,364,3463.89,805.7,19.85313931,15.564362502070443,24.18219989,0.28868474128933097,2.08282129,5.981551724,-0.7541374367193064,2
