,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Kentucky,Lancaster,3/31/2015,Mssunstra-C10,9/12/2018,257,2.65,517,386,4554.83,857.5,9.54555821,5.65100766,12.02925805,0.247638607,2.08282129,5.981551724,-2.300510249,2
1,Kentucky,Arlington,3/31/2015,Withstand,41890,254,7.72,589,112,4715.04,1043.2,6.63961755,1.14075392,12.88066327,0.07,2.08282129,5.981551724,1.777843703,1
2,Wisconsin,Marshfield,41730,ONEIDA VR,42240,254,7.63,453,380,2990.85,825.6,5.53,4.32395602,14.05716797,0.330930606,2.08282129,5.981551724,0.327875224,2
3,Kentucky,Lexington,42095,Withstand,9/15/2017,245,7.28,1167,379,1856.67,1043.2,19.07700747,18.38436156,29.25310714,0.501851885,2.08282129,5.981551724,-0.286533896,1
4,Kentucky,Arlington,8/9/2012,FSG-426,9/13/2018,224,11.08,533,369,4458.52,1043.2,6.9107781,18.87832738,14.5502226,0.0876575,2.08282129,5.981551724,-0.974324627,2
5,Kentucky,Lexington,8/9/2012,HYBRIFORCE-3400QR**,9/13/2018,242,7.3,443,373,2416.13,697.1,6.1279945,14.19259134,14.31982262,0.096020983,2.08282129,5.981551724,-0.817468233,3
6,Kentucky,Lexington,8/9/2012,AFX 095026,9/13/2018,253,7.34,481,371,1856.67,392.5,9.12999383,5.54700493,13.70416928,0.085087883,2.08282129,5.981551724,-0.085813609,2
7,Kentucky,Arlington,41730,AFX h134094,42605,260,11.08,273,386,4544.53,950.6,21.6007651,18.87832738,15.97671147,0.096038728,2.08282129,5.981551724,1.533278497,2
8,Kentucky,Arlington,4/5/2016,C/W-104038*,9/13/2018,247,5.87,526,383,4449.33,840.2,7.23670342,11.66028931,11.96434161,0.07,2.08282129,5.981551724,0.642398968,2
9,Kentucky,Marshfield,8/9/2012,Contender,8/12/2013,257,8.11,273,374,3182.39,830.6,5.53,1.61029684,13.26703317,0.439668083,2.08282129,5.981551724,0.038998469,2
10,Kentucky,Arlington,41365,Saranac AR,41885,251,7.19,412,368,2085.63,781.2,13.3523257,1.97176062,13.82141232,0.276987056,2.08282129,5.981551724,-0.327707356,2
11,Wisconsin,Marshfield,41730,WL 354 HQ,9/13/2018,235,6.94,475,371,3448.16,878.3,9.25038156,18.87832738,29.25310714,0.08862225,2.08282129,5.981551724,0.309244038,2
12,Kentucky,Lexington,4/5/2016,Mssunstra-B16,42604,251,9.63,1077,391,3672.96,652.5,5.53,5.15702849,27.88039064,0.07,2.08282129,5.981551724,-1.497318739,3
13,Wisconsin,Arlington,42095,6472A,9/12/2018,247,6.84,362,9,4559.19,528.3,8.04345423,10.50867249,11.79890592,0.29761539,2.08282129,5.981551724,1.045354161,3
14,Kentucky,Lexington,3/31/2015,LS 706,8/20/2018,246,5.44,594,83,3268.9,810.2,23.79017857,4.69654135,25.9646666,0.096432367,2.08282129,5.981551724,1.411150704,2
15,Kentucky,Lexington,41730,55Q27,42240,255,8.35,471,358,4729.18,1043.2,15.98549908,6.8559591,11.61840452,0.319602101,2.08282129,5.981551724,-1.489895165,2
