,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Kentucky,Lexington,41730,Mariner IV,42240,247,6.49,893,349,3356.98,804.3,20.88526098,16.865914161401996,15.93758526,0.10505013376062602,2.08282129,5.981551724,0.40325231419445207,2
1,Kentucky,Lancaster,41365,Mssunstra-D15,42240,248,10.03,926,343,4420.8,1043.2,6.28384134,0.214235023364925,25.07922054,0.31993439548464214,2.08282129,5.981551724,1.2875753977411148,3
2,Kentucky,Lexington,41730, 55V50 ,42240,257,8.92,1314,360,4762.22,677.5,19.12314316,-0.53,11.88284163,0.3145688753224236,2.08282129,5.981551724,-1.638617849474443,1
3,Kentucky,Arlington,41365,AFX113010,9/15/2017,260,7.36,599,381,4566.22,851.0,6.01666386,11.520266828250334,25.05623308,0.1011151883229915,2.08282129,5.981551724,0.2787057131254997,3
4,Wisconsin,Arlington,41730,Caliber,9/15/2017,249,7.83,671,347,4548.39,710.5,21.50756098,11.07218504064344,15.76481708,0.10908035232171259,2.08282129,5.981551724,2.447856808,2
5,Wisconsin,Lexington,3/31/2015,Contender,42249,246,9.95,541,378,4689.08,1030.6,15.72932858,3.442285464761537,25.32225653,0.3057399629859779,2.08282129,5.981551724,-1.2697111165008939,2
6,Kentucky,Marshfield,8/9/2012,GA-505,41919,266,3.33,1063,360,4532.68,1043.2,20.19462672,-0.4988508038995979,22.50050148,0.10971330507833406,2.08282129,5.981551724,-0.7001974156553294,1
7,Wisconsin,Lexington,41133,Mariner IV,9/13/2018,246,6.82,540,363,4510.47,825.6,7.53103147,7.650917382483462,21.65403518,0.27190834561449717,2.08282129,5.981551724,1.362385743636958,2
8,Wisconsin,Arlington,4/5/2017,Buffalo,9/12/2018,247,7.37,615,377,4435.02,767.4,6.71997686,15.49738149542422,26.35453919,0.10503741980858908,2.08282129,5.981551724,0.3689457689628376,1
9,Wisconsin,Lancaster,41730,5312,41919,266,1.67,436,360,4608.11,749.5,5.53,-0.53,10.92,0.07,2.08282129,5.981551724,2.447856808,2
