,Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class
0,1.771456275,1.515753607,14.53952752,8163.5,680051.0,0
1,2.659420638,0.249995175,15.26629887,3948.54,1417145.0,2
2,1.833141512,1.880690654,14.3328943,5580.31,1076221.0,0
3,1.008347779,3.691332902,12.46044148,3276.02,1515469.0,2
4,1.747471331,3.389740591,15.07245937,4691.79,430388.0,0
5,1.140072151,2.709006646,13.90819344,5743.31,1074181.0,1
6,1.559127111,4.032111034,14.14494568,3898.85,591891.0,1
7,1.300461648,3.405818624,11.78368847,4356.66,1515469.0,0
8,1.112923296,3.768120837,14.45733628,5599.21,792765.0,0
9,2.278651491,4.032111034,11.65794382,2404.36,494701.0,1
10,1.385014685,1.099257416,12.64450969,4311.16,1154196.0,1
11,1.331138563,1.807551094,12.0328428,4112.56,756090.0,2
12,1.254722745,1.527915186,14.17217199,4718.44,773110.0,1
13,1.728647442,2.992624768,11.65794382,1942.04,737751.0,0
14,1.486838435,0.249995175,15.28003071,3348.4,1515469.0,1
15,1.07780006,1.37720055,12.71058943,5043.34,518762.0,0
16,2.308867542,1.707519997,11.65794382,4284.93,1150981.0,0
17,3.163333333,2.686847193,12.08710368,1942.04,1173652.0,0
18,0.9134197,4.032111034,14.2466846,4271.96,1515469.0,0
19,1.057017419,2.149245865,16.47063532,4875.96,632956.0,0
20,1.092792303,0.922135608,15.11242732,1942.04,1103275.0,1
21,1.357833828,3.181995546,13.30245142,5399.87,1104483.0,1
22,2.05542189,0.249995175,11.65794382,6125.65,742191.0,0
23,2.556048025,3.948244179,15.48679327,4896.32,421491.0,0
24,2.81680606,3.8764222,15.44827952,3235.77,629300.0,2
25,0.624561386,0.775543667,14.20494508,7982.25,1061274.0,2
26,1.29078398,4.032111034,14.69260117,6022.27,1193672.0,0
27,0.735723349,1.597107621,13.91027965,6008.4,729492.0,2
28,0.820984827,3.821249165,12.56766697,11113.79,547536.0,2
29,1.484087195,3.295682052,15.65690184,6351.37,699540.0,2
30,1.254476173,3.646002407,11.79077513,1942.04,1160515.0,1
31,1.762318246,2.130334369,11.92507502,5000.33,815596.0,0
32,2.73931597,2.963140464,12.45887119,2968.07,1142444.0,0
33,0.436666667,1.021473704,11.65794382,1942.04,1470644.0,0
34,0.950643109,4.032111034,11.65794382,5075.35,987594.0,2
35,0.947233625,1.083040561,14.60992686,5135.71,727998.0,2
36,0.436666667,3.044370298,15.09240986,4607.01,1515469.0,0
37,1.684504242,3.80126222,15.3625102,6977.4,562395.0,2
38,0.86331765,1.524332759,14.46619403,4302.95,724446.0,2
39,1.225378017,0.761183312,11.65794382,5129.95,1118120.0,1
40,1.146000496,3.639223399,13.74517854,4674.59,516466.0,2
41,0.74049259,3.864808392,13.51540301,1995.21,1138280.0,1
42,1.226651784,2.933474607,13.41257167,7688.94,804857.0,2
43,1.017221954,1.830889347,16.36146871,2674.83,746040.0,2
44,1.990728618,0.249995175,14.21560846,1942.04,574216.0,1
45,1.692509004,3.146773522,14.74038428,4280.2,775116.0,2
46,1.130875238,1.077696098,11.65794382,4255.46,662638.0,1
47,2.29405742,3.699610635,14.06524188,4605.07,620298.0,2
48,1.183830212,2.617117468,14.20265623,3922.86,500885.0,0
49,0.455841045,1.364679653,11.65794382,4561.11,654575.0,0
50,1.01724432,1.66469102,14.1413585,5951.85,777721.0,2
51,1.044447846,2.936371891,13.16066022,4261.85,1425078.0,1
52,1.128760796,3.747573819,14.62398234,2000.87,598341.0,2
53,0.790497851,4.032111034,11.65794382,3854.57,591133.0,2
54,2.246373514,1.118287642,11.65794382,3275.56,776251.0,0
55,2.171349105,3.682680673,15.05856936,2475.6,840606.0,2
56,1.414659297,1.3309734,11.65794382,1942.04,1082819.0,2
57,1.673122869,2.857422737,14.86489343,7018.81,768865.0,2
58,1.830728434,1.889524575,15.05284945,5608.07,1188094.0,0
59,0.876095926,0.249995175,11.65794382,3832.16,1179630.0,2
60,1.211212064,1.965073483,14.87630693,3732.47,1449772.0,2
61,1.044254318,0.249995175,13.78302601,4758.96,457994.0,0
62,1.189314263,3.578623589,11.65794382,2519.8,1261198.0,1
63,1.032845726,0.899011778,14.10872273,3959.17,741608.0,2
64,1.767649646,4.032111034,16.14851986,4401.3,831248.0,0
65,1.945271199,4.032111034,11.65794382,3976.77,831552.0,2
66,1.409357185,4.032111034,15.8461782,2901.11,817481.0,0
67,0.994784826,3.521924335,12.79260981,3429.83,1193080.0,1
68,1.62218846,0.404063699,15.32899081,5487.34,851679.0,2
69,1.864463878,3.438378618,11.65794382,2171.7,457650.0,2
70,0.813446621,0.647205687,15.46882131,1942.04,1122282.0,0
71,1.003907845,0.249995175,12.7114522,3615.6,778583.0,0
72,1.798521148,0.406400367,11.66250989,11113.79,1515469.0,1
73,1.035322459,2.787696332,14.87131381,5461.09,1515469.0,2
74,1.425775294,2.407358812,11.65794382,4406.96,791199.0,0
75,2.744744344,2.903596986,14.57775124,3969.56,467672.0,2
76,1.815932346,1.363561386,16.57310443,3596.37,760504.0,2
77,2.11639025,3.919809712,12.02023728,2251.19,510613.0,2
78,1.505094814,1.328226015,15.38081824,3463.22,1176223.0,1
79,0.962119704,3.017972729,15.57887068,4880.17,1169881.0,1
80,2.286786387,2.642047166,14.19688484,4980.28,439908.0,2
81,1.087378921,4.032111034,12.0714198,7180.99,634406.0,0
82,1.937938319,1.516756283,15.19545062,3867.29,856495.0,0
83,1.922107765,2.51495406,11.65794382,1942.04,592254.0,0
84,1.880322458,4.032111034,14.42671658,4667.56,667020.0,2
85,1.784307861,1.697950776,11.78483151,6159.75,1107654.0,2
86,1.022571457,1.36924557,12.67681092,4943.83,820255.0,1
87,1.842963104,3.966633396,11.65794382,5237.71,601394.0,1
88,1.397968148,3.75894635,15.74536272,4560.91,557980.0,0
89,1.386672122,4.032111034,12.94649055,1942.04,770973.0,2
90,0.84851401,1.744002724,13.81309077,3197.91,815908.0,1
91,1.26815449,1.687897049,15.81083229,3738.23,1515469.0,2
92,1.594793179,4.032111034,15.50972962,5260.79,1133833.0,0
93,1.030360342,1.597557117,15.56725751,3755.65,609204.0,1
94,0.789045953,0.249995175,11.65794382,6600.33,731715.0,0
95,1.14038781,2.731996912,14.08356526,4654.04,848854.0,2
96,1.429525085,2.438372163,14.71380751,4412.17,546771.0,2
97,1.908661163,4.032111034,15.61569596,4945.54,870815.0,2
98,1.147591288,1.640815944,15.64636062,5347.85,662349.0,2
99,1.6383712,3.667479007,15.76998462,6363.7,590145.0,2
100,1.70068202,1.623655973,11.65794382,4992.85,526074.0,1
101,1.137669284,3.063186659,14.42501875,3219.66,1108010.0,0
