,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Arlington,41730,Mssunstra-D16,9/13/2018,257,8.63,1182,344,3512.61,981.2,8.11212805,13.5346386,13.43189996,0.103406588,2.08282129,5.981551724,0.06170574,2
1,Wisconsin,Arlington,3/31/2015,Mssunstra-C12,41890,263,1.19,1451,368,2569.99,293.6,15.33959691,0.88614814,28.08271996,0.332544821,2.08282129,5.981551724,-1.626643572,2
2,Kentucky,Arlington,4/5/2017, AFX  095026* ,9/18/2014,248,6.02,583,362,4590.6,109.7,17.97973345,1.30376455,11.51210092,0.305112869,2.08282129,5.981551724,0.119001223,2
3,Wisconsin,Lancaster,41730,FSG 415BR,41889,259,1.19,504,364,3561.79,730.4,15.61752173,18.87832738,11.92794587,0.338984482,2.08282129,5.981551724,0.745471308,1
4,Kentucky,Marshfield,8/9/2012,FSG408DP,41885,252,4.22,130,359,4823.96,109.7,16.02512477,15.84036065,12.94291151,0.079478155,2.08282129,5.981551724,-2.300510249,2
5,Kentucky,Arlington,8/9/2012,Ameristand 403T Plus,41886,261,6.29,167,350,4618.31,458.8,15.65414965,-0.12518522,13.34166519,0.7,2.08282129,5.981551724,-0.192838256,2
6,Wisconsin,Lexington,41730,FSG-426,42605,253,5.98,862,351,2368.21,692.6,21.26060125,-0.53,27.03830643,0.086082509,2.08282129,5.981551724,-2.109628546,2
7,Wisconsin,Arlington,40664,Contender,9/16/2015,280,1.19,1315,357,2841.41,371.5,15.18432003,13.28615915,13.09619646,0.087112137,2.08282129,5.981551724,0.042354745,2
8,Wisconsin,Lexington,41730,PGI 557,42604,260,3.8,465,343,4555.58,786.2,10.26395554,13.91822793,15.40473425,0.281858701,2.08282129,5.981551724,-1.709333533,2
9,Wisconsin,Arlington,4/5/2016,DSD05-T*,41886,258,2.06,936,1,3386.78,807.7,12.64371656,3.29128244,14.4180321,0.101123796,2.08282129,5.981551724,-0.36403694,2
10,Kentucky,Marshfield,41365,55V50,41885,258,5.71,558,360,4823.96,498.1,8.27767179,0.47674703,20.87365775,0.279007895,2.08282129,5.981551724,-1.746647465,1
11,Kentucky,Arlington,8/9/2012,MAGNITUDE,9/12/2018,244,1.46,514,360,4784.35,273.1,14.9577955,-0.15514498,11.54817839,0.103791722,2.08282129,5.981551724,-0.338123371,1
12,Wisconsin,Marshfield,41730,C/W-104038*,42247,261,6.07,1266,357,4521.62,713.7,6.9613889,13.05377745,26.65922791,0.08478319,2.08282129,5.981551724,-2.300510249,1
13,Wisconsin,Lexington,41730,GA-505,42240,257,7.09,549,7,4600.78,570.8,20.3013901,1.34400238,13.00409968,0.325153994,2.08282129,5.981551724,-0.470770871,2
14,Kentucky,Lexington,8/9/2012,Phoenix,9/19/2016,257,5.95,434,352,3478.97,718.9,5.53,3.67979527,23.62268102,0.079551223,2.08282129,5.981551724,-0.980120334,2
15,Kentucky,Lexington,4/5/2016,Vernal,9/17/2015,257,5.45,130,345,2625.27,791.7,8.95709219,18.87832738,12.13647873,0.113211838,2.08282129,5.981551724,0.107152855,2
16,Kentucky,Marshfield,4/12/2018,SW4107,42604,260,5.11,201,363,4722.92,713.5,8.39831452,18.87832738,10.92,0.7,2.08282129,5.981551724,0.355657156,2
17,Kentucky,Marshfield,41730,Buffalo,42240,265,3.44,261,343,3143.8,743.7,6.21230092,2.59403642,27.46033899,0.108389637,2.08282129,5.981551724,0.037113916,2
18,Kentucky,Lancaster,42095,PGI 212,42249,257,5.28,955,367,4765.3,735.3,22.51845238,2.57601503,12.65322867,0.081827138,2.08282129,5.981551724,-0.133340178,2
19,Wisconsin,Lexington,3/31/2015,Hybriforce-3400,8/12/2013,256,10.51,501,347,2732.16,969.4,21.55323615,2.80453894,13.98085227,0.317969101,2.08282129,5.981551724,-0.65840511,1
20,Wisconsin,Marshfield,40664,Radiance HD,9/15/2017,238,5.96,1169,344,4766.53,723.8,6.64907103,-0.53,11.47797934,0.106691918,2.08282129,5.981551724,-0.748125545,1
21,Wisconsin,Arlington,8/9/2012,MSSUNSTRA-D11*,42243,265,5.74,440,373,3593.0,770.7,5.53,2.7292051,24.39222852,0.310479904,2.08282129,5.981551724,-1.162579997,3
22,Wisconsin,Lexington,41730,AFX064022*,8/12/2013,237,7.34,543,356,3636.4,702.6,14.25112254,-0.53,12.49032631,0.095441177,2.08282129,5.981551724,-0.957612857,2
23,Wisconsin,Lexington,42095,Evermore,9/13/2018,249,6.64,549,342,4601.66,762.2,13.56807668,18.87832738,24.97340532,0.307422114,2.08282129,5.981551724,-0.331449556,2
24,Kentucky,Lexington,4/5/2017,55Q27,9/19/2016,255,2.06,611,349,3174.23,739.7,13.00524724,3.41740626,13.57685494,0.349044467,2.08282129,5.981551724,-1.427300542,1
25,Wisconsin,Lexington,41730,AFX h134090,41886,255,8.76,1709,1,4588.07,713.9,5.53,5.47841102,12.97109494,0.341913149,2.08282129,5.981551724,-0.086669559,2
