,Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class
0,1.277134149,2.447389952,15.48954912,2276.06,534339.0,1
1,1.361851239,3.848640203,15.95511174,7359.65,1050809.0,1
2,2.668469508,2.028041782,14.35866536,2794.98,393819.0,2
3,1.133675325,3.365474653,16.13098774,2335.85,504767.0,0
4,1.481118298,3.934374191,15.95665691,3982.33,638320.0,1
5,1.437053705,1.628341711,15.06329568,2249.21,1062817.0,1
6,1.211445377,3.077112576,15.36108977,4681.3,556450.0,1
7,1.785735078,3.073195233,15.35391552,5639.39,1120855.0,2
8,1.459254556,3.797936925,15.87666848,4588.19,479383.0,1
9,1.2341775,1.339837651,15.59844523,3613.3,789623.0,1
10,1.337064558,3.304385154,16.37832596,5502.97,1099493.0,1
11,1.307932721,1.513267956,16.65700178,2409.4,1047181.0,0
12,1.340186569,3.622829231,16.26107457,9302.69,1055697.0,1
13,1.287857126,0.753634382,13.23394765,3180.32,1054338.0,0
14,1.494094763,1.330723907,15.99671313,4830.83,767587.0,1
15,1.282265672,1.336661575,16.1019307,2232.08,485571.0,1
16,1.442624208,3.63136431,16.17393964,4159.2,574239.0,1
17,1.457936506,3.617784099,15.67399603,2908.04,514680.0,1
18,2.203464934,2.135589404,15.55314243,2572.44,446532.0,2
19,2.456221255,4.032111034,15.99000803,9052.34,1515469.0,1
20,1.203983735,1.457417662,12.40006624,4246.64,738523.0,1
21,1.353720013,1.580827846,13.76085252,4257.25,789712.0,1
22,1.171055873,3.297960626,15.56575635,2566.16,527193.0,1
23,1.358801507,1.378538044,15.35263032,3464.85,1084981.0,1
24,1.338342734,3.79686884,15.90999821,3158.05,547427.0,0
25,1.509437922,1.504384013,13.02035625,4721.61,784987.0,1
26,1.180877064,3.315126835,15.67904819,9562.41,1475417.0,0
27,1.319117562,1.458111274,15.88581823,7225.43,1085938.0,1
28,1.642156471,2.28859628,13.55382374,2560.31,507145.0,0
29,1.396196713,3.482978399,16.726991,2148.46,1020018.0,1
30,1.347621607,1.483623469,15.88126975,5011.24,1092291.0,1
31,1.478517975,2.28955147,14.05203412,3852.69,727946.0,1
32,1.316922122,2.961830415,16.20237435,2234.46,425667.0,1
33,1.22412408,3.546512505,16.01521104,4213.97,639249.0,1
34,1.093718501,3.545580051,16.13490562,2673.21,571668.0,1
35,1.410326056,1.626379693,14.16428283,4616.35,769984.0,1
36,1.323344767,2.891961285,16.09080767,3244.78,1515469.0,0
37,1.339773535,3.056470158,15.97682399,3671.54,479631.0,1
38,1.909390701,3.295346294,15.92802652,9406.5,1515469.0,2
39,1.285528663,3.321469423,15.60795318,2816.27,549065.0,1
40,2.069146886,2.580515876,15.34423384,5148.5,1058469.0,2
41,1.329315916,3.49731661,15.91485537,2184.6,521277.0,0
42,1.335899606,2.652065841,14.4601484,2805.01,439409.0,0
43,1.937786315,2.144443582,14.29080063,10248.48,1504022.0,2
44,1.393747723,2.30164856,15.55250801,4741.85,778437.0,1
45,1.257909043,2.205314059,15.33653034,2309.26,453837.0,1
46,1.068811872,3.434746025,15.83989543,9920.97,1023029.0,0
47,1.326896378,2.487704444,15.55746965,5766.99,1051428.0,1
48,1.749431241,1.710818187,15.69767055,5243.58,1042005.0,1
49,1.436434883,0.307457743,13.50615051,4053.18,732811.0,0
50,1.466375983,2.638615916,15.47603487,5148.06,773478.0,1
51,2.165979035,3.266995299,15.06169089,2763.89,559580.0,1
52,1.0696283,3.160630336,15.4766994,2169.46,524009.0,0
53,1.297375746,1.71302527,14.32123421,5554.82,1020514.0,1
54,1.381700156,3.000562639,15.92886813,4360.82,432479.0,1
55,1.312633946,3.156198718,16.00545599,1942.04,470792.0,1
56,1.567732887,3.490291741,15.9103777,4067.39,521374.0,1
57,2.496368509,3.24417569,16.31485579,9867.65,1087687.0,2
58,1.707254344,2.859578631,15.81849374,8770.66,1513045.0,2
59,1.425881113,1.477054569,13.36281523,4364.08,742913.0,1
60,1.206362852,1.441717536,12.96449879,6059.9,1066662.0,0
61,1.477296197,3.253790551,16.61463589,10270.37,1470865.0,2
62,1.378624507,2.223996031,15.22827877,2004.03,507273.0,0
63,2.092240959,2.270676964,14.11698898,9675.11,1404017.0,2
64,1.572741593,1.60719117,15.49409321,4346.17,551238.0,1
65,1.442557842,1.3090648,12.63977048,4198.26,760041.0,1
66,1.314934827,3.417606864,16.05858873,7149.06,1100389.0,1
67,1.966527048,1.537404144,14.93167865,6215.17,1099488.0,1
68,1.456890553,2.644604333,15.71131013,5053.49,766224.0,1
69,1.626882129,2.659255387,16.09389346,3321.77,487813.0,0
70,1.351571528,1.760250036,15.23594695,2650.64,477733.0,1
