,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Kentucky,Lexington,42095,Saranac AR,9/15/2017,254,8.54,1821,385,4544.39,870.4,23.25759194,18.87832738,24.47272029,0.284235506,2.08282129,5.981551724,1.00890395,2
1,Kentucky,Marshfield,41133,FSG 424,41885,253,1.19,477,389,2962.63,1043.2,8.04160944,5.82581582,27.18139231,0.086526725,2.08282129,5.981551724,2.420763631,2
2,Kentucky,Marshfield,41730,FSG 415BR,42604,237,4.6,506,357,3066.76,1043.2,20.13636439,2.66177704,12.59189434,0.256705506,2.08282129,5.981551724,-0.289547469,3
3,Wisconsin,Lancaster,40664,55V50,41889,256,4.88,317,386,2703.57,980.9,16.3258236,18.87832738,29.25310714,0.254001906,2.08282129,5.981551724,0.351248892,2
4,Wisconsin,Marshfield,3/31/2015,AFX h134093,9/13/2018,224,1.19,460,383,2578.63,774.6,6.93035066,18.2689272,25.17363861,0.286570337,2.08282129,5.981551724,-0.503123982,3
5,Wisconsin,Arlington,8/9/2012,Withstand,42613,256,4.75,919,360,1856.67,770.3,5.59306523,1.33151749,23.46714319,0.07,2.08282129,5.981551724,-0.129971094,1
6,Wisconsin,Lexington,41133,AFX064022,9/15/2017,239,1.19,548,361,1856.67,807.7,16.10620524,4.169977,24.29759168,0.292699478,2.08282129,5.981551724,-0.70116368,2
7,Wisconsin,Arlington,41730,DSD04-T,42240,238,8.83,443,366,4524.11,109.7,5.55195132,17.14313513,24.15167399,0.286128492,2.08282129,5.981551724,-2.300510249,2
8,Wisconsin,Arlington,42095,PGI 212,9/13/2018,242,4.52,575,387,2232.89,1043.2,7.60627428,13.00925529,10.92,0.07374308,2.08282129,5.981551724,0.429084746,1
9,Kentucky,Lexington,41730,55Q27,42604,245,5.56,1003,371,4456.17,580.4,23.79017857,18.87832738,14.47876332,0.07,2.08282129,5.981551724,-0.007914285,2
10,Wisconsin,Arlington,41365,LS 905,41919,244,3.21,1784,382,4710.88,944.4,19.22865921,4.47776643,21.52779516,0.247516665,2.08282129,5.981551724,1.475568515,2
11,Wisconsin,Lancaster,8/9/2012,CW 085028,41885,246,6.92,1049,384,1856.67,1031.2,5.53,18.47956512,12.64080131,0.23737217,2.08282129,5.981551724,1.193926537,2
12,Kentucky,Arlington,4/12/2018,Caliber,42251,233,6.73,539,354,3044.59,1043.2,20.30112707,2.23635703,11.79935064,0.239805681,2.08282129,5.981551724,-1.480641503,3
13,Kentucky,Arlington,40664,X13-9202B,9/14/2017,239,3.27,1301,374,1856.67,799.9,11.01418512,3.93782465,23.84918468,0.07,2.08282129,5.981551724,0.615519171,2
14,Wisconsin,Lexington,41730,LANCER,9/13/2018,245,1.19,455,384,4695.0,840.0,8.03857957,2.87817873,11.26966368,0.241393206,2.08282129,5.981551724,-0.256186248,2
15,Wisconsin,Marshfield,41730,AFX 064022,42251,251,3.11,570,35,4499.43,761.5,21.41585349,3.53999659,20.49184667,0.294196707,2.08282129,5.981551724,0.687537949,2
16,Wisconsin,Arlington,8/9/2012,Arc,9/12/2018,242,7.98,447,73,1856.67,441.2,19.26536921,3.06759448,29.17335055,0.079635838,2.08282129,5.981551724,-2.188869507,2
17,Wisconsin,Lexington,8/9/2012,Rebound 6XT,42247,258,4.57,546,387,4643.94,812.9,9.8056348,15.07307791,10.92,0.240092019,2.08282129,5.981551724,-0.196452052,2
18,Kentucky,Lexington,41730,CW054004*,41885,245,6.74,772,369,2068.59,540.5,7.38317954,12.30847045,14.99914465,0.07,2.08282129,5.981551724,-0.273269152,3
19,Kentucky,Lexington,41730,Evermore,42240,254,6.09,238,387,4662.47,583.2,6.39649432,3.37147294,25.33474635,0.072756537,2.08282129,5.981551724,-0.396104309,2
20,Wisconsin,Arlington,41730,Buffalo,9/19/2016,237,5.77,994,356,2201.98,476.7,6.67263407,14.38088471,13.82239134,0.07,2.08282129,5.981551724,1.308510335,3
21,Wisconsin,Arlington,4/12/2018,Evermore,9/12/2018,233,8.9,496,378,4762.82,809.5,20.41526385,-0.53,14.80657523,0.247604434,2.08282129,5.981551724,0.262693371,2
22,Wisconsin,Arlington,42095,Caliber,9/18/2014,234,4.25,517,371,2953.61,785.3,6.79416592,4.96389899,10.92,0.07,2.08282129,5.981551724,-0.81610946,2
23,Wisconsin,Marshfield,42095, 55Q27 ,42604,248,4.97,881,377,3302.84,746.0,23.24434745,0.49504214,14.7018228,0.258487728,2.08282129,5.981551724,-0.281054556,1
