,Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class
0,1.504430725,0.559516288,14.77590661,3094.37,391732.0,2
1,0.440279897,0.438381808,12.01182899,7333.99,1136868.0,0
2,0.842471711,0.95214573,14.22740096,3851.88,391732.0,1
3,2.281346503,0.996159546,13.0325571,5571.05,492968.0,1
4,1.939787397,2.735667448,15.47238807,6800.08,467439.0,2
5,1.468664589,0.49920886,12.94803216,5682.77,391827.0,0
6,1.061633449,4.032111034,11.65794382,4529.2,668031.0,1
7,1.020343836,0.438516524,15.34369533,11113.79,423081.0,1
8,1.63970536,3.268870392,11.90455742,5074.07,518422.0,2
9,1.613198388,2.56513989,15.93025676,1942.04,429498.0,1
10,1.161714402,2.774358371,14.16509663,3265.35,391732.0,1
11,1.535231554,1.453673982,11.65794382,4387.1,1008503.0,2
12,1.105241746,0.249995175,15.43786141,6311.29,419847.0,0
13,1.271031504,0.3359424,14.75872926,7951.86,396429.0,2
14,0.994853229,3.120582468,14.99517345,3653.17,984908.0,0
15,0.781028398,0.860475679,12.80178541,5906.27,508022.0,1
16,1.089537681,3.748940911,12.85896783,3634.43,391732.0,2
17,0.436666667,1.443545703,14.76559165,6056.4,953741.0,0
18,0.767493939,2.853440215,15.39143519,5985.65,667946.0,2
19,1.235874184,0.936553884,11.65794382,2601.94,391732.0,2
20,0.999777997,0.844245686,12.27098206,6778.8,603557.0,1
21,1.096006988,2.517564638,11.65794382,2495.42,405605.0,1
22,0.677637333,3.185650194,11.82451292,6187.4,963800.0,2
23,1.871509065,1.944783019,11.67010309,9455.51,391732.0,2
24,1.010841636,1.201149594,13.78221184,5123.65,391732.0,0
25,0.978117187,2.512182988,14.16355407,2745.3,391732.0,0
26,0.714321409,3.263133871,11.65794382,3315.18,391732.0,2
27,1.569642003,2.681526977,12.60673269,2106.65,716579.0,1
28,0.436666667,3.295682465,14.46739691,4900.47,503441.0,0
29,1.3202056,1.454976289,11.65794382,2930.47,391732.0,1
30,0.943387854,2.001870954,15.11818242,5705.85,718372.0,2
31,0.900162667,1.978228363,14.45471817,5899.96,956055.0,1
32,0.883449113,3.748128961,15.73243304,3262.5,1059338.0,1
33,2.058000266,2.940496136,15.80863507,5921.49,391732.0,0
34,0.594014896,3.256247204,11.65794382,3366.2,1324252.0,0
35,1.031474405,3.21646795,13.57949648,2857.81,391732.0,2
36,0.635737097,2.465144217,14.21248821,7483.06,949679.0,2
37,2.132437065,4.032111034,14.84683608,4040.82,433422.0,1
38,1.467427851,3.605020173,15.85239926,2569.14,391732.0,0
39,1.241127228,1.630107039,12.23361392,4717.42,751388.0,1
40,1.371996959,1.432491843,11.86175035,3079.85,505241.0,2
41,0.436666667,2.929942355,13.47895373,6822.13,391732.0,1
42,1.545126932,1.187866076,14.55996423,3911.35,514177.0,1
43,0.933829324,1.783775651,16.04645936,2751.04,391732.0,2
44,1.033751655,1.880543516,11.65794382,2887.67,919891.0,1
45,3.163333333,2.562467756,14.78852829,1942.04,1000697.0,2
46,1.71397114,2.195602731,11.65794382,5638.5,634363.0,2
47,0.875558777,3.616795313,12.96801609,5289.66,460793.0,1
48,1.345639485,1.528633051,11.65794382,5899.28,447060.0,0
49,0.765744331,1.227986458,12.94843544,6268.63,956267.0,0
50,1.453526041,4.032111034,12.73056255,6815.05,423180.0,2
51,1.451587567,2.904112584,11.65794382,2416.88,1349209.0,1
52,1.127699248,4.032111034,14.68910989,6487.48,1073770.0,0
53,2.538104337,3.483919714,15.54322732,5835.16,391732.0,1
54,2.004510622,2.763043917,14.30462262,5870.53,441128.0,1
55,1.901040748,3.689710079,14.29879904,9486.25,1382196.0,1
56,1.897703844,1.814314636,13.837686,3424.67,712383.0,0
57,0.894215276,2.837377195,14.37172001,8580.85,1068305.0,1
58,1.738201056,1.446931486,12.51488024,4167.54,391732.0,1
59,0.943404832,1.511500692,15.20122831,3948.78,1182077.0,2
60,0.856611613,3.596550819,16.31784866,2387.42,727104.0,0
61,1.202829633,1.860789443,13.47282324,2127.08,452193.0,1
62,1.318104662,0.98187741,14.15416205,6355.77,400089.0,2
63,1.185826314,0.647509988,14.25026504,3530.87,672338.0,1
64,2.214688181,1.576508074,15.80348155,3640.35,703703.0,2
65,0.436666667,3.453690645,11.65794382,5017.01,391732.0,0
66,0.779936527,2.777582214,11.65794382,3113.8,959544.0,2
67,1.959334051,1.258591692,12.28784776,5688.93,694535.0,2
68,1.51674302,0.639013894,14.17964211,8456.42,988059.0,0
69,1.933641051,1.739459964,14.66502345,5098.89,1474561.0,2
