,Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class,avg,std,num stds
0,2.078760203,2.952578908,14.18214536,8066.94,1093437.0,0,1.452725263,0.429985311,0.091604188
1,1.807654243,2.021826236,13.5061047,2372.66,1515469.0,1,1.452725263,0.429985311,0.274557129
2,2.517306852,2.237333694,15.89568187,4171.02,745715.0,1,1.452725263,0.429985311,1.40864493
3,1.233413806,2.535371603,15.75921232,6151.6,737479.0,1,1.452725263,0.429985311,-0.335911238
4,1.286547509,2.555338754,11.9343655,2116.1,877626.0,1,1.452725263,0.429985311,0.246937087
5,1.606452287,0.249995175,15.89686578,3595.77,594721.0,1,1.452725263,0.429985311,-1.197660789
6,1.171467968,2.149403194,13.48117416,6791.38,867502.0,0,1.452725263,0.429985311,0.42098292
7,3.131173422,2.622603427,16.03354791,2064.15,515364.0,1,1.452725263,0.429985311,0.108252155
8,1.158005315,2.750031063,12.88080192,4114.67,1196831.0,1,1.452725263,0.429985311,3.217926715
9,1.928387665,2.347407044,14.05845242,6812.81,783985.0,1,1.452725263,0.429985311,1.063012912
10,1.817072254,0.879967851,13.58203106,6720.35,577287.0,1,1.452725263,0.429985311,0.189113246
11,1.763316343,4.032111034,16.85328339,5725.85,1179955.0,0,1.452725263,0.429985311,2.880128947
12,1.400220964,2.001243852,15.82594431,3945.42,532545.0,1,1.452725263,0.429985311,3.229509702
13,2.55338964,3.121548565,15.47541247,6875.05,662160.0,1,1.452725263,0.429985311,0.270098435
14,1.452361972,3.346549417,14.46903885,4199.25,763289.0,0,1.452725263,0.429985311,1.125494127
15,1.25707856,1.517828439,13.61463968,4210.7,411688.0,0,1.452725263,0.429985311,-0.174898595
16,1.60409806,2.086905454,12.46955664,7569.59,1164759.0,0,1.452725263,0.429985311,0.115710581
17,3.163333333,2.752901779,15.71526919,3597.83,588938.0,1,1.452725263,0.429985311,-0.041831508
18,2.100123646,1.260157057,14.01654289,5901.02,549631.0,1,1.452725263,0.429985311,0.22431296
19,2.041600285,2.556880348,12.60639875,11113.79,1515469.0,1,1.452725263,0.429985311,0.535048184
20,1.621196185,2.514440868,12.51668563,6440.93,1160298.0,1,1.452725263,0.429985311,1.333701255
21,1.072964673,2.508658206,16.02362907,5775.34,890243.0,0,1.452725263,0.429985311,0.301371625
22,1.315201424,0.806830473,15.52488473,2064.15,761370.0,1,1.452725263,0.429985311,-0.851991711
23,1.093588609,3.532057023,12.19580193,9070.49,1009770.0,1,1.452725263,0.429985311,0.096995541
24,2.458115463,2.679186312,15.76362306,10580.72,1129318.0,1,1.452725263,0.429985311,0.689015659
25,0.97330175,3.34370502,12.69832686,3106.51,1161934.0,1,1.452725263,0.429985311,2.169911205
26,2.539676516,2.827061294,12.40059598,3143.01,1135361.0,0,1.452725263,0.429985311,-0.796102006
27,3.163333333,1.830932312,12.84380156,6885.5,718517.0,0,1.452725263,0.429985311,0.061044391
28,0.676295122,2.518400305,16.71355316,2828.55,661949.0,0,1.452725263,0.429985311,-0.382388753
29,1.716278545,3.447991135,12.22536293,5320.66,728188.0,1,1.452725263,0.429985311,-0.001762944
30,1.064690743,3.008852798,12.13806171,5295.34,1118529.0,0,1.452725263,0.429985311,-0.065072375
31,2.557779357,2.613321866,13.18886939,4321.19,561681.0,1,1.452725263,0.429985311,1.414697425
32,0.436666667,2.556897826,12.95925793,5197.66,829678.0,0,1.452725263,0.429985311,-0.544876991
33,1.378460834,1.246478169,14.45126637,3755.38,1150730.0,1,1.452725263,0.429985311,0.840996424
34,1.465028104,2.676042704,13.68609621,6873.85,631097.0,0,1.452725263,0.429985311,-0.152028958
35,1.163941293,1.761376965,12.53424907,6831.41,550183.0,1,1.452725263,0.429985311,-0.032954446
36,2.881109783,1.332593419,14.13366653,4848.26,1115710.0,1,1.452725263,0.429985311,0.187901437
37,1.125202858,2.294575625,12.52128973,9350.69,800644.0,1,1.452725263,0.429985311,2.84038468
38,2.434851738,2.856038159,13.33691934,3958.47,553609.0,0,1.452725263,0.429985311,0.008381869
39,1.829746858,3.232326239,15.68126999,2181.79,764246.0,0,1.452725263,0.429985311,0.563433355
40,1.258952785,2.987018653,12.44465407,5937.71,719310.0,1,1.452725263,0.429985311,-0.074218975
41,1.341639416,3.489609037,13.28026234,3564.74,572211.0,1,1.452725263,0.429985311,0.871376775
42,1.187282569,1.309657788,14.02646712,3294.56,1515469.0,1,1.452725263,0.429985311,0.017037654
43,1.894846828,1.967915619,15.34871562,5396.15,646853.0,1,1.452725263,0.429985311,0.311652556
44,3.163333333,3.316917151,14.34639009,7177.67,1131798.0,1,1.452725263,0.429985311,-0.193460364
45,1.142344948,1.087191229,15.86351655,5599.85,637354.0,1,1.452725263,0.429985311,-0.022566975
46,2.789581532,1.681675859,15.57033884,6540.0,1162121.0,1,1.452725263,0.429985311,-0.982628563
47,1.436908379,2.494697396,12.69364389,2221.51,1515469.0,1,1.452725263,0.429985311,3.19455592
48,3.163333333,3.358110981,15.73106963,3166.51,496672.0,1,1.452725263,0.429985311,-0.267357621
49,1.865686644,1.916164442,15.50616963,7607.02,799185.0,0,1.452725263,0.429985311,0.403309373
50,2.859993152,1.683489649,12.69480831,2064.15,391732.0,1,1.452725263,0.429985311,-0.950865515
51,1.454485294,2.491663856,14.00927738,2075.97,636443.0,1,1.452725263,0.429985311,-2.363007689
52,1.442497713,3.131628197,15.99087216,4958.55,1515469.0,1,1.452725263,0.429985311,-1.613623836
53,1.458345956,2.288838895,11.7822468,3347.58,1174521.0,0,1.452725263,0.429985311,2.361944807
54,1.746150687,1.60777634,16.19860293,11113.79,527402.0,1,1.452725263,0.429985311,0.05556446
55,1.517320695,1.783543216,15.69520183,4723.85,768422.0,1,1.452725263,0.429985311,-0.00959049
56,1.41118667,3.478457971,13.80947763,5256.95,431741.0,1,1.452725263,0.429985311,0.521153481
57,1.250391666,3.536388039,13.41814737,2064.15,774618.0,0,1.452725263,0.429985311,-1.322253775
58,1.683361602,2.430778786,13.53082689,9538.62,683471.0,1,1.452725263,0.429985311,0.09909704
59,2.367375496,2.859479193,12.81540807,9132.07,582981.0,1,1.452725263,0.429985311,0.061191789
60,2.963295478,2.956400927,15.88725998,8801.27,1020238.0,2,1.452725263,0.429985311,0.420567425
61,0.935174689,3.381684384,12.84391267,4855.37,733892.0,2,1.452725263,0.429985311,-0.167360071
62,1.907893188,2.849245314,12.43422465,2842.09,1465056.0,1,1.452725263,0.429985311,0.483179823
63,1.424372574,3.837135641,12.92033497,7098.6,1515313.0,1,1.452725263,0.429985311,-0.485374406
64,1.481829916,3.253974326,14.07130846,5166.86,570631.0,1,1.452725263,0.429985311,-1.535149979
65,1.373443955,4.032111034,12.89805052,10830.02,620687.0,1,1.452725263,0.429985311,1.393665089
66,2.464158373,1.462764356,13.9735365,2064.15,1196595.0,0,1.452725263,0.429985311,-0.468834903
67,2.11758856,2.315106211,13.51778094,10291.81,1112231.0,1,1.452725263,0.429985311,-0.209010464
68,1.153738096,1.215450486,13.91532133,2775.91,1103862.0,1,1.452725263,0.429985311,1.760008932
69,2.072798612,2.185219591,14.07285043,6957.66,646232.0,0,1.452725263,0.429985311,0.096020428
70,1.177757427,1.647049888,15.70715484,6880.53,536294.0,0,1.452725263,0.429985311,-0.232793898
71,2.095674549,2.293041986,13.45877807,2064.15,1130934.0,0,1.452725263,0.429985311,0.892653943
72,2.413454264,2.046927485,13.00043283,5146.2,1068481.0,1,1.452725263,0.429985311,-0.471581487
73,1.665228363,2.166823881,15.15530538,7660.63,1053363.0,1,1.452725263,0.429985311,1.462942573
74,1.935335525,3.193809671,13.24844863,3767.54,1106087.0,1,1.452725263,0.429985311,-0.131366719
75,1.731245314,1.215590893,14.94422275,11113.79,1158923.0,0,1.452725263,0.429985311,0.055944336
76,1.427171005,2.766314368,12.8271049,8170.3,749015.0,1,1.452725263,0.429985311,0.115779434
77,1.844178747,2.137823585,11.65794382,5031.26,660199.0,1,1.452725263,0.429985311,3.978294206
78,1.061586344,2.572244492,11.65794382,3634.59,398737.0,1,1.452725263,0.429985311,-1.332759716
79,2.474880431,2.743350638,11.65794382,3798.73,1046774.0,1,1.452725263,0.429985311,-0.098433374
80,1.352393657,4.012916565,12.35261315,2795.18,1053908.0,1,1.452725263,0.429985311,-0.676307074
