,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Lexington,41730,Mssunstra-B11,42247,248,5.96,577,26,3382.63,778.7,18.72575143,2.08220729,11.76244913,0.085021009,2.08282129,5.981551724,-2.300510249,2
1,Kentucky,Lexington,41133,Oneida VR,9/18/2014,268,4.53,1113,365,2911.94,793.8,16.39743574,15.22729186,24.63581276,0.095599719,2.08282129,5.981551724,-0.591539484,2
2,Wisconsin,Lexington,41365,Oneida VR,41885,259,5.31,716,365,4557.7,855.3,6.38098676,10.13484876,28.378163,0.07,2.08282129,5.981551724,0.320783014,2
3,Kentucky,Marshfield,42095,55V50,41885,237,6.85,790,359,4567.14,821.8,19.72611461,18.87832738,13.3184076,0.091793458,2.08282129,5.981551724,-1.287217827,2
4,Wisconsin,Lancaster,8/9/2012,Evermore,42240,246,7.83,430,365,4702.85,750.3,5.53,1.27504148,15.90495015,0.301205034,2.08282129,5.981551724,-0.372644484,1
5,Wisconsin,Arlington,8/9/2012,VERNAL,9/16/2015,249,5.9,680,59,4532.24,709.0,6.21856117,2.82261237,28.08393655,0.092972281,2.08282129,5.981551724,-2.300510249,2
6,Kentucky,Marshfield,8/9/2012,vernal,9/19/2016,260,8.85,812,364,1877.02,1043.2,20.35010265,12.25172748,28.72352564,0.328124832,2.08282129,5.981551724,-0.832936236,2
7,Wisconsin,Lexington,8/9/2012, LH 9700 ,41885,261,7.55,968,1,2503.05,801.5,7.78776553,4.07288228,16.9447185,0.265769869,2.08282129,5.981551724,2.046915099,3
8,Wisconsin,Lexington,4/5/2016,FSG 403LR,42249,232,3.63,909,363,4529.0,698.9,7.62457326,13.50029744,27.86435396,0.113730457,2.08282129,5.981551724,0.665788395,2
9,Kentucky,Arlington,8/9/2012,Caliber,9/16/2015,243,5.62,705,380,4497.17,1043.2,18.50655865,0.96010565,14.57427024,0.326951933,2.08282129,5.981551724,0.702927324,3
10,Wisconsin,Arlington,42095,SW 4332,42240,244,4.28,130,359,2757.86,846.0,20.36045402,2.4225174,10.92,0.101726689,2.08282129,5.981551724,1.089817897,2
11,Wisconsin,Arlington,41730,MSSUNSTRA-D15*,41885,243,9.35,130,365,2607.61,461.4,23.69093051,2.86839073,12.42774257,0.263895102,2.08282129,5.981551724,1.096814336,2
12,Kentucky,Arlington,3/31/2015,Saranac AR,41885,247,4.69,541,356,4499.37,769.0,21.05910945,16.91435493,12.62728126,0.303648337,2.08282129,5.981551724,0.593175236,2
13,Wisconsin,Lexington,41133,MSSUNSTRA-D11*,42613,265,3.14,1002,361,4635.73,859.5,5.68211575,18.87832738,13.13150447,0.309352287,2.08282129,5.981551724,0.148286275,2
14,Kentucky,Marshfield,3/31/2015,AFX h134093,42240,272,4.96,1242,360,1856.67,739.5,17.22797373,0.98044071,16.7148896,0.308465349,2.08282129,5.981551724,0.973105965,2
15,Kentucky,Arlington,41365,Contender,42613,234,7.0,130,379,3351.81,753.0,5.53,5.21273028,13.07177895,0.297531845,2.08282129,5.981551724,-0.778427461,3
16,Wisconsin,Arlington,41730,55Q27,41919,248,9.3,1040,357,3385.51,851.7,13.9304729,18.10017639,13.78790194,0.092674635,2.08282129,5.981551724,-0.058162792,2
17,Wisconsin,Marshfield,41365, Vernal ,9/18/2014,258,6.75,731,374,3534.18,866.7,6.27215449,3.94785354,11.66263037,0.33940145,2.08282129,5.981551724,-2.300510249,2
18,Kentucky,Lexington,41730,55H94,42247,241,6.05,1011,62,3069.28,633.9,14.54918129,16.26969293,14.47521617,0.31382552,2.08282129,5.981551724,-1.082367992,2
19,Wisconsin,Marshfield,41730,Fierce,9/13/2018,243,7.49,676,1,4489.87,734.0,6.40005019,3.83414667,29.25310714,0.286095509,2.08282129,5.981551724,0.313241584,2
20,Kentucky,Lexington,3/31/2015,LEGENDAIRY XHD,9/16/2015,236,6.09,1072,379,4633.52,1043.2,18.50521923,14.14863816,28.59183988,0.7,2.08282129,5.981551724,0.869295567,3
21,Kentucky,Arlington,3/31/2015,Saranac AR,42249,257,6.95,666,381,2237.67,968.6,18.01399515,4.78893549,24.93787947,0.7,2.08282129,5.981551724,-1.09597211,2
