,Annual Avg Yield,Annual Avg Min Temp,Annual Avg Max Temp,Total Accumulated Rain,Total Accumulated Radiation,Class,avg,std,num stds
0,1.806108844,1.586508445,15.06556869,2064.15,506009.0,1,1.452725263,0.429985311,0.636413938
1,1.214950926,4.032111034,12.31144888,3587.77,446622.0,1,1.452725263,0.429985311,-0.559312492
2,1.315688575,2.816889683,15.11259165,5445.82,547037.0,1,1.452725263,0.429985311,-1.417825633
3,0.959135305,0.644158988,16.85328339,4283.67,820480.0,1,1.452725263,0.429985311,0.404543057
4,1.564806423,2.495597808,14.68861706,3440.54,1120538.0,1,1.452725263,0.429985311,-0.311525883
5,1.163045961,2.358623237,14.30471582,4674.66,725276.0,1,1.452725263,0.429985311,-0.869253845
6,1.395932262,2.139888699,14.39354529,2064.15,990271.0,1,1.452725263,0.429985311,-1.005330499
7,1.152554511,2.217775313,14.50133314,3313.66,744896.0,1,1.452725263,0.429985311,-1.774231027
8,1.239243728,4.032111034,16.7905813,10688.89,391732.0,1,1.452725263,0.429985311,-0.718865871
9,1.548204782,2.413243771,14.40323176,6735.13,499898.0,0,1.452725263,0.429985311,-1.654081256
10,1.464925927,3.212302925,16.40720082,7252.55,391732.0,2,1.452725263,0.429985311,-0.155641376
11,1.1566734,3.365675935,16.56226204,9961.1,391732.0,1,1.452725263,0.429985311,-1.764185447
12,0.892652524,2.425764346,13.19421781,4409.58,391732.0,1,1.452725263,0.429985311,-1.118404363
13,1.212172406,1.931051448,15.61695923,4297.95,1455936.0,1,1.452725263,0.429985311,-0.148686893
14,0.935784308,3.342756178,14.89975957,5577.7,495549.0,0,1.452725263,0.429985311,0.653467855
15,0.922411914,1.937255708,14.39420254,11113.79,449481.0,1,1.452725263,0.429985311,-1.103564335
16,2.438914886,2.054834974,15.05277361,7210.3,872642.0,1,1.452725263,0.429985311,-0.191371513
17,1.320372786,2.565415658,14.92555938,4885.4,441998.0,1,1.452725263,0.429985311,-0.938863588
18,0.990237616,1.60210629,14.90102282,4544.04,1134048.0,2,1.452725263,0.429985311,0.127563362
19,0.978919252,2.933447775,14.68118991,7435.16,653319.0,1,1.452725263,0.429985311,-0.15892159
20,1.329219336,3.151216712,12.8818221,5089.93,627308.0,1,1.452725263,0.429985311,-0.702694092
21,0.960499616,4.032111034,13.97900772,4665.43,689120.0,0,1.452725263,0.429985311,-0.69400177
22,0.893190802,3.451995111,15.54188721,3540.36,593052.0,1,1.452725263,0.429985311,-0.3353249
23,1.138987812,2.43790317,14.60682939,3380.67,595284.0,1,1.452725263,0.429985311,0.669089601
24,1.365860692,3.865278948,14.30650001,5837.63,391732.0,1,1.452725263,0.429985311,-0.930723853
25,1.204247719,2.907830534,11.65794382,5957.53,596245.0,1,1.452725263,0.429985311,-1.486436591
26,1.318708675,3.683711483,15.30151833,4663.66,492508.0,2,1.452725263,0.429985311,-0.031964725
27,0.817939691,1.922792332,14.75783587,3135.68,699185.0,1,1.452725263,0.429985311,-0.392520678
28,1.185804214,2.433220891,14.38326215,3357.24,391732.0,1,1.452725263,0.429985311,-0.292275774
29,1.325483768,2.704313564,15.10369965,3343.5,576987.0,1,1.452725263,0.429985311,0.089443822
30,0.784633528,2.81995294,16.16619217,2840.76,1291032.0,1,1.452725263,0.429985311,0.341551971
31,1.078976827,0.249995175,15.29782581,3867.47,391732.0,1,1.452725263,0.429985311,-1.125948283
32,0.746067163,3.317017237,14.79760486,3130.54,1061379.0,1,1.452725263,0.429985311,-0.404279181
33,1.964776995,0.249995175,15.48336566,4462.8,1509847.0,1,1.452725263,0.429985311,-0.912988902
34,0.855985384,3.24288858,15.03853915,3605.89,1447873.0,1,1.452725263,0.429985311,-1.108606521
35,1.90364825,1.99212378,15.09632545,2607.32,391732.0,0,1.452725263,0.429985311,-1.067440575
36,2.501784223,2.896635167,16.85328339,5093.65,742795.0,1,1.452725263,0.429985311,-0.001510176
37,1.065517449,3.866478827,16.85328339,6675.01,778889.0,1,1.452725263,0.429985311,-0.727673641
38,1.232510259,2.59704968,15.62161995,3351.73,587534.0,1,1.452725263,0.429985311,-0.325199483
39,0.877162537,3.359464309,14.81584395,8524.99,391732.0,1,1.452725263,0.429985311,-1.056965965
40,1.839779256,3.88017538,15.7433208,3108.43,544447.0,1,1.452725263,0.429985311,-1.385328166
41,0.983264782,2.821132803,16.37347684,4945.51,731369.0,1,1.452725263,0.429985311,-1.627279318
42,0.829609171,2.543592313,15.55219469,2713.16,497427.0,1,1.452725263,0.429985311,-1.049744301
43,1.18725143,2.584192091,15.26294757,8247.33,657242.0,1,1.452725263,0.429985311,-0.945198907
44,1.267813292,2.379482064,15.78115106,8984.7,528781.0,1,1.452725263,0.429985311,3.511562579
45,1.056789575,3.997412298,15.10083826,5108.83,751881.0,1,1.452725263,0.429985311,-1.308059167
46,0.877650627,3.50307838,15.26020223,5762.54,1048844.0,1,1.452725263,0.429985311,-0.374949832
47,1.682017658,3.459458954,15.35411681,9883.68,590031.0,0,1.452725263,0.429985311,-0.488785166
48,0.993784311,3.283618198,14.59328364,4534.39,753839.0,1,1.452725263,0.429985311,3.936394226
49,0.436666667,2.453843742,14.45629347,3806.03,802386.0,1,1.452725263,0.429985311,-0.719705625
50,1.035712305,1.267629073,15.06707672,5641.73,486212.0,1,1.452725263,0.429985311,-0.635351758
51,2.699783085,3.507251306,14.59463574,4778.62,656481.0,1,1.452725263,0.429985311,-1.170883332
52,0.879198144,1.590376107,16.52901542,3618.03,391732.0,0,1.452725263,0.429985311,-0.657639448
53,1.804795529,3.100128926,16.81351003,5313.74,1060633.0,1,1.452725263,0.429985311,-0.741706231
