,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%),Standard Deviation,Average Yield,Number of Deviations,Class
0,Wisconsin,Lexington,41133,55Q27,41885,262,11.08,446,375,3080.34,480.3,5.86067817,5.58747742,10.92,0.7,2.08282129,5.981551724,-0.115715704,3
1,Kentucky,Arlington,3/31/2015,Arc,9/19/2016,231,5.51,626,381,2093.53,871.3,9.04809347,18.87832738,29.25310714,0.073563847,2.08282129,5.981551724,0.828137671,2
2,Kentucky,Arlington,8/9/2012,54Q14,41919,264,6.43,534,346,3136.51,612.4,23.79017857,18.87832738,29.25310714,0.273653529,2.08282129,5.981551724,-1.249003507,1
3,Wisconsin,Arlington,41365,ROADRUNNER,9/18/2014,256,8.82,685,39,4733.63,562.2,8.65362111,2.79582798,29.25310714,0.086227871,2.08282129,5.981551724,0.712552808,2
4,Wisconsin,Arlington,41365,PGI 557,41885,280,8.23,332,379,3311.26,567.8,6.14068264,6.07449039,29.25310714,0.07,2.08282129,5.981551724,-1.707754633,2
5,Kentucky,Arlington,41365,FSG 403LR,9/14/2017,232,4.64,360,369,4525.73,704.5,23.79017857,18.87832738,29.25310714,0.080405938,2.08282129,5.981551724,1.092828354,1
6,Wisconsin,Arlington,41365,Radiance HD,9/15/2017,244,9.53,1243,369,3735.58,689.5,10.84000171,18.87832738,14.63409975,0.095478972,2.08282129,5.981551724,0.719217915,2
7,Wisconsin,Arlington,3/31/2015,FSG-426,42613,245,7.19,507,336,2750.05,1043.2,21.94887669,5.32386797,28.25846068,0.105989513,2.08282129,5.981551724,-0.348445254,1
8,Wisconsin,Arlington,41365,Caliber,42240,245,5.61,1439,1,4624.43,1043.2,7.59339262,12.67495784,24.99480121,0.275760642,2.08282129,5.981551724,2.248149823,3
9,Wisconsin,Arlington,41133,Radiance HD,42605,243,7.54,1374,371,4823.96,766.9,8.05757226,1.9774681,11.91166964,0.298717454,2.08282129,5.981551724,-1.857957252,3
10,Kentucky,Lexington,42095,DG 4210,9/14/2017,249,5.34,388,370,3669.78,880.9,23.79017857,-0.53,14.40167013,0.278710932,2.08282129,5.981551724,-0.036786613,2
11,Wisconsin,Arlington,41730, AFXh 134090* ,41885,244,1.19,1389,365,2994.77,746.8,10.65601521,18.87832738,23.58834107,0.095031489,2.08282129,5.981551724,2.008003473,3
12,Kentucky,Arlington,4/5/2016,55V50,9/12/2018,245,7.59,2225,1,4720.37,687.9,8.78269879,-0.53,28.54784591,0.100276291,2.08282129,5.981551724,-0.301692217,3
13,Wisconsin,Arlington,41365,LS 905,9/15/2017,254,9.73,214,369,2963.11,859.7,10.19243485,18.64472792,11.54297517,0.096642951,2.08282129,5.981551724,0.762392571,1
14,Wisconsin,Arlington,42095,CW 085028,42604,259,11.08,2225,351,4817.96,1043.2,7.12692834,1.31434331,29.25310714,0.334108747,2.08282129,5.981551724,-2.300510249,3
15,Kentucky,Marshfield,4/5/2017,Mariner IV,9/12/2018,225,8.71,957,6,3522.59,978.7,21.77096887,0.62332737,22.40786394,0.087818918,2.08282129,5.981551724,-1.578954901,2
16,Kentucky,Lexington,41365,5312,42243,252,7.74,295,1,3218.84,789.9,22.62884956,4.56663226,11.25903256,0.7,2.08282129,5.981551724,-2.300510249,1
17,Wisconsin,Arlington,41365, AFXh 134090 ,9/14/2017,252,5.96,672,362,2376.61,780.1,10.02649323,0.1088748,15.73614772,0.322371307,2.08282129,5.981551724,0.214885871,1
18,Wisconsin,Lexington,4/5/2016,Hybriforce-3400,41919,267,7.41,363,1,4823.96,759.6,9.79936708,4.83131451,28.43621017,0.311196167,2.08282129,5.981551724,1.003614879,1
19,Kentucky,Lexington,41730,ROADRUNNER,42604,242,7.13,130,377,4397.73,1043.2,8.90835913,6.18109428,12.137394,0.098219102,2.08282129,5.981551724,0.393943042,1
20,Wisconsin,Arlington,41133,MSSUNSTRA-D12*,42613,257,6.86,201,362,4556.77,1043.2,8.02160183,5.08137758,28.7383626,0.331450861,2.08282129,5.981551724,-0.684040022,1
21,Wisconsin,Arlington,4/5/2017,LH 9700,41919,251,5.77,373,17,4577.41,833.8,23.79017857,3.96410039,29.25310714,0.279325529,2.08282129,5.981551724,0.086621384,1
22,Kentucky,Lexington,41730,MSSUNSTRA-D13*,9/15/2017,244,7.79,312,358,2590.26,1043.2,23.79017857,14.23792643,24.39709313,0.321740664,2.08282129,5.981551724,0.063953936,2
23,Wisconsin,Arlington,41133,GA-505,41889,248,6.83,589,57,4716.97,1043.2,23.6425835,1.67334045,27.21190668,0.302657951,2.08282129,5.981551724,1.020591518,2
24,Wisconsin,Arlington,41730,VERNAL,9/17/2015,255,7.84,452,351,4478.14,773.8,19.1848187,18.87832738,12.50017792,0.330111969,2.08282129,5.981551724,-0.310388071,1
25,Wisconsin,Arlington,4/5/2016,Arc,41885,243,7.27,591,354,4708.1,843.3,10.25055795,18.00877112,22.91560474,0.07,2.08282129,5.981551724,0.822507189,3
26,Wisconsin,Arlington,41365,55V50,42240,256,10.53,2225,334,4655.8,888.6,23.79017857,3.32684949,29.25310714,0.253987921,2.08282129,5.981551724,0.968630615,2
27,Wisconsin,Arlington,41133,Mallard 5,9/13/2018,244,5.19,568,367,3245.49,842.0,9.0746835,9.69054975,25.58117986,0.085462941,2.08282129,5.981551724,-0.085014049,1
28,Kentucky,Lexington,41133,SW4107,9/15/2017,245,2.43,428,1,4722.63,348.2,9.87117537,5.58193875,14.84771411,0.29777061,2.08282129,5.981551724,-1.441303064,1
29,Wisconsin,Arlington,41365,FSG-426,42604,245,7.6,340,358,3160.66,1043.2,5.86119405,9.01266269,16.50872231,0.29160399,2.08282129,5.981551724,-0.246963443,1
30,Wisconsin,Arlington,3/31/2015,6472A,8/12/2013,238,1.19,402,360,4768.66,472.5,11.30395934,16.14492994,16.41811763,0.07,2.08282129,5.981551724,-0.789725879,2
31,Wisconsin,Arlington,4/5/2016,55V50,42604,248,9.01,558,1,3556.83,1043.2,23.79017857,-0.09018464,15.83749762,0.096178025,2.08282129,5.981551724,0.422388096,3
32,Wisconsin,Lexington,40664,CW 065030,42243,258,8.15,1030,351,4690.75,765.4,16.18788346,12.12078566,12.22997779,0.096668017,2.08282129,5.981551724,-1.308483202,2
33,Kentucky,Lexington,41730,DSB-45,9/16/2015,258,4.49,886,1,4823.96,786.0,23.79017857,5.00994591,26.15037186,0.086528306,2.08282129,5.981551724,-0.164401968,1
34,Wisconsin,Arlington,41365,GA-497HD,41886,243,6.47,413,362,4661.98,1043.2,8.44901151,5.04113468,11.81179123,0.097105061,2.08282129,5.981551724,0.502998722,1
35,Kentucky,Lexington,41365,DKA41-18RR,42251,242,5.96,410,1,2041.83,702.7,23.79017857,18.28023446,13.57529189,0.314098518,2.08282129,5.981551724,-1.543601457,2
36,Kentucky,Lexington,41365,GA-505,9/13/2018,239,8.28,446,347,4634.43,696.9,23.79017857,18.87832738,29.25310714,0.110753962,2.08282129,5.981551724,-1.314368431,2
37,Wisconsin,Lexington,8/9/2012,GA-497HD,41885,248,7.27,2004,353,3174.31,684.6,23.79017857,17.50457334,26.84504619,0.099990853,2.08282129,5.981551724,0.049445795,3
38,Wisconsin,Arlington,8/9/2012,Nuton Alf,42243,242,9.33,494,390,4739.04,1043.2,10.82197702,2.02599579,26.52683739,0.315440286,2.08282129,5.981551724,0.149796028,2
39,Wisconsin,Marshfield,8/9/2012,LEGENDAIRY XHD,42604,250,6.29,984,1,3157.67,749.2,7.39443641,18.87832738,17.17976399,0.34133769,2.08282129,5.981551724,-1.451565896,1
40,Wisconsin,Arlington,41730,Nuton,41885,258,6.41,540,343,4635.58,869.2,9.61141754,-0.53,11.77756821,0.090462909,2.08282129,5.981551724,-0.462558814,2
41,Wisconsin,Lexington,41730,Mssunstra-D14,42251,247,7.27,968,1,4823.96,795.9,23.79017857,6.50128987,29.25310714,0.7,2.08282129,5.981551724,0.044157786,2
42,Wisconsin,Arlington,8/9/2012,Ameristand 403T Plus,41889,259,6.54,966,10,4823.96,1043.2,21.74157473,17.57075508,26.94485419,0.098301501,2.08282129,5.981551724,-0.432327545,3
43,Wisconsin,Arlington,3/31/2015, AFX 103009 ,9/14/2017,254,7.38,390,349,4631.5,1043.2,23.79017857,1.06133595,29.25310714,0.2653121,2.08282129,5.981551724,0.990583285,2
44,Wisconsin,Lexington,8/9/2012,Fierce,9/13/2018,243,9.57,565,364,4823.96,769.2,11.24885978,3.12280501,11.48183924,0.336639227,2.08282129,5.981551724,0.322139772,2
45,Kentucky,Lexington,8/9/2012, SW 4351* ,42249,224,6.04,531,1,3365.45,848.5,23.79017857,18.87832738,16.42664807,0.314050794,2.08282129,5.981551724,-2.129420919,3
46,Wisconsin,Arlington,3/31/2015,Ameristand 403T Plus,8/20/2018,259,8.16,2225,362,4736.74,1031.0,23.79017857,1.32605456,13.61421512,0.260379564,2.08282129,5.981551724,-1.297739446,2
47,Wisconsin,Marshfield,42095,ROADRUNNER,42243,232,8.21,271,354,4707.48,829.7,23.79017857,18.87832738,10.92,0.338206729,2.08282129,5.981551724,0.765673524,2
48,Wisconsin,Lexington,41730,GA-505,9/14/2017,256,5.94,969,364,4823.96,783.0,10.20064437,2.25355125,29.25310714,0.075515995,2.08282129,5.981551724,-1.868359731,2
