,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,0,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,247,3.71,381,156,5320.75,1323.896,24.98466047,105.98888659999999,89.62864502,0.14777121235335672
1,1,Georgia,Midville,11/1/2007,GA-505,11/11/2008,265,5.51,639,0,5320.75,793.0228177770704,128.60565702,92.18549763783113,85.02789734,0.116674048
2,2,Georgia,Tifton,11/1/2007,Hybri Force 600,11/20/2008,226,4.32,1000,0,5320.75,1306.470444583964,138.9297511,105.98888659999999,77.0331174,0.48595058382157785
3,3,Georgia,Midville,2/21/2008,Attention II,11/11/2008,313,2.27,615,0,5320.75,1323.896,20.58125727,68.6939611144978,176.8482793,0.24122355809590773
4,4,Georgia,Midville,2/21/2008,PGI 909,11/11/2008,341,4.55,631,252,4886.61,1323.896,70.24496182,20.465429297816655,30.74397841,0.6722131990000001
5,5,Georgia,Tifton,2/21/2008,Hybri Force 700,12/7/2009,281,4.01,264,0,4083.42,1323.896,20.58125727,105.98888659999999,144.96410768,0.18002978493902377
6,6,Georgia,Tifton,11/1/2007,Attention II,11/17/2010,290,4.66,873,12,5320.75,756.4556575420855,20.58125727,105.98888659999999,35.95641961,0.6722131990000001
7,7,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,282,4.16,757,0,4732.19,678.284330007002,20.58125727,105.98888659999999,176.8482793,0.6565510808489349
8,8,Georgia,Midville,11/1/2007,PGI 801,11/11/2008,232,2.54,1000,192,3727.96,1323.896,24.19956247,94.24777766887851,176.8482793,0.27704979793500134
9,9,Georgia,Tifton,11/1/2007,GA-505,8/14/2009,321,5.65,617,247,3961.21,1234.2281914293733,20.58125727,53.31983966537525,56.31399569,0.116674048
10,10,Georgia,Tifton,11/1/2007,GA-505,11/11/2008,291,4.87,758,23,3974.12,768.0035227016267,133.59949361,105.98888659999999,176.8482793,0.22765314770001954
11,11,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,341,3.8,264,241,3400.1,657.1981166592439,22.67268322,33.13372582713715,167.91637238,0.1308384914412701
12,12,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,324,5.19,760,233,5158.84,1323.896,20.58125727,36.09102944924614,176.8482793,0.21125982413505306
13,13,Georgia,Midville,11/1/2007,Bara 503,11/17/2010,318,4.21,309,0,5263.04,645.8835514682593,138.9297511,31.03946191222099,60.2334104,0.23263818623724608
14,14,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,341,6.03,619,136,3934.32,1256.5371645087087,20.58125727,105.98888659999999,64.19669204,0.116674048
15,15,Georgia,Midville,2/21/2008,GA-505,11/17/2010,330,2.79,738,0,4545.17,682.7293980428442,138.9297511,30.117951126124172,26.19026488,0.1438329976474931
16,16,Georgia,Tifton,11/1/2007,Attention II,11/11/2008,341,2.27,475,0,5313.49,1323.896,20.58125727,105.98888659999999,176.8482793,0.24227247611582164
17,17,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,322,6.03,1000,52,3755.13,1323.896,70.6736296,26.790083824580215,176.8482793,0.116674048
18,18,Georgia,Midville,2/21/2008,BaraWet 501,11/17/2010,307,3.45,1000,390,4730.93,1178.884793380366,20.58125727,70.42301434834192,61.32340318,0.6009326514701424
19,19,Georgia,Midville,11/1/2007,PGI 909,8/14/2009,341,2.34,293,0,4376.36,710.4924854943431,20.58125727,105.98888659999999,45.3290304,0.116674048
20,20,Georgia,Tifton,11/1/2007,Bulldog 805,8/14/2009,340,6.03,722,0,4114.52,653.980504072716,20.58125727,26.84464025274928,176.8482793,0.1690012486997958
21,21,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,307,2.47,639,0,4296.28,1320.9747976673966,64.21934466,15.692692999999998,34.08588998,0.20115404488949848
22,22,Georgia,Tifton,2/21/2008,Hybri Force 600,11/20/2008,244,5.07,1000,276,5320.75,1144.2211802664733,130.70709821,20.212077381451827,176.8482793,0.2780802228749232
23,23,Georgia,Midville,11/1/2007,PGI 801,8/14/2009,341,2.27,264,268,5320.75,1085.782576082166,20.58125727,105.98888659999999,26.19026488,0.22613381585469727
24,24,Georgia,Midville,2/21/2008,Hybri Force 700,11/20/2008,226,4.92,826,0,3400.1,1263.3582679144877,138.9297511,105.98888659999999,176.8482793,0.25041156992542335
25,25,Georgia,Midville,11/1/2007,TS 8031,8/14/2009,286,2.32,1000,0,5302.56,1323.896,20.58125727,105.98888659999999,133.54738099,0.6722131990000001
26,26,Georgia,Tifton,2/21/2008,Bulldog 805,11/17/2010,226,3.61,264,146,5025.02,1323.896,86.44635005,27.478566379302663,58.78227708,0.15507958123510526
27,27,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,335,2.27,841,0,4986.05,1301.4283755044194,33.8088173,105.98888659999999,176.8482793,0.4649487689600478
28,28,Georgia,Tifton,2/21/2008,PGI 909,8/14/2009,270,5.15,572,219,4559.36,622.2035174429076,25.27807024,92.34544396002927,104.80663791,0.18540027263508688
29,29,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,226,2.27,323,0,3963.33,1124.1085436463316,103.04913393,26.259568945287096,176.8482793,0.12036123572476234
