,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,0,Georgia,Tifton,11/1/2007,Bulldog 805,11/17/2010,311,3.4,264,390,5242.46,1177.5781851471181,20.58125727,15.692692999999998,26.19026488,0.6722131990000001
1,1,Georgia,Tifton,2/21/2008,PGI 801,12/7/2009,247,3.78,269,92,5320.75,924.5000005779626,104.05503905,15.692692999999998,65.50143691,0.116674048
2,2,Georgia,Midville,11/1/2007,TS 8031,11/11/2008,341,6.03,308,390,5320.75,754.4397107397442,20.58125727,22.000639919037383,53.95867041,0.116674048
3,3,Georgia,Midville,2/21/2008,TS 8031,11/17/2010,226,2.92,264,390,5320.75,980.6827821409158,82.78133927,15.692692999999998,110.57544333,0.15263200404799498
4,4,Georgia,Tifton,2/21/2008,Hybri Force 700,11/11/2008,241,2.27,686,72,4040.83,714.1691526504737,20.58125727,17.713257906501223,135.67505203,0.2629413529364667
5,5,Georgia,Tifton,11/1/2007,GA-505,8/14/2009,228,4.73,1000,390,5320.75,1066.7776888091064,20.58125727,98.77631280644705,176.8482793,0.21328463872520104
6,6,Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,226,3.77,270,390,5320.75,599.974,89.34055137,15.692692999999998,26.19026488,0.36300558166764746
7,7,Georgia,Midville,2/21/2008,Attention II,12/7/2009,226,4.45,601,390,3705.14,599.974,43.25773179,100.04799071853289,176.8482793,0.116674048
8,8,Georgia,Tifton,11/1/2007,BaraWet 501,12/7/2009,226,2.27,490,390,3400.1,667.134693035143,138.9297511,105.98888659999999,35.06215235,0.1428139709633933
9,9,Georgia,Midville,11/1/2007,GA-505,12/7/2009,322,3.29,318,144,4013.56,599.974,20.58125727,25.92467997616233,129.38991284,0.6722131990000001
10,10,Georgia,Midville,2/21/2008,Bulldog 805,11/11/2008,226,5.15,900,390,4097.75,1030.2122485732739,20.58125727,80.74654033851758,26.19026488,0.2644056005444457
11,11,Georgia,Tifton,2/21/2008,Hybri Force 700,11/17/2010,226,2.38,566,281,3660.93,599.974,20.58125727,20.802706342476448,72.33684081,0.5715041729542678
12,12,Georgia,Tifton,11/1/2007,Hybri Force 600,11/11/2008,323,2.32,499,143,5232.29,1104.039298909904,20.58125727,15.692692999999998,176.8482793,0.6221390697789194
13,13,Georgia,Tifton,2/21/2008,Hybri Force 700,8/14/2009,293,6.03,264,390,3400.1,599.974,138.9297511,76.40908668183042,158.92646617,0.116674048
14,14,Georgia,Midville,2/21/2008,Bara 503,8/14/2009,292,5.12,264,390,4194.38,599.974,20.58125727,72.71471170883248,26.19026488,0.14319409976424394
15,15,Georgia,Midville,11/1/2007,Bulldog 805,12/7/2009,341,2.54,281,390,5320.75,617.7213883005263,50.91615936,15.692692999999998,135.2893149,0.4750796027276768
16,16,Georgia,Midville,11/1/2007,Bara 503,11/17/2010,341,2.27,900,0,4016.14,599.974,20.58125727,15.692692999999998,26.19026488,0.1623270389726029
17,17,Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,229,5.97,865,234,3400.1,599.974,20.58125727,105.98888659999999,60.924496,0.6171831567988407
18,18,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,307,4.95,963,318,5320.75,599.974,20.58125727,15.692692999999998,44.16690601,0.116674048
19,19,Georgia,Tifton,11/1/2007,Hybri Force 600,12/7/2009,304,4.22,522,390,3400.1,599.974,41.20039182,15.692692999999998,42.82880514,0.6722131990000001
20,20,Georgia,Midville,2/21/2008,Attention II,11/17/2010,269,4.12,1000,390,4325.1,599.974,32.00724095,34.6491738054397,128.45025938,0.17665369106363257
21,21,Georgia,Tifton,11/1/2007,Bara 503,11/20/2008,245,4.91,911,0,5320.75,599.974,77.38117414,105.98888659999999,27.64973807,0.6694097279377897
22,22,Georgia,Tifton,2/21/2008,TS 8031,11/11/2008,341,4.12,264,256,5208.76,599.974,36.92417999,15.692692999999998,28.08572558,0.6722131990000001
23,23,Georgia,Midville,2/21/2008,TS 8031,11/11/2008,226,5.07,507,205,4277.4,872.1227150884864,20.58125727,22.33367819809829,26.19026488,0.39416865978127524
24,24,Georgia,Midville,2/21/2008,Hybri Force 600,11/11/2008,317,2.27,631,390,4818.25,599.974,71.74684639,74.00597076826365,26.19026488,0.116674048
25,25,Georgia,Midville,11/1/2007,Attention II,11/11/2008,341,4.08,539,390,3400.1,1163.5314483914945,91.62382468,105.98888659999999,150.07986104,0.20384988939951232
26,26,Georgia,Midville,2/21/2008,BaraWet 501,11/20/2008,316,2.27,514,0,5031.96,599.974,20.58125727,52.92145754780213,26.19026488,0.116674048
27,27,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,341,3.5,554,370,3974.84,621.05488075795,91.46670072,105.98888659999999,33.30964437,0.2546435638286357
28,28,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,226,2.27,771,389,4557.7,1105.1114762375782,64.04939275,105.98888659999999,104.70347414,0.116674048
29,29,Georgia,Tifton,2/21/2008,PGI 801,8/14/2009,341,2.27,264,208,5046.69,670.341909286533,105.2070864,105.98888659999999,50.58980918,0.6722131990000001
30,30,Georgia,Midville,11/1/2007,Attention II,12/7/2009,295,2.27,264,0,3400.1,599.974,24.76699555,91.2333044155983,26.19026488,0.24458722229616287
31,31,Georgia,Midville,11/1/2007,Bara 503,8/14/2009,304,2.61,585,390,3400.1,599.974,20.58125727,15.692692999999998,26.19026488,0.3618340518436878
32,32,Georgia,Midville,2/21/2008,PGI 909,11/20/2008,226,4.14,481,371,3700.0,599.974,20.58125727,15.692692999999998,26.19026488,0.24518019853451367
33,33,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,232,4.9,724,102,3768.53,991.4265386802136,25.01944265,15.692692999999998,26.19026488,0.6243663755049547
34,34,Georgia,Midville,2/21/2008,BaraWet 501,11/11/2008,226,6.03,731,198,4602.51,883.3652340574092,48.43221116,15.692692999999998,26.19026488,0.6722131990000001
35,35,Georgia,Tifton,2/21/2008,Hybri Force 600,12/7/2009,234,3.74,643,390,3400.1,796.3199613818597,108.89672325,105.98888659999999,137.97137539,0.4608348730457761
36,36,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,314,2.97,264,390,4198.22,812.8957000962641,20.58125727,15.692692999999998,45.79073256,0.1580722919418036
37,37,Georgia,Midville,2/21/2008,Hybri Force 700,8/14/2009,229,4.69,489,0,3447.96,980.2438941765186,138.9297511,22.853088554056463,160.18245684,0.5514951152054856
38,38,Georgia,Tifton,11/1/2007,GA-505,11/20/2008,226,2.27,264,390,3400.1,815.3707672919863,115.01994157,91.54932946878239,28.51758817,0.116674048
39,39,Georgia,Midville,2/21/2008,Attention II,11/17/2010,316,3.76,821,390,3987.08,1280.294265522562,20.58125727,15.692692999999998,26.19026488,0.24261113987768718
40,40,Georgia,Midville,2/21/2008,BaraWet 501,8/14/2009,330,4.13,264,140,3400.1,887.4905103967701,91.41501063,76.0084369011781,154.51126778,0.41490434650879354
41,41,Georgia,Tifton,11/1/2007,Hybri Force 600,11/17/2010,260,3.49,264,390,4805.31,1252.669320415445,138.9297511,72.78973997291023,26.19026488,0.18328546746781427
42,42,Georgia,Midville,2/21/2008,PGI 909,11/11/2008,251,2.41,588,286,3400.1,1323.896,20.58125727,81.79786386479383,41.13282291,0.6722131990000001
43,43,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,337,3.85,264,348,3679.68,599.974,74.06868394,87.00909997475554,26.19026488,0.4674590777355314
