,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,0,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,280,4.83,341,0,5320.75,736.8427476092556,20.58125727,20.900670666906954,42.43986954,0.116674048
1,1,Georgia,Midville,11/1/2007,Hybri Force 600,11/11/2008,330,2.27,705,178,3550.85,891.6888163528237,138.9297511,44.80701084040448,167.09381986,0.1577519093771496
2,2,Georgia,Midville,2/21/2008,BaraWet 501,11/11/2008,246,6.03,386,390,3400.1,656.2075761713711,35.36113438,105.98888659999999,59.01530462,0.5634235357343506
3,3,Georgia,Tifton,2/21/2008,Hybri Force 600,11/11/2008,274,3.24,622,269,5320.75,730.8481937146212,138.9297511,105.98888659999999,26.19026488,0.6722131990000001
4,4,Georgia,Midville,2/21/2008,GA-505,11/20/2008,341,3.9,367,381,4063.47,1323.896,34.09271647,105.98888659999999,28.83565705,0.116674048
5,5,Georgia,Midville,11/1/2007,Bulldog 805,8/14/2009,335,4.65,1000,116,4139.36,1323.896,138.9297511,105.98888659999999,26.19026488,0.116674048
6,6,Georgia,Midville,2/21/2008,Attention II,8/14/2009,332,4.91,264,175,4301.86,1323.896,138.9297511,102.14000152371506,38.60256375,0.48298461835049733
7,7,Georgia,Midville,2/21/2008,PGI 909,12/7/2009,341,3.68,930,0,3400.1,1323.896,129.85771603,100.96985765887656,148.77259577,0.32938318325062466
8,8,Georgia,Tifton,2/21/2008,TS 8031,8/14/2009,261,3.33,1000,231,4591.84,621.0205080050542,61.43957603,105.98888659999999,176.8482793,0.116674048
9,9,Georgia,Tifton,11/1/2007,TS 8031,8/14/2009,341,3.13,1000,185,5179.54,651.5379646061343,20.58125727,35.425741700487904,43.52105738,0.116674048
10,10,Georgia,Midville,11/1/2007,TS 8031,12/7/2009,341,5.28,657,75,5080.53,1323.896,72.01941601,15.692692999999998,37.80428401,0.6722131990000001
11,11,Georgia,Tifton,2/21/2008,PGI 909,11/20/2008,289,5.61,630,274,4809.1,792.5750827899788,20.58125727,21.152050000614963,159.21651899,0.16467572337821443
12,12,Georgia,Midville,11/1/2007,Attention II,12/7/2009,288,3.51,541,384,4970.66,1086.2500605742698,117.96229764,105.98888659999999,26.19026488,0.21993287665660333
13,13,Georgia,Tifton,2/21/2008,Hybri Force 600,11/17/2010,340,3.53,345,0,4781.53,599.974,123.95101976,105.98888659999999,129.929814,0.4467186080111696
14,14,Georgia,Tifton,2/21/2008,PGI 909,11/17/2010,335,3.37,1000,390,4976.3,642.9253209058287,52.61308759,105.98888659999999,176.8482793,0.18336096416665718
15,15,Georgia,Tifton,2/21/2008,Bulldog 805,11/20/2008,246,5.77,619,239,3830.69,813.6103548380897,117.68616069,96.2157038451055,72.6250058,0.6722131990000001
16,16,Georgia,Tifton,11/1/2007,Bara 503,8/14/2009,340,4.77,264,209,4362.34,756.4871415763,92.30883973,105.98888659999999,32.51232964,0.39346155546129913
17,17,Georgia,Midville,2/21/2008,Attention II,11/17/2010,230,3.47,462,112,4434.19,1083.5551467340272,129.61233617,87.79598998298235,176.8482793,0.4175744261279399
18,18,Georgia,Tifton,11/1/2007,Hybri Force 600,12/7/2009,341,4.4,403,0,4320.93,692.4015692438353,20.58125727,15.692692999999998,55.51691067,0.116674048
19,19,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,341,3.41,650,390,5027.44,661.6923771343368,27.15473587,15.692692999999998,176.8482793,0.20390722576785134
20,20,Georgia,Tifton,2/21/2008,CW 36106,11/17/2010,341,2.71,852,390,4076.43,599.974,138.9297511,57.90998950257,115.2665078,0.28791617819528204
21,21,Georgia,Tifton,2/21/2008,PGI 909,12/7/2009,294,5.88,742,390,4185.9,599.974,36.03320377,105.98888659999999,31.73663681,0.6722131990000001
22,22,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,272,2.27,628,264,3426.1,728.0317830222831,83.57664814,21.44968633197472,43.10715652,0.2483694922908668
23,23,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,341,4.56,416,94,4975.44,1198.3828300125056,20.58125727,105.98888659999999,176.8482793,0.4358038495999793
