,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,Georgia,Tifton,2/21/2008,Attention II,11/20/2008,318,2.27,775,316,3975.33,757.958573766401,29.74919969,29.282127939832726,26.19026488,0.116674048
1,Georgia,Midville,11/1/2007,Hybri Force 600,11/20/2008,323,2.4,566,0,3400.1,789.9192020004652,30.13331926,27.340713685960964,176.8482793,0.186156553801465
2,Georgia,Tifton,2/21/2008,BaraWet 501,8/14/2009,316,6.03,1000,0,3400.1,709.7742973269744,49.30961449,21.753786675920992,26.19026488,0.15533919830387108
3,Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,316,4.74,1000,390,4472.44,677.8485993849451,44.79989195,105.98888659999999,49.26837714,0.25903968730538324
4,Georgia,Midville,2/21/2008,BaraWet 501,12/7/2009,325,5.31,1000,390,3400.1,720.5732861602742,23.91200542,43.1451784479561,26.19026488,0.116674048
5,Georgia,Tifton,11/1/2007,BaraWet 501,11/20/2008,341,2.27,645,390,3400.1,893.6882198189418,20.58125727,30.194591851762773,112.21799356,0.19357957981979307
6,Georgia,Midville,2/21/2008,TS 8031,11/20/2008,316,2.27,349,390,3400.1,785.623438743325,36.3414632,29.182691121135456,81.66859582,0.17225555360959577
7,Georgia,Tifton,2/21/2008,GA-505,11/11/2008,321,2.43,765,390,3400.1,919.1451687497362,36.71232399,15.692692999999998,36.56443856,0.12030572857636859
8,Georgia,Tifton,2/21/2008,Attention II,11/20/2008,226,2.27,594,390,3435.38,1323.896,40.5840013,18.818780688793744,31.46597634,0.1306272174388486
9,Georgia,Midville,2/21/2008,Bara 503,11/17/2010,226,2.27,1000,245,4050.67,1323.896,50.07287554,37.47979942920383,33.47249907,0.5658473337411812
10,Georgia,Tifton,11/1/2007,PGI 801,11/11/2008,226,3.27,675,306,3400.1,755.7131435299766,27.89564604,15.692692999999998,26.19026488,0.116674048
11,Georgia,Tifton,11/1/2007,Bulldog 805,12/7/2009,226,2.98,278,184,4365.31,700.2837609916655,32.72050466,17.681996071843145,26.19026488,0.17414991114386394
12,Georgia,Tifton,11/1/2007,Attention II,11/20/2008,318,2.27,686,76,4761.84,1323.896,51.77658096,105.98888659999999,42.36623846,0.16197870244849136
13,Georgia,Tifton,11/1/2007,GA-505,11/20/2008,329,2.36,717,343,4156.99,806.7188727004182,138.9297511,15.692692999999998,38.73239382,0.116674048
14,Georgia,Tifton,11/1/2007,Bulldog 805,11/20/2008,247,2.74,347,365,3400.1,1323.896,138.9297511,24.049024545876733,26.19026488,0.15986270717456416
15,Georgia,Tifton,11/1/2007,Bara 503,11/11/2008,226,2.5,685,330,3764.6,1202.991910212368,20.58125727,77.04915042306078,26.19026488,0.116674048
16,Georgia,Tifton,2/21/2008,BaraWet 501,11/11/2008,341,3.44,633,390,3990.07,739.3925438066889,20.58125727,15.692692999999998,35.37790507,0.22387796509559638
17,Georgia,Midville,2/21/2008,PGI 909,11/20/2008,245,2.27,736,68,5086.86,1323.896,53.06182318,18.597707583465294,26.19026488,0.116674048
18,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,261,2.27,558,0,3871.55,1323.896,23.72473139,15.692692999999998,31.50664418,0.116674048
19,Georgia,Midville,11/1/2007,BaraWet 501,8/14/2009,308,2.27,442,390,3400.1,693.7873064162676,20.58125727,16.369614861023848,43.53256515,0.18606455603163474
20,Georgia,Midville,11/1/2007,Hybri Force 600,8/14/2009,281,2.89,566,390,3400.1,886.0432448872614,138.9297511,17.86348141099902,51.61202054,0.23173271036711443
21,Georgia,Tifton,11/1/2007,BaraWet 501,12/7/2009,226,3.35,447,0,3971.03,865.634153088911,42.0526093,15.692692999999998,43.27184998,0.6598938094421265
22,Georgia,Tifton,2/21/2008,BaraWet 501,11/20/2008,330,2.27,562,189,3400.1,859.4786726288444,42.30183317,19.837976584853383,61.19769488,0.23684734368301863
23,Georgia,Midville,2/21/2008,Bara 503,8/14/2009,333,2.27,727,390,3400.1,829.1726497045329,134.46816138,15.692692999999998,26.19026488,0.19091234281733246
24,Georgia,Midville,2/21/2008,Hybri Force 600,11/20/2008,284,2.27,518,321,3411.67,672.3187027858864,23.38752352,20.58031708142367,45.66060808,0.2761131702659985
25,Georgia,Tifton,2/21/2008,Hybri Force 700,8/14/2009,326,3.12,732,51,3400.1,1323.896,20.58125727,105.98888659999999,26.77693676,0.20524729751826998
26,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,296,4.15,347,204,3400.1,599.974,138.9297511,23.14851977094701,26.19026488,0.116674048
27,Georgia,Tifton,2/21/2008,Bara 503,11/17/2010,236,2.53,264,390,3400.1,684.7388490862143,22.09397793,15.692692999999998,26.19026488,0.15046282588446486
28,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,299,2.47,354,390,5320.75,805.2345086988172,39.14646282,15.692692999999998,58.63882623,0.1216876061584858
29,Georgia,Tifton,11/1/2007,PGI 801,8/14/2009,341,3.7,628,390,3447.41,764.2322602555621,20.58125727,105.98888659999999,116.73314071,0.22779216936199714
