,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,Georgia,Tifton,11/1/2007,Attention II,12/7/2009,341,3.27,596,378,5320.75,719.9413423219354,20.58125727,105.98888659999999,38.89117888,0.116674048
1,Georgia,Tifton,2/21/2008,Bulldog 805,8/14/2009,278,4.14,287,210,4923.26,843.6703178807164,37.09654327,105.98888659999999,26.19026488,0.116674048
2,Georgia,Midville,2/21/2008,Bulldog 805,12/7/2009,325,6.03,610,371,4381.8,599.974,22.78234939,15.692692999999998,26.56117242,0.116674048
3,Georgia,Midville,2/21/2008,TS 8031,11/11/2008,336,3.78,264,289,3400.1,745.5043259847332,37.64631925,15.692692999999998,35.0283901,0.1473880906941135
4,Georgia,Tifton,11/1/2007,CW 36106,11/20/2008,341,6.03,549,390,5320.75,892.0995035841454,20.58125727,77.87392953325298,26.19026488,0.15700622468422834
5,Georgia,Midville,2/21/2008,GA-505,11/20/2008,311,3.0,322,390,5307.12,753.8830743160811,138.9297511,15.692692999999998,28.06836543,0.116674048
6,Georgia,Midville,2/21/2008,Hybri Force 600,11/17/2010,334,4.4,969,373,5320.75,1323.896,43.07904896,15.692692999999998,39.44409786,0.116674048
7,Georgia,Midville,2/21/2008,Hybri Force 700,8/14/2009,316,5.17,600,390,4562.54,666.0804117092038,30.47530017,15.692692999999998,26.19026488,0.12696322303919277
8,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,341,4.88,309,390,5320.75,1323.896,52.59629628,105.98888659999999,26.19026488,0.116674048
9,Georgia,Tifton,2/21/2008,GA-505,12/7/2009,319,3.79,1000,390,5320.75,730.5068699264316,49.85726308,62.66125561466501,26.19026488,0.12859758168967766
10,Georgia,Midville,2/21/2008,Bara 503,12/7/2009,341,4.09,457,390,5320.75,760.0401888104491,20.58125727,22.525977544179316,26.19026488,0.116674048
11,Georgia,Midville,2/21/2008,Hybri Force 700,12/7/2009,341,3.41,538,390,5320.75,795.5953146059383,43.06503891,84.13897603790903,33.68694517,0.116674048
12,Georgia,Tifton,2/21/2008,PGI 801,11/11/2008,341,2.74,922,390,3400.1,744.3483655139363,20.58125727,19.18071900779003,101.80669492,0.48569606535619825
13,Georgia,Midville,2/21/2008,Bulldog 805,8/14/2009,298,4.54,600,197,5320.75,780.641352908011,20.58125727,105.98888659999999,26.19026488,0.5000042864124001
14,Georgia,Midville,11/1/2007,Bara 503,11/20/2008,333,4.49,264,390,5320.75,1323.896,20.58125727,54.147679760952684,56.47284399,0.116674048
15,Georgia,Tifton,2/21/2008,CW 36106,11/20/2008,341,4.92,1000,225,5301.05,1323.896,47.24143537,27.989319798419896,176.8482793,0.12918362713529705
16,Georgia,Tifton,11/1/2007,TS 8031,11/11/2008,341,2.48,264,0,5068.95,1323.896,27.74020473,46.742295791175266,26.19026488,0.15624885696512708
17,Georgia,Tifton,2/21/2008,PGI 909,11/20/2008,301,5.63,612,390,5320.75,1054.1745512344646,35.64602793,105.98888659999999,26.19026488,0.13607830676077495
18,Georgia,Midville,2/21/2008,BaraWet 501,12/7/2009,340,2.27,301,390,4880.21,1323.896,37.46903332,15.692692999999998,40.18572821,0.116674048
19,Georgia,Tifton,11/1/2007,PGI 801,11/11/2008,326,5.14,264,348,4443.46,810.7523484448323,38.72967806,15.692692999999998,98.67623769,0.26484366588420516
20,Georgia,Midville,2/21/2008,GA-505,11/20/2008,280,2.75,567,207,5320.75,1323.896,30.38253999,88.42308018213696,26.19026488,0.24385171349010576
21,Georgia,Tifton,11/1/2007,Bara 503,11/17/2010,328,2.62,555,383,3400.1,1323.896,20.58125727,105.98888659999999,26.19026488,0.5360375801978886
22,Georgia,Midville,2/21/2008,Hybri Force 600,12/7/2009,328,4.77,516,390,5029.1,1097.9333595987578,20.58125727,24.379566787376813,176.8482793,0.116674048
23,Georgia,Tifton,2/21/2008,BaraWet 501,11/17/2010,341,5.01,793,306,5060.91,1323.896,138.9297511,105.98888659999999,132.33622003,0.12173419564710866
24,Georgia,Tifton,2/21/2008,Attention II,11/20/2008,341,4.22,584,92,4748.99,1323.896,41.14059169,15.692692999999998,45.05034719,0.19634842561831214
25,Georgia,Midville,2/21/2008,PGI 909,11/20/2008,317,6.03,1000,390,3944.77,888.2519798298345,20.58403316,20.21477163341921,30.24923812,0.21013128054221197
26,Georgia,Midville,2/21/2008,PGI 801,11/17/2010,334,2.27,759,390,4242.84,650.764680068995,45.81481665,77.61368306814481,26.19026488,0.116674048
27,Georgia,Midville,2/21/2008,GA-505,12/7/2009,341,2.96,660,311,5320.75,1323.896,49.73735728,15.692692999999998,44.3149378,0.1408842379287046
28,Georgia,Tifton,2/21/2008,GA-505,11/20/2008,269,4.9,872,379,3518.47,1323.896,29.37035544,27.9010910345767,26.19026488,0.6722131990000001
29,Georgia,Midville,11/1/2007,BaraWet 501,11/17/2010,323,2.45,759,88,3965.68,733.7438890830495,55.19836688,30.146386960804968,141.2562653,0.116674048
30,Georgia,Midville,2/21/2008,Bara 503,11/11/2008,341,4.26,511,0,5320.75,1082.6535933222292,24.30915526,22.56185014330336,26.19026488,0.116674048
31,Georgia,Midville,2/21/2008,Hybri Force 700,11/11/2008,331,5.66,335,386,5146.8,716.4294332283961,29.38583133,33.0695370423075,26.19026488,0.1350687130517979
32,Georgia,Tifton,2/21/2008,CW 36106,11/20/2008,341,4.19,880,390,5073.96,794.45111180698,43.18278669,28.121315180407606,94.04280966,0.14226001456739654
33,Georgia,Midville,11/1/2007,Bulldog 805,12/7/2009,341,3.43,650,312,5138.11,653.2609064140029,29.55610027,105.98888659999999,176.8482793,0.613849483049311
34,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,311,4.14,1000,114,4489.98,786.8566732111876,48.40548187,15.692692999999998,68.51292768,0.116674048
35,Georgia,Tifton,11/1/2007,BaraWet 501,11/17/2010,341,4.29,569,390,5320.75,656.671343025305,27.4782945,105.98888659999999,26.19026488,0.116674048
