,id_no,State,City,Date Sown,Variety,Date of Cut,Julian Day,Yield (tons/acre),Time Since Sown (Days),Time Since Last Harvest (Days),Total Radiation (MJ/m^2),Total Rainfall (mm),Avg Air Temp (C),Avg Min Temp (C),Avg Max Temp (C),Avg Soil Moisture (%)
0,0,Georgia,Tifton,11/1/2007,BaraWet 501,8/14/2009,341,3.37,881,100,3400.1,1051.6109756110209,33.22570511,28.287359916962263,176.8482793,0.577227994055345
1,1,Georgia,Tifton,11/1/2007,Bara 503,11/17/2010,340,2.27,774,313,3400.1,659.1918764902164,27.57857939,30.58932777825524,151.47518901,0.12701650049353844
2,2,Georgia,Tifton,2/21/2008,CW 36106,12/7/2009,301,6.03,561,326,5092.15,627.8143507786925,40.26060997,28.15187902330687,26.19026488,0.116674048
3,3,Georgia,Tifton,11/1/2007,Bara 503,11/17/2010,314,3.11,849,0,3400.1,1037.1878256476211,33.16286626,21.181947097521423,45.21993198,0.13418124814070984
4,4,Georgia,Tifton,2/21/2008,Attention II,8/14/2009,334,6.03,768,299,4433.76,816.9251425699633,26.66451271,96.02595283582117,176.8482793,0.2588338469430611
5,5,Georgia,Tifton,2/21/2008,CW 36106,11/17/2010,341,3.61,746,349,4243.67,1218.310908942412,28.78937288,16.42253269710172,26.19026488,0.116674048
6,6,Georgia,Tifton,2/21/2008,PGI 909,8/14/2009,286,5.17,1000,282,4187.11,599.974,20.58125727,15.692692999999998,26.19026488,0.116674048
7,7,Georgia,Midville,11/1/2007,Attention II,11/11/2008,333,2.27,264,277,4244.88,675.1150251085203,100.00901734,15.692692999999998,162.95606242,0.2192520486122283
8,8,Georgia,Tifton,2/21/2008,PGI 909,11/11/2008,298,6.03,1000,390,4391.58,599.974,51.09220441,96.27678553111319,26.19026488,0.116674048
9,9,Georgia,Midville,2/21/2008,GA-505,11/11/2008,325,3.38,1000,121,3400.1,1047.2809138793184,136.98868582,20.008262722286204,26.19026488,0.116674048
10,10,Georgia,Tifton,11/1/2007,Bulldog 805,11/11/2008,318,4.52,809,0,3400.1,599.974,20.58125727,15.692692999999998,37.85182912,0.116674048
11,11,Georgia,Tifton,11/1/2007,TS 8031,11/17/2010,338,4.01,759,390,4657.28,672.4122626015553,30.59744404,24.110117663136663,63.47412231,0.116674048
12,12,Georgia,Tifton,2/21/2008,Bara 503,11/11/2008,252,5.34,476,221,3400.1,731.5217137203605,20.58125727,21.050124503825472,151.9147529,0.20179690020194518
13,13,Georgia,Tifton,2/21/2008,Attention II,12/7/2009,339,5.43,264,175,3400.1,726.2159884075469,28.94903286,99.26659678056008,26.19026488,0.5418831183080642
14,14,Georgia,Tifton,2/21/2008,Bulldog 805,12/7/2009,341,3.83,539,243,5181.14,690.7026544484219,32.58774503,26.3012543022695,176.8482793,0.18141105139061522
15,15,Georgia,Tifton,2/21/2008,Attention II,11/17/2010,327,4.51,826,370,3400.1,682.3640932476375,20.58125727,19.097825465213774,26.19026488,0.6303237114129367
16,16,Georgia,Tifton,11/1/2007,Bara 503,11/11/2008,325,5.37,605,390,3469.83,716.0667381796948,39.50795817,23.054391261578903,26.19026488,0.116674048
17,17,Georgia,Tifton,2/21/2008,BaraWet 501,12/7/2009,341,2.62,1000,0,3400.1,869.1430308487703,31.32715648,23.523476916046537,143.96109643,0.14476239138296837
18,18,Georgia,Tifton,11/1/2007,BaraWet 501,11/11/2008,298,3.59,628,390,3400.1,599.974,138.9297511,20.07511888675494,44.11821975,0.22786778391862533
